caption,topic
That’s checkmate and your doom,9
I'm living my best life and unfortunately this is it.,4
"Sure, I'd make a bet with cryptocurrency. It's safe, right?",91
Checkmate and check your orbital sockets!,-1
This is my last game.  I'm sick of the postmortems.,37
Checkmate! I get another fifty years.,35
This could well be your last move.,19
Ha! I've seen every film Bergman ever made!,16
Two out of three now; in the Ingmar Bergman movie there was only one game!,16
"That was fun, but I still don’t understand why we had to cancel the fiddle contest.",44
I resign.,-1
What do you mean I cheated?,0
"Remember, you are but a pawn in my deathly plan",48
Checkmate!  Maybe you should go try something else you're better at.,15
"Checkmate !! ....no, death mate",11
Oh yes I can cheat Death!,0
Let''s revisit this. How will I explain losing?,1
Check yourself. Before you wreck yourself.,3
I suppose only taxes are certain.,5
"Checkmate!   So as agreed, you go get my neighbor's dog, right?",-1
Aha! I beat ya!,-1
"Come closer and let me show you 
a real checkmate.",9
"Ah-ha! Checkmate! Fell for the oldest trick in the book didn't you. . . the old Fool's Mate. Ha-ha-ha! No sir, you'll never outwit me as long as I'm alive, friend. Ha-ha-ha! Want to try again?",-1
"Uh, I have to tell you, John, I don't have a soul for you to take, so how 'bout it'll be my turn for lunch on Thursday?",50
"Check-mate, Jane Roe, said the white male who is nothing but a douchebag.",-1
Ha! You shouldda been white! And male! And American!,27
Bobby Fisher has been looking forward to meeting you.,68
I didn’t think the NFT spiel would work on you.,-1
JENGA!,52
Killed your king!,7
That’s wizard’s chess,2
It's true.  You do cry when you lose your queen.,6
A5 B6 QG7 and that is mate. Do I get to live now.,-1
You have no mask.  You’re just a pawn.,-1
Let's call it The Immortal Game!,60
Yummy.,47
Is this the best you can do? No wonder Hitler had to kill himself.,21
"You play very well, young man, which annoys me, which is a terrible mistake on your part, and, anyway, you never had a chance, since, paralogically, you have to lose.",4
"Don't be mad, but checkmate!",15
Try that you silly old fool!,3
That’s four lives for me! Double or nothing again?,46
That's 3 jumps - king me!,7
You can't kill what it's already dead,21
"Take that,Putin",65
You didnt think it was Check Mate the moment I sat down?,3
"Psst, I do have one more move!",25
"Your attack is alright, but your defense is bare bones.",73
"So, young man, you won, now here is your prize.",1
"It’s simple.  I take a man, then you take a man.",-1
"You touched your queen, she has gotta die now",6
Checkmate good game sorry I gotta run no time to shake hands!,-1
It's called the push alert strategy! My queen stays here until your king becomes available!,6
Check Mate big guy! Or should I say Scythe-onara?,30
"I wouldn't have gone for ""mate,"" but ... your come hither glance...",3
Guess Death Got Played in 2022 & chess.,2
"You do realize who I am, right?",69
"Hah, you accepted my tax-evading gambit, checkmate!",5
Death never noticed how Dale cheated...,0
At least have the decency to look me in the cowl while you mate me...,3
I'm up for another rematch but no one has died in three days.,59
That was a bone-headed move: checkmate!,38
You're not being very sportsmanlike,-1
B4? There is no B4! There is only after. For all eternity!,60
That's my line.,-1
So now I can own a Monstera?,-1
ha! You're out of moves so now what are you going to do ?,-1
Checkmate! I beat Dea-th! I beat Dea-th! Ha Ha Ha Ha Ha! I beat Dea-th! I beat Dea-th! Take that Grim Reaper! I am kind of the world and you can't touch me!,-1
"Checkmate mofo!
Smoke THAT!",-1
The deal was one game then you remove the piece of stuck bread from my toaster using my scythe.,30
Eat my dust!,47
Check mate you say?  Let me show you what check mate really means.,3
Aha! You fell for the Bergman opening!,16
I think you’re ready to invest in crypto.,91
"Checkmate, I told you I was going to live forever. So you are not invincible after all!!",-1
"Remember Ralph,he who reaps wins.",90
"I know this is an illegal move, but for a moment I wanted to experience the illusion of victory before you take me to the Underworld.",-1
Chess wasn’t a good choice to sacrifice your queen,2
Congratulations!  You've just become the Soul Survivor.,50
James thought he would teach the guy in the funny outfit not to crash his Washington Square game.,0
Black Knight... is that really a wise choice?,33
I'm really looking for someone with more expertise in chess.,2
Ha!  Wait till I tell my squire!,33
Stalemate! Now I can cross ‘Deadlocking Death’ off my bucket list.”,-1
"Checkmate, dude! Oh man, how could you not see that coming? What a dummy. A child could defend that better. I can't believe you fell for it. You ever played this before? I'll send you some books. Chess for Dummies! Yeah, that's you! Ha Ha",2
I told you I had killer moves!,8
Let the game begin.,10
"Don’t get too cocky, I’ll be back again next week.",-1
"Ha ha, I win! You were already out of time when you agreed to play.",4
I see your variant and add a booster!,17
"I´m telling you man, I owe it all to crossfit.",0
"Our word for it is ""Checkmate.""",9
"Check mate, death - you can’t castle after you previously moved the King!",7
Told you I'd win! Now you HAVE to take my wife.,-1
Of course it’s an illegal move. Do sue me!,-1
I made it to the other side!,-1
"Come on, let me cheat ya, just one last time",0
"You did say, ‘best two-out-of-three’ – right?",13
I knew I’d make you Scream!,-1
"Mate or no-mate, you still lose.",1
The Longest Inch,-1
You're tapping and I'm swiping.,12
"Now, come with me and let’s see if you can hold onto that…uh…cheery disposition…",-1
But what happens to the king after he dies?,7
#39. Ra1? Exactly how Korchnoi lost to Karpov in 1978. I thought you said you were all knowing?,-1
"CHECK BUT YOU ARE NOT MY MATE, AUSSIE",3
So... will you end COVID now?,17
Ok Timmy… now show me again your dead hand move…,-1
Ha! I beat you one more time.,34
"Check what, now?",3
"What’s that new saying going around, “if Covid doesn’t kill you, checkmate will?” “",17
You hit a dead end kid,21
I enjoy the die-chotomy of chess.,2
"Clearly, you were playing checkers while I was playing chess.",56
"Now, let's talk about that sting.",-1
"Ha! You're move!  ...oh, wait, scratch that.",-1
It's 'The Seventh Seal' gambit! Checkmate!,-1
Checkmate.  Now YOU have to come with ME.,39
They booty popin,76
When your move may be your last #deathmatch,8
"I’m fully vaccinated and double-boosted, so it’s check and mate for you COVID death shadow",17
That's a move you will infinitely regret!,-1
"Hey, you Washington Square hustlers aren't so scary after all!",-1
Check mate!.  Now you can have my soul!,41
"How many times have you heard?
""I didn't see that coming""?",26
Chess or death,2
Ingmar Bergman’s Seventh Steal by Vladimir Putin,16
Oh you think you have all the killer moves...,8
What are you going to do about it?,-1
Sucks to be you!!!,-1
'Looks like I'll be taking my queen back!',6
"Die, muthafuckah!",-1
Checkmate…. You’re welcome to try again in 70 years but you’ve definitely lost your edge Old boy,35
I learned this move in a Swedish film!,49
Check-mate me and we’ll see who has the last laugh.,71
"Checkmate,nerd! You owe me $28!",-1
"Ha! Now, Jesus comes back or admit Prince was a mistake!",-1
If only my ex-wife could see me now! Chess is a useful skill!,2
"Human- You know this is a good metaphor for my stress. Playing chess against death. It's actually scientifically proven to-

Death- SELL SOUL.",2
Ha! Classic move from the Anti-Vaxxer Playbook!,17
"No, you haven't won. You Democrats don't know how this game works.",1
Now let’s talk Roe v. Wade,58
Checkmate! Sorry but I thought you were familiar with killer chess.,2
"And no, I'm not playing two out of three!",23
You know what? Enough. We’ve all had enough.,-1
"What you going to do now, Death?",53
"A surprising and potentially devastating move, but I’m afraid you’ve used up your time.",19
"It’s too bad you couldn’t play the fiddle, eh bud?",44
"That wins me immortality! Now, if I win the next game, I need you to get in touch with someone.",60
Checkmate in three moves is as certain as you and taxes.,38
Sorry. I know you're fond of the white horse.,62
Yahtzee! I win!,1
Looks like it’s time to pay the check…,-1
you clearly never watched bergman,16
"Clearly, I couldn’t possibly have cheated!",0
Guess it isn't really a game of life and death after all,4
I win. How about 'Risk' or 'Life' next?,1
"You might foresee my death, but you didn't see that checkmate, eh?",11
"Wow, this game is grim.",29
Finally I thought the Queen would die decades ago.,6
"Very nice.  But this works like the NBA, not the NFL.  It's best of seven.",-1
Told you white always wins!,27
"And, who’s soul do you have now?",50
"It was a good move, but we both know how this is all ends.",-1
"So, what do you think of your blue-eyed king now, Mr. Death?",7
Death shall have no dominion!,-1
Ha! Touchdown!,-1
"That's Expecto Patronum, I win!",1
HA! I win. As agreed now you HAVE to kill me.,1
Oops...I lose!,1
There's no way that I'll make this move. Do you think that I'm some sort of rookie?,25
"Checkmate, mother-reaper",86
"Sorry,Bruce,your time on the clock just ran out.",18
Why must you always play sudden death?,20
"Democrats to Republicans “we win- there will be not more sex ever for Republicans”

Would have been funnier it said by a woman!",-1
Caught you sleeping! Check Mate!,3
You talking to me? You talkin ta me?,83
Checkmate! Now payoff the bet and get to Congress before it's too late.,5
"Checkmate, Death! You were easier to beat than the IRS.",5
We all know how this is going to end but I’m making a bold move anyways.,19
You’re never going to win.,1
You fool! I’ve been playing 4D chess the whole time!,2
"You might be the Grim Reaper, but my chess skills are lethal.",2
No. You said no mulligans.,-1
"If you're going to make that move, perhaps you'd rather play dice with death.",8
Working these skeleton hands is getting exhausting and it’s so hot in this cloak.  Can I please take the hood off and set down the skeleton hands for a little?,14
Sorry but I can't give you a rematch right now.  I'm late for my life lessons podcast.,59
Checkmate! What are you gonna do about?,39
"Angel of Death, watch me change my fate, As I capture your Queen, and put you in Checkmate!",80
How does it feel to lose... your Queen???,6
"Checkmate. My soul 1, You 0.",41
"check again, mate",3
All those guys that chose the waiting game were real suckers!,4
See Death I can too cheat you,0
"It's not your turn turn yet, I'm still thinking about it.",-1
I don’t respond well to dares!,43
"I jumped all your pieces, now crown me!",-1
"I want permanent immunity from cigarette carcinogens and ten more good years of hair, or you’re going into check big guy",17
Check!! Also..I’ve never seen such a large N95! Are you immunocompromised or something?,17
So the last person you lost to was Bobby Fischer playing his final match?,68
"That's not a Queen, that's your King!",6
Can I tell you something? This table is killing my back.,-1
"I done told you once you son of a b*tch, I'm the best that's ever been",34
I finally beat Grimmaster!,-1
Check! Now fork over your socks.,14
And I am paying no taxes this year.,5
"Ah ha checkmate. Looks like the game is over for you Death! Oh no sir,the game is over for you",-1
"Sorry, but I don’t think you’re the right fit for our Bergman remake.",16
"Come with me, young man!.",32
I’ll show you checkmate,9
"So, this is how I die.",53
"'THERE IS ONE WAY TO WIN. DO NOT PLAY' whispered Death. ""I found that video of you online where you are wearing full bla..."" 'THERE ARE TWO WAYS TO WIN.'",1
Ehh I knew I should have picked connect 4 for this bet,13
Hope I wasn’t outta line with that crack about “Checkmate”!,9
"No, you don’t get 4 horsemen",62
I win! That means you owe me one million more Biden voters.,1
Google “En Passant”.,75
I knew bingeing Queen’s Gambit would pay off…,24
"Checkmate? No, you're checking out.",9
Now that you have mad that move it is checkmate and the game is over,38
"Be not proud, dirtball!",81
"Check, Matey!  And I'm dying to do this again.",3
It’s my turn and I can take a lifetime to make a move.,25
"Checkmate! So now you have to watch 'The Seventh Seal"" with me.",22
Checkmate - you're done,-1
Queen to Rook 5-now who's afraid?!,78
Give me the finger? Ha! Checkmate!!,12
Welcome to Sweden!,49
"With that opening gambit, I guess you are beatable",45
"I thought ""The Seventh Seal"" was metaphorical",22
I feel like I've seen this play before.,8
It's not everyday you beat death!,21
It's worth it!,4
Sometimes you're just a few moves away from the final price - be careful what you play at.,19
Check mate! What's your next move tough guy?,38
Don't get too excited. Your pieces go back in the box too.,-1
I thought you might have taken lessons after Bill and Ted humiliated you.,74
“That’s checkmate- and I think you owe me a scythe”,30
I  TRUMP YOUR PRINCE OF DEATH!,7
Do you think I care who gets taken? I just want the pieces gone.,-1
"Rest in chess piece"" (pardon the pun",2
You can’t win if I wanted to die first!!,1
Double or nothing.,46
Checkmate.  And try to be a good sport about losing.,31
I WIN. Now don't darken my door for another month.,1
"Nope, nothing in your teeth but
CHECKMATE!",64
"No, I didn’t agree to play for my soul. I said this was strip chess and we’re playing for clothes. Lose the robe, bonehead!",50
"Checkmate!!!"" / ""Sure! The winner takes it all",31
Now can I overturn Roe v Wade?,58
"All righty, I'm going to be wanting those goldfish back now.",-1
"I said, ""they're made from whalebone.""",76
Are you really sure you want to make that move?,25
And my horoscope said today would be an unlucky day.,42
"This time, the bishop comes for you!",28
"Checkmate, dude! Where's my new guitar?",-1
And they told me voting blue wouldn't work on you!,21
You can't have all of them.,23
"Checkmate, yet again. You just can’t cheat, Death.",-1
"Wow. Looks like you won. Unfortunately, you’re still going to die, but I’m glad you enjoyed yourself before you did.",1
Let's see you wriggle your way out of this one!,-1
"Check mate, Hah! The Grim Reaper always has the last move",36
Tag you’re it!,-1
No you can't eat my Queen,6
". “Let’s go 2 out of 3, shall we, old chap?”",23
"You win this one, but remember that we have another game to play in Samarra tonight.",85
Checkmate! Now give me my soul back.,41
Do you really think I am afraid of you? Clearly you haven’t been paying attention to what Republicans have planned for us.,-1
"Checkmate! Now what was that ""special prize"" you mentioned?",-1
"This is not the Middle Ages, and I'm not Max von Sydow.  Checkmate, Bub.",-1
Your fault for playing with black.,27
I'm going to keep putting myself in check until you do it.,-1
this changes nothing.,-1
If only I could make the same wager with the IRS.,5
"Checkmate, ya Bergman caricature loser!",16
"Hah! Checkmate again! Sooo…do you just keep forgetting that the queen exISTS, or…?",6
Karma’s a b;@&!!,0
"Ha! Drinks are on you, again, Grimster!",-1
"It's not who wins, it's how you play the game...",1
"You're dead, I'm overtaxed—we tie again.",-1
Should I be worried about your endgame?,10
You should eat more before a match.,47
You’ll pay for this one day,-1
"Thanks, Obama!",74
Looks like you can’t kill this king either!,7
Careful!  It's been in my ass!,-1
Check!…please.,3
This is the chess game of life - checkmate!,2
"Play again, double or nothing? If you win, I die twice.",46
Checkmate! He wins the game of life and death.,-1
How many times do I have to tell you? I’m not your mate,3
Seventh seal my ass.,22
Checkmate!  Could you fit my boss in for a round before Friday?,-1
Are you certain that I cheated?,0
Now you're dead to me.,54
Not again !  You’re killing me !,83
"Now, get out of my country, Putin.",65
"Okay fine, you win. You get to decide where we order takeout from",-1
One night in Bangkok and the tough guys tumble,-1
"I guess when your death, you're sleeping too. Checkmate!",11
"Hey !
I didn’t say I wanted what you’re having.",-1
"Check mate, your ass!",3
No need to go to that  finger at all! I won fair and square.,12
Do you think I need a breath mint?,64
We should play Clue next. I love a good murder mystery.,-1
Checkmate! Waddaya going to do now?,39
Check mate! That will teach you to think you are more powerful than the U.S. Supreme Court.,66
Ha! Checkmate! Try and top that move!,38
checkmate my dark friend,-1
"There’s something I can make happen faster than your next move, my friend",19
Ha! And you said logic wouldn't save me!,-1
checkmate! I live forever!,-1
"Ha, my Bishop can shoot better than Ben Simmons, Checkmate",31
Queen takes bishop.  Queen is double vaxxed and boosted so she cannot be taken by any of your unvaxxed pieces.  Check and mate!,28
"I would have guessed you understood that I don't play
'friendly games.' """,4
"Is that so? Well, I’m an optimist. I’m gonna cheat anyway",0
I don't have a soul to give you. How about an update on your car insurance?,70
Checkmate! Now you gotta watch Ted Lasso with me!,-1
And guess what? I cheated!,0
And that’s my third queen right there.,6
"Of course you are right. I did not repeat not get checkmate!
Jill landsberg",9
Looks like you won’t be needing your scythe after all.,30
"Ha! My king takes your king, and you get to go back to the slime from which you came!",7
Do you want to play two out of three?,23
These drug commercial stock videos are getting out of hand.,91
"You’re over the board, and your pawn position is in an imbalance.",48
Death be not proud!,81
"You really can't play this game, can you?",4
Ok. Ok. Here’s your 10 bucks. I know…what say we change the stakes?,-1
Whatever it takes to get me off of this planet.,-1
"Check mate, ol’ fate.",-1
We have to decide the winner in sudden death.,20
Why so insidious?,-1
"Checkmate!
stop picking your nose",55
"I’m the Bobby Fischer of men, fool.",68
"[2019] Nyah nyah - now YOU have to go to the board meeting in Wuhan, Bob. Oh, don't be such a sore loser.",40
If only you played as unpredictably. Guess that's one benign tumor for me!,17
"And my queen takes your king,  Judge Alito",66
"You lose dude, I'll take that killer hoodie, the stabby stick, and another 100 years, yahoo!",-1
Loneliness hits.,-1
"Not your day, dude. But don't you have a note due in Moscow?",65
"I forgot to tell you:  With me, when you win, you actually lose!",1
"Checkmate!  I'm a Bergman fan too, you know.",16
Knight to E4,33
Here's the antidote.,17
"you can't always get what you want, big guy",1
That's mate. See you later alligator.,3
Ha! I'll always be three moves ahead.,25
Ha! You have lost three games in a row what are you going to do about it.,4
"Psythed you out, didn’t I?",26
Zugzwang Dabria!,52
"what i want to know is
how do you like your blue-eyed boy
Mister Death
                               — e.e. cummings",7
You have to learn this game before you die,4
"Unfortunately for you, the game of chess is a matter of life or death to me!",2
I don't play that way.,4
"Read my lips, Grasshopper. I got the powah. I will attack and you don't want that.",43
"Check back in a few years, mate.",3
"After cheating on his taxes for years, Bru created a diversion to escape Death by saying ""KING ME"" while playing chess.",2
"As it turns out, Death is a man of many hobbies.",37
Just because I can’t cheat Death doesn’t mean I can’t beat you straight-up.,0
Tis nothing compared to my next killer move.,8
Go directly to Jail!  Do not pass Go!  Do not collect $200!,46
I'll check your mate... into the afterlife.,3
A few tentative moves and a blunder in the endgame-who knew you could be so human?,10
"Don't look so grim, it's just a game.",29
"Checkmate, smartypants! Haha! Whatcha gonna do now,
renege on our deal?",39
Take my king & see where it gets you,7
Checkmate!  Now give us back Betty White.”,15
Checkmate Again!  You ought to have Bobby Fischer give you some tips down there...,68
Yes way!  You forgot we're currently in the Seventh Seal franchise multiverse!,22
And now you have to respect the deal: paying for my cryogenisation,63
"Ah, HA!",57
Checkmate and saved my soul!,41
Swallowing that queen had led to the game but also the victory.,6
"Don't worry, in the new, modern version of chess, after the first checkmate you still have nine more lives.",2
You think you can cheat Death?,0
"You're right, I am ranked #1. And your chances of beating me are grim and none.",29
Remember Black Lives Matter,27
Josh enjoyed improvising the end of the 2022 remake of  The Seventh Seal.,22
Play another ?,4
Check mate! Maybe we should try backgammon next time...,3
Are you sure you want to make that move.,25
Who's your daddy?!,32
"CHECKMATE! Now, I don’t know if you lost on purpose, Mr. Death, but a deal is a deal. Instead of following you into the afterlife, for eternity, you have to give me a blowie….  …to completion",63
You can’t take down the Queen’s Gambit… or the Queen.,24
"No need to look so grim. This is chess, not checkers.",56
It's time to remake of that Bergman movie,16
I didn’t lift my hand!,12
How Netflix caused overpopulation,-1
"Great game, but the only things you can’t escape are death and taxes.",5
Roe v. Wade to D1: Checkmate.,58
I don’t care if you’re Russian. That doesn’t make you a grand master.,-1
Let's go best of three. Winner gets to keep the scythe !,30
Joke’s on you! I lost on purpose because I crave everlasting torment!,-1
"Check m...I have the check
and you can't eat ivory from elephants anymore",3
What do you mean it's a wrong move? I said checkmate. The game's over! Oh...,38
Let's see you find a way to stop me now!,-1
"Checkmate! What's more,I learned this move from 'The Seventh Seal'",22
Booster you say..,17
"Check Mate.""
""That's what you think.",3
"Im just here for a good time!""",18
That was so easy.  What game are you playing?,4
"Careful, you're playing with death",37
I have a rendezvous beyond my beloved horizon,-1
Don't even think about it; I play a mean fiddle too.,44
Ha! Wield your scythe all you want. I have even better for-scythe!,30
"Leonard ""CHECKMATE!"" 
Death ""Fine.  Do you want Lenny or Leonard on your tombstone?""",11
"Didn't see that one comong did you, Mr. Smarty Pants?",26
"If you see a good move, consider a better one",25
Let me check my calendar. I'm not sure  lived to make that move.,-1
"No, fuck YOU!",57
"Once you take your fingers off a piece, it's considered a move",-1
"I'm sorry, this is a game of LIFE.  Try the guy over there who just upped his challenge settings on Wordle.",-1
"You gotta work on endgames, buddy!",10
"Don't feel too bad, yesterday I also beat the head of the IRS.",5
You know you can't cheat death. I won fair and square.,0
"When you put it that way, I'd like to withdraw my move and request we play some Hide and Seek instead.",25
"How about a sudden death, playoff?",20
"Sorry, I forgot it was costume day...",14
You just have to be more patient and wait for your opponent to slip up. Want to play another?,4
Checkmate Mother F’er!,-1
Yahtzee! Did I say it right?,-1
Checkmate but we CAN still play another game”,-1
"Checkmate, sucker!  Now where’s my crypto?",-1
"This molar, back left.",64
"I always knew that the King's Gambit was risky, but this is way over the top.",24
This is so going on TikTok!,-1
"Best of 5, okay?",13
Ha! See? Some people can have a good year.,72
Haha! Chess Mate!!,2
..send more weapon!!!,30
That's what you think,-1
Worse than losing to a computer.,1
It's dead mate,3
"Haha, checkmate!"" ""You think that's the end, with me?",-1
"Checkmate asshole, what are you gonna do now!?!",39
That's not the sacrifice I had in mind.,77
Checkmate!  Nobody outsmarts Elon Musk!,15
How do you like this purgatory gambit Mr. Reaper!,45
Kasparov: not yet a friendly ghost.,-1
"Checkmate, my a**!",15
Ha!!  I see they didn't stream Queen's Gambit in the underworld!,24
Ha ha! Said my bishop gets your rook! Not that your finger needs a look!,78
Checkmate! And you thought I was shortsighted!,15
¡Phuc Me!???? You gotta be kiddin' Oldtimer!!!,52
That's ten in a row. Maybe you should do something else now.,46
That's just how my family is.,-1
"Sorry, check, you reap what you sow.",61
"And... CHECKMATE! Also, you're not being hired to lead the chess team.",2
"In order to choose the king, you must lose that what you love. soul for a soul.",7
"Okay that's game #665. The next one is the tie breaker""",20
The definition of fight to the death.,-1
"Careful young man....you realize that Russians, even Russian presidents, are superior chess players, right?",2
"I call this my Death-defying move..! Check mate, mate..!",3
"For the life of me, I can’t figure out how you win all the time.",1
"Don’t look so grim, I’ll probably lose the next one.",29
"Not on your life, baby!",-1
"You forgot to say check! We have to do it over, you forgot to say check!",3
Get this… some people are bored to death playing chess!,2
"I predict you will die before you release the piece, therefore you lose.",-1
"Now, about that soul...",50
Wow! You look great ?,-1
"You can still kill me, if you want. I was just proving a point.",-1
”Not quite yet my good man. Not quite yet.,-1
Don’t make me tell you again: I always use the black pieces.,27
"No, a dead position doesn't mean you've won!",1
"Death, you were so close to winning. But… checkmate! Life wins.",-1
It's not death but it is pretty close.  Check mate!,-1
"Jack said,” Checkmate, I win again!” Grim said,” If you say that one more time, this finger_________.”",12
That's what Bobby Fischer said.,68
Check mate! A deal is a deal Mr. Reaper. Time to shake that money maker.,63
aha that's the end now look at you,10
And you thought I couldn't play speed chess!,2
"Bad gamesmanship, Judge Kavanaugh, I trust that you won't sign that Mississippi opinion, or beer won't be all that'll be giving you a headache.",66
Queen to the Bronx or did I say Hell’s Kitchen?,32
... and I live to play another day!,4
"While you're picking your nose, I was setting up this mate!",55
No hard feelings ... please.,-1
"You can't game my system, Bucko.",4
And “No Body” loses!,-1
"Checkmate! Oh, wait, it's a new COVID variant? Ok, then Draw!",17
You're obviously not familiar with Queen's Gambit.,24
"I'll get you one day, Bobby Fischer.",68
"Between Death and Taxes, guess who wins?",5
Can I have your Netflix's password so I can watch the Queen's Gambit?,24
Cheat death? How about mate in nine! Cats ain't got nothing on me,0
I thought you Russians were good at chess.,2
"Sure, I'll be happy to let you pick my nose.",55
Let me get this straight... a deadly move is just a false alarm ?? No wonder I am always Employee of the Month.,8
I win. You lose!,1
Checkmate. HA! Now I don't have to give you my soul!,41
"You're going to remember this checkmate until the day you die.

Or,

This move is going to kill you.

Or, 
No ""do-overs!""  Checkmate!",11
I can't finish unless you look me in the eyes,10
Not bad but I'm still the master of sudden death.,20
Ha! Checkmate!! Now whatcha gonna do?!? Who’s your daddy?!?,-1
"Checkmate, now take me with you”",-1
Had he become a little too confident in the ability of his algorithm?,-1
Checkmate!  I keep my soul and you recover my lost bitcoin password.,41
You can’t move there,-1
Maybe the next game is to the death?,-1
"Checkmate, Sucker! I saw your movie! ... You're not on that Swedish beach now!",49
"Foolish mortal, you think I have never heard of the four move checkmate?",38
I told you you'd never beat a Britain at chess! My queen can't die!,2
It’ s only right for me to borrow it because you’re on borrowed time.,63
"Ok, you win, but have you played Connect Four??",13
Checkmate! Now you’re going to give me at least another 20 years. Right?,35
"'What the Dickens?' you ask? Yes, the Dickens I said 'CHECKMATE!""",9
"You know back in the day I used to play with real kings and people, it got out of hand in the 1300's...",7
"You may have beaten me this time, but you’re still going to die alone Carl.",0
"Look, how about two out of three?",23
"You didn’t see this coming, did you",26
You charlatan! You fool! You are death incarnate and yet you have never heard of the Immortal Game!? Have you never seen Blade Runner??,4
Checkmate loser. Now give me more orange hair.,-1
I always knew that you could never take the queen.,6
You want to try another lifetime?,-1
Now sow me the money,-1
"Maté before mate, mate?",3
"Checkmate!  You can't have me, you old reaper!",86
It's called checkmate not dead end.,-1
The best parts are usually the bones.,76
"Well Death, that's the second time I've beat you this year.",21
"Checkmate!""
""What a brave man!",9
"Well, I'll be... Mr. Albert, it appears you may have won this battle. Bravo! But... I think we both, um, kind of know who ends up winning the war, wouldn't you say?",1
Weep Reaper.Weep.,36
Damn it Mr. McConell! I guess that’s another year on the planet!,72
"Don't play chess with death they told me. You can't win they told me. Well, look who's immortal now!",2
"Eat my shit, fucker!",-1
I can this forever!,60
Checkmate; go back to the to the film!,15
"You are outta here, Fingers!",12
Sometimes life doesn’t imitate art!,4
Ugly hand expressions don't win even on earth when you can't play your chips!,2
I can’t help but notice my Bishop is making you squirm.,28
You didn't have a ghost of a chance!,69
"Eat your heart out, Ingmar Bergman!",16
Ha! I knew you'd jump on my sacrifice of a bishop,28
Mate.  I get to play again!,4
"Check and mate! You didn’t really think you were going to win this one, did you?",-1
"Gotcha,bitch!",57
Better. Keep practicing the handshake.,51
You're dead now!,54
Dietary changes and a fitness regime may help your game.,47
Let’s bring in HR about our different interpretation of the word checkmate.,9
Check mate! Can you top that?,3
"And they said you’re never supposed to talk about death, chess, or money",2
"I don't have to worry about cheating death, Death.",0
I’ll take that as a complement “,43
"Jeepers peepers, gambit reaper!",45
Bishop takes Sythe 2,28
I’m going to try and feel my uvula do you want to try,64
"If I just grab your king, I win, right?",7
Best of 3 - we play Monopoly next.,46
This one's for grandpa!,32
"Checkmate! Sudden death didn't work out for you this time, G.R.",11
"Look mate,you should have checked that costume at the door",14
Checkmate and sorry I can't stay. You can send me the money. I have a train to catch.,39
Eye for and eye MATE .,3
"Now, you know we talked about being a a sore loser.  Same Bat time, same Bat place next week!",40
"Ha!  I did it!  I beat you again!  Oh, come on.  Really?  
Stop that.   So this is where we are now?  The Big D demonstrates his exemplary sportsmanship!  You know, you really 
should have moisturized...",34
"Checkmate!!  So, now that I won--let me tell ya just what I want you to do for me..",39
That’s why you don’t blunder the queen,6
Wait! Just give me one more chance best of three hungry hungry hippos !,23
Give it up! There's no way you'll ever beat me.,34
The endgame is near.,10
"”Che, I mean let me check if that’s my move.",38
Mate. Wanna go best 16 out of 31?,13
"Well, I killed your king aeons ago - that's why you live in a democracy, George!",7
"If you take my chess piece this finger will put you in hell before you can say ""checkmate.""",12
"Appropriate, don't you think!  (In Bergman's Seventh Seal, Death quips this when he chooses black, in this highly metaphysical movie, but here the White Knight wins and extends his life, hence his rejoinder (caption) having beaten Death)",16
OK for now - let's make it best out 10 of 19,13
Roe V Wade versus the GOP,58
"No, no— reboots are killin' it. Trust me. We'll get one of the Chris-es to do it. Gold mine! Doesn't matter which. They'll love it.",-1
"Chet had won, and officially gained permission to sleep with Death's wife. Little did he know, Death had no wife, but they did own a wig and a prosthesis that has been described, by some, as an inverted porcupine.",0
"Come on Kim,you may have passed the baby bar but that's not a legal move!",-1
"That’s check, Grim. Your chance of winning looks…er…um…grim.",29
"On the board, yes.  But not in the game of life.",2
"Checkmate, you mother fucker!",15
No I didn't cheat! Everyone knows you can't cheat you.,0
"Check me, New Yorker yuppie, and that'll be your only rook-ie mistake",78
You dare challenge an Ingmar Bergman connoisseur?,16
Wait! Before you make the move — just promise me that you won’t use immortality to market your herbal supplements.,60
Sweetgreen after this?,47
"Now, you move your pawn and… am I helping you win?",48
Queen c4 to Night of eternal fiery hellscape.,6
"So if I  win, I live another day? I see why you call this game the Arabian Knights.",1
Yeah I think climate change is a hoax,-1
"Checkmate! This ""every win is another year of life"" deal is working out pretty well for me.",-1
"What if I move my bishop right here, huh? Does that make you mad? Does that make me a bad boy? Come on, Death! Spank me like it’s my time to go!",28
"And they said, Never go up against a Sicilian Defense when death is on the line.",73
"1) That's checkmate! AND I believe in reincarnation!

2)OK! So you're better than me at chess...BUT I'm sleeping with your former earthly wife, I'd say we're even!",-1
"You're future's looking grim, reaper. Deathmate!",36
Check Mate! .......Possibly....,3
"'You thought you had me at ""Death"" didn't you?",-1
Checkmate. Scythe doesn’t matter,30
"Relax, it’s a metaphorical death of the king.",7
See? It's just a matter of keeping the checks coming,-1
You cheated.,0
is it sad to takea checkmate drowned grim reaper?,-1
I'm playing a different game.,4
I've been played. You can just eat dirt,4
It's not the death of me yet! I win!,-1
"Sorry, that's not my King.",7
"Say, ‘it’s a man’s right to choose what a woman does with her body’ one more time.",-1
