,caption,topic,aggregated_theme
12394,"it will be ready briefly, susan.",17,Women names
27700,"well, that just about wraps it up for today.""

submitted by susan davidson, s.davidson@starpower.ne",17,Women names
51145,"what’s wrong susan, are you feeling under the weather today?",17,Women names
40210,"so i says to susan collins, suzy baby, on a fence, on a wall. what’s the difference?",17,Women names
40288,susan collins told me to lean slightly to the right.,17,Women names
50343,"susan, what_ think _ of _place?  12  offers!  cash only! make decision!",17,Women names
50354,you can’t ooga booga in those clothes susan !,17,Women names
26974,"well, susan, this would have been better if your pants hadn’t gone through first.",17,Women names
28197,"well susan, you’ve certainly spun a web of intrigue.  now please tell us why we are all here?",17,Women names
50404,"i'm leaving, susan.",17,Women names
30263,"excuse me....this is a private conversation

susan elwood
monterey califormoa",17,Women names
33080,"open the fridge, susan",17,Women names
51248,"the knicks are good, susan...you had to see this coming.",17,Women names
46581,a three-story cake isn't high enough to keep all those women from climbing up it.,18,Food
46614,"congrats on the good taste, in spouses and in  cake. she picked out the cake? ok nvm.",18,Food
46621,the cake’s nothing. wait till you get a load of her horrible cooking.,18,Food
46626,"if you promise not to eat the cake, i'll tell you where the bride went.",18,Food
46628,i know...i told the bride she should be on that other cake six feet away.,18,Food
46654,mother warned me. just like the cake i will have to climb new heights just to please her.,18,Food
46632,odd!  she has my hair and the cake has a face.,18,Food
46633,i'm a 'first meeting cake' . that girl you just talked to ordered it.,18,Food
46634,psst! hey bud. come close and listen to me. you can take the girl off the top of the cake. i heard her talking! your bride has left the building!,18,Food
46636,"dear, after i told the cake maker to add bride to cake, i remember passing out, and i think i've been baked!",18,Food
46646,"who is the blonde on the front row? why is she making cute faces at you? i thought you said you did not like cakes? i am soo tired standing upright all day, couldn't you arrange a chair or somthing? why is my mom not on the cake?...",18,Food
3779,well i must be going... tell alice the cake was delicious!,18,Food
46556,"she said she wanted a cake topper that truly represented the degree of intimacy she felt in your relationship.""",18,Food
46572,this tops it all—you were on her previous wedding cake.,18,Food
46589,if anyone cut the cake we will be aparted! where's my bride actually?,18,Food
46590,"‘ i’ve been waiting years for this day, and then suddenly i realise where is she? i’m standing alone, for the bitterness of the wedding cake haunts me’",18,Food
46594,"i’m here for the cake”, she was a no show",18,Food
46596,the good news is that i'm a cake and i'm probably delicious; the bad news is that your wife left you,18,Food
46599,when the “other women” at your wedding is the cake.,18,Food
46602,"pssst! hey! down here! yeah, the cake! so, what's the story with you and the bride? you guys thinking of opening things up or...?",18,Food
46603,"not “on the cake in front of a creepy giant”? “on the lake”?!

oh oh, i told the wedding planner cake was correct and...
“the sleeping giant”?

 yer gonna laugh, she’d not heard of it -nor i had then- so... when you turn around keep that in mind",18,Food
46605,"matrimony's affoot! you knew she was a tart when you proposed.  it was baked in. and thanks for hiring my cousin to do the flour arrangements.  as sure as the bun rises in the yeast, this will be a fine marriage.  i'm a talking aardvark in disguise.",18,Food
40874,"gee mom has gone all out to keep us from the last piece of birthday cake""",18,Food
7488,"yeah, but clinton said she didn't like cookie dough at a conference in 1987.",18,Food
4686,"she's having her cake and eating it, too.",18,Food
4480,let her be cake.,18,Food
4462,she can have her cake and eat it too.,18,Food
45980,i shouldn't be telling you this but i saw her last week on a different cake.,18,Food
45984,you’re seriously marrying a woman who chose carrot cake?,18,Food
45987,you should know i’m not her first cake.,18,Food
4437,let her eat cake.,18,Food
46000,before you smoosh me into her face you should know that i have two cup cakes at home to raise.,18,Food
46001,your fiancee asked for a cake that would speak to her.,18,Food
46002,"i asked her to bake me a wedding cake, not make me a wedding cake!",18,Food
6576,she bakes excellent cakes too.,18,Food
6644,she's always wanted to design her own wedding cake,18,Food
6527,i say she’s a tease. that’s a sweet cake from the baker.,18,Food
6481,she's the compleat package - with a wedding cake gratis.,18,Food
6482,she's dreaming about cake again.,18,Food
29129,she can't keep letting you eat cake,18,Food
6418,"actually, let her eat cake.",18,Food
46011,"you invited your ex to the wedding, drank her 'peace offering' and you’re shocked the cake is talking to you?",18,Food
46013,"always the cake, never the bride.",18,Food
4743,"this way, she can have her cake and eat it too!",18,Food
4754,"i thought she said, ""let them eat cake.""",18,Food
6729,that wedding cake has gone to her head.,18,Food
46018,so she backed out. more cake for you.,18,Food
46019,hide all the cake knives and i’ll hook you up with that hot bridesmaid.,18,Food
45989,my first wife was an ice cream cake.  what a mess.,18,Food
45991,"no,i haven’t seen her. but the fact you’re asking a cake may explain it.",18,Food
45997,"having met your wife, a talking cake's the least of your worries",18,Food
45999,"hey, i just heard this isn't the first cake she's been on top of.",18,Food
46006,"she said you ""take the cake,"" and left.",18,Food
46037,get out while you can. she chose carrot cake.,18,Food
46042,"i could make it happen.  so simple.  just a cake structural failure, over she goes, and then you're free.",18,Food
19485,"the steak was killer, the salad was to die for, but the cheesecake took her breath away.",18,Food
19487,"yes, i agree that mother’s birthday cake was to die for.",18,Food
19490,does this mean suzy's cake won't be ready by her birthday?,18,Food
25049,would you like a piece of my wife's upside-down cake?  it's to die for.,18,Food
25056,i guess you've already heard that my wife's angel food cake is to die for.,18,Food
29142,she's right - you need to let other people eat cake.,18,Food
6363,it's how she eats cake.,18,Food
6368,she wants to have her cake and eat it,18,Food
6524,"she said she wanted to eat her way out of a giant cake. i said that idea was way too wacky, but she just said, ""fuck you, i'm the queen. get me a coconut cake collar.""",18,Food
46044,has she told you yet that i’m also a gender-reveal cake?,18,Food
46022,having her on top is icing on the cake,18,Food
46079,it's either her or me - you can't have your cake and eat it too.,18,Food
46082,bad news: your fiancee took off with an old flame. good news: eating cake while sobbing in anguish is negative calories.,18,Food
46061,"all i'm saying is, if my wife ordered a gluten-free cake with vegan icing for our wedding, i'd not bother to freeze the top tier for the first anniversary.",18,Food
46066,she ran off with the baker.  it was the icing on the cake.,18,Food
6863,"amazing, isn't it? she fasts like that for a week, leaving the entire cake intact!",18,Food
6759,that's marie - she likes to eat cake.,18,Food
49086,great neighbors. the wife just dropped off her upside-down cake.,18,Food
42818,"let them eat cake"" said the queen when in reality all her people wanted was a gluten free toast with avocado, a frappuccino and a selfie",18,Food
6278,she once jumped out of a birthday cake.,18,Food
19461,they'll drop the charges if you bake the cake and stop asking which one is the bride.,18,Food
6267,let her eat cake,18,Food
19496,when i said i wanted to send her a bomb cake i didn't mean it like that...,18,Food
19504,"...and then she said, ""this cake tastes so good it should be illegal!""",18,Food
19506,you were supposed to add her after the cake was baked you moron!,18,Food
29202,your wife said let them eat cake,18,Food
19515,the girl in the cake said you never wash your hands.,18,Food
6156,looks as though she takes the cake...,18,Food
6118,she's having her cake and eating it too. but why pineapple upside down cake?,18,Food
4844,she hath been marked with the scarlet pineapple ring for she dared maketh the upside down cake.,18,Food
14067,"she said something about ""eating cake"" and hasn't been back since.",18,Food
6891,she was serious when she said 'it literally is going to be a cake-walk'....,18,Food
46069,this is the last cake she will ever let you eat.,18,Food
46070,"she eloped with the caterer. looks, like you are going to get to eat your cake and freeze it too.",18,Food
46074,"i'm not saying getting married is a bad idea, but she did choose carrot cake and lavender frosting",18,Food
46106,"i know my mom walked me down the aisle 
but she cannot  be on the cake!!",18,Food
46113,i'm a traditional wedding cake. she didn't pay for any of me but she gets to keep half.,18,Food
46115,she changed her mind but she said you can keep the cake.,18,Food
4337,you should have seen her wedding cake.,18,Food
4339,"she's having her cake and eating it, too.",18,Food
46100,"sorry, since amy coney barrett joined scotus, your partner was no longer permitted to be on the cake.",18,Food
4323,"having her cake and eating it too, i think.",18,Food
46101,love for a woman is temporary and fleeting; love for cake lasts forever.,18,Food
36523,time to eat that cake she recommended.,18,Food
19529,"if you wanted a wife with time to bake cakes with files, you should have taken the corporate job.",18,Food
19566,someone in the bakery complained there was a file in her cake.,18,Food
49211,"and here i thought we were dealing with a toppled wedding cake after a bride's ""great wight wail""...",18,Food
42915,"clearly, the piano ate the ""eat me"" cake that alice left on the keyboard.",18,Food
46133,"hey pal, sorry to hear she was a no show but no wifey- no cakey!",18,Food
46137,she's having her cake and eating it too,18,Food
46143,"i know she cheated on you, but do you really want to waste a three thousand dollar cake?",18,Food
46146,"apparently, she could only say 'yes' to the cake.",18,Food
46157,"hey, at least she left you with the cake to yourself.",18,Food
6929,"well, last year she wore a bundt pan around her neck. looked perfectly awful, but the cake itself was quite moist.",18,Food
46179,"the bride ran off with the baker, but you can keep the cake.",18,Food
46194,your bride's standing on the cake that was just airlifted onto the parking lot.,18,Food
46173,"i'd admit she was right.  but hey,  i'm just a cake.",18,Food
46206,tom suddenly realized cynthia got the last word in on the wedding cake design,18,Food
46209,your blushing bride loved me so much she ran off with the baker.,18,Food
46184,"the cake was easier to score , now i feel pressured to find a bride.",18,Food
29477,wait til you see her cut the cake.,18,Food
46185,the upside of a no-show bride is that you get to keep cake.,18,Food
46188,omg the bride on cake looks like my ex-girlfriend.,18,Food
46191,"well, if she isn't just the icing on the ...",18,Food
46225,so your first wife was reincarnated as your wedding cake?,18,Food
46227,"i didn’t know she was a witch! and i didn’t mean to insult her, i just said she had a funny hat! so yes james, i’m a cake. now can we continue the wedding?",18,Food
4252,"well, well! she's found a way to have her cake and eat it too!",18,Food
46203,she left; pretend i'm an american pie.,18,Food
4909,she never should have jumped out of that cake.,18,Food
19573,"i know you need the wedding cake by tomorrow, madam, but i can't ask them to lock me in the oven.",18,Food
6059,i heard she got stuck jumping out of a cake.,18,Food
19607,"if anything, this should teach you that you can't have your cake and eat it too."" ""it's over now, laura; no need to speak in code. i'll stop getting baked on my own supply.",18,Food
41542,"that’s it, i’m not falling for these cake pranks anymore judy !",18,Food
46325,what better way to begin your new life together than to introduce your bride to a talking cake?,18,Food
46230,"she did not mean literally when she said, ""you take the cake""",18,Food
46239,"hey bud, you’re just a prop. the cake belongs to your wife.",18,Food
46220,"so i say, ""make me a cake,"" and whamo the dang witch turned me into a heterosexual wedding cake, and i am gay!",18,Food
46248,"she said to say, you take the cake - she's taking a hike.'",18,Food
46256,i didn’t think she’d get offended when i told her we should each get our own cake,18,Food
4217,looks like she figured out how to have her cake and eat it too.,18,Food
46262,"where is the bride, did she dessert you? stay frosty buddy, she'll tira- miss you soon enough",18,Food
46266,pssssst...she's been sleeping with the baker.,18,Food
46268,"no, i'm not a huge cake, but just tell her that size doesn't matter.",18,Food
5772,. . . and that's just for a walk to town. you should have seen her wedding cake.,18,Food
6026,she really likes her angel food cakes.,18,Food
6011,i was saving that cake for mom's birthday.,18,Food
5995,you would have thought all that cake would go to her head.,18,Food
5950,there she goes. mary queen of cake.,18,Food
4205,she hath her cake and weareth it too.,18,Food
46278,"covid playback wedding cake
""i'll record your vows, then send in the bride and i'll record hers. return to isolation booths for next set of instructions.""",18,Food
46281,"after landing her sugar daddy, this wedding's just icing on the cake.",18,Food
46282,"she left with her cousin saying something about “ once you had pumpkin pie , who needs layer cake?”",18,Food
15983,"yes, she had a smal taoo on her cone!",18,Food
7063,i wonder why she stuck that cake over head?,18,Food
39073,"heading to the stairs, sharon finally didn’t regret that extra piece of office birthday cake.",18,Food
7112,that angel food cake always puts her to sleep.,18,Food
46289,so it turns out that you're not getting the bride - or the cake you rode in on.,18,Food
46297,spoiler alert: she loves cake more!,18,Food
26285,"as she was approached by yet another “hot” cake dealer, she wondered, “what has happened to the neighborhood?”",18,Food
26290,"during her diet, gladys felt temptation around every corner. cake, why does it always have to be cake???",18,Food
35969,"you're fortunate that the queen said, ""let them eat cake.""",18,Food
5895,let her eat cake.,18,Food
5897,"if i knew she was coming, i'd have baked a cake",18,Food
5867,"well sure, everyone knows it's a wedding cake, but do you want to be the one who tells her?",18,Food
46298,"i am sorry. i cannot become your bride, but you can say 'alexa, get me a wedding cake.'",18,Food
46306,she looks nicer on the cake,18,Food
46307,"brady! alexa here - in the wedding cake!
your fiancée, brandi, has run out on marrying you today or, as she bellowed, ""any day between now and doomsday!"" 
shall i play her full rant now or shall i archive it for later?",18,Food
46339,bet you thought she was the icing on the cake!,18,Food
46318,"she left after her mother said, “a moment on the lips, forever on the hips” applies to more than just cake.",18,Food
46345,"remember, after you shove the cake in her face and fall to the floor, ask yourself: was it done in a loving way?",18,Food
46347,"everyone's been talking about me! for some reason, they keep calling me, 'the bride's cake,' though.",18,Food
46352,your bride wants to have her cake and kibitz with it too.,18,Food
46354,why is there a girl on my cake,18,Food
7126,i understand she is applying to be the queen's next taffeta cake model.,18,Food
5696,she's modeling the wedding cake.,18,Food
5648,she's laboured long to alert the local gentry of her ability to lend both style and balance to both keeping her cake and eating it too!,18,Food
5594,let her eat cake!,18,Food
26450,allison? welcome to back alley cakes! i can box it quickly to hide the shame.,18,Food
26422,"lady, when you borrow a cup of flour from the cake boss you need to honor your debt.",18,Food
26395,"parents, teachers, ex-wives all yelling at me ""artie, you take the cake!"" finally i did.",18,Food
35889,she's inside... with the rice cake.,18,Food
5589,"is she going to eat the entire cheese cake,",18,Food
43975,"she looks like amy, but there's a cherry. hmm...it's just a cake. shoot!!""",18,Food
5525,to test her willpower they made it out of spongecake!,18,Food
5497,i was told that she adores sponge cake.,18,Food
5507,"unfortunately the crowd heard her say, ""eat cake"" when actually she said, ""wear cake"".",18,Food
5474,she bet she could wear her cake and eat it too.,18,Food
5462,"in victorian london, it was a common wedding tradition for the bride to eat her way out of the cake.",18,Food
26499,"psst. when that broad said, ""let them eat cake,"" this is the cake she was talkin' about.",18,Food
26470,"""ok, lady.  here's the cake you ordered""
""shh!  not so loud.  here comes my weight watchers leader.  meet me around back"".",18,Food
46514,cake: topper? i barely know her!,18,Food
46372,"your wife went with the trending covid cake. simple, bland, unsatisfying",18,Food
46379,wedding cake without the bride still tastes great.,18,Food
46381,"she didn’t show up, but at least it’s carrot cake.",18,Food
46400,she wants cake smashed into her face.,18,Food
46406,the bride on this cake top couple looks suspiciously like my sister.,18,Food
46412,"it's me, the cake talking, how dare you, she's only 18.",18,Food
46452,"you specifically said, ""i want a fantastic cake for my bride, so....""",18,Food
46422,step away from the cake—she’s taken.,18,Food
46423,you groomed her so this next marriage is a piece of cake.,18,Food
46433,so you would have preferred a bride instead of a talking cake?,18,Food
5215,she certainly takes the cake.,18,Food
5184,she's the local cake decorator.,18,Food
5185,"the queen said, ""let them eat cake,"" and my wife took her seriously.",18,Food
5159,"well, she did tell them to eat cake.",18,Food
5456,i think it's to keep her from eating cake.,18,Food
44440,"amy, i told you not to go with that second slice of cake!",18,Food
5339,she has her cake and eats it too.,18,Food
5318,i think a cake just ate her head.,18,Food
7163,"that woman. she does so liver her sponge cake, doesn't she?",18,Food
46539,"um, sorry to tell you but your bride ordered an ice cream wedding cake for the occasion.",18,Food
46548,"the bride on top keeps asking “what’s eating you.”
she’s really starting to frost me.",18,Food
3993,her cake was actually mediocre.,18,Food
46520,"i thought you said, ‘do you cake this wife’.",18,Food
46484,"she wanted me to tell you, ""you can't have your cake and eat it too!""",18,Food
46466,"since you can't have her cake, you might as well have me...",18,Food
46467,"psst, heads up. i overheard the bridesmaids laughing about how your bride plans on getting you good in the cake-feeding ceremony!""",18,Food
46471,"oh yes i'll smile, can't a cake be happy for it's life that the bride just saved",18,Food
30235,i can explain.  ir's my wife's birthday and her birthday cake wish wish was to share a meal with our biggest friends.,18,Food
4945,she has her cake and is eating it too!,18,Food
4926,"she's having her cake, and eating it, too.",18,Food
4929,let her eat cake.,18,Food
28269,shirley.  the bakers also spend the winter in palm beach.,18,Food
26681,"""psst, cake lady?  show 'em you love 'em.""",18,Food
26665,have some alexandria ocasio-cortez cake. it’s free for everybody. the poster you just passed shows her plan for paying for it.,18,Food
5292,"i think she should have gone with ""let them eat cake .""",18,Food
5272,she really takes the cake!,18,Food
5258,it's from her wedding cake inspired collection.,18,Food
5259,let her eat cake!,18,Food
46498,"your wife said, you can have your cake and eat it too.",18,Food
46500,you're late for your own wedding. the bride's about to cut the cake without you. not good!,18,Food
46511,you can have this cake and beat her too.,18,Food
46512,the bride cake topper looks nothing like me.,18,Food
8056,i forget. is she our carrot or our stick?,18,Food
5078,"the first one who says, 'let her eat cake' gets beheaded!",18,Food
5066,she wanted to have her cake and eat it too.,18,Food
5046,"she's having her cake and eating it, too.",18,Food
35233,"suddenly, the 24 carrot wedding band she dreamed of appeared.",18,Food
4982,look baxter! she made away with an entire layer of cake from the royal wedding!,18,Food
4962,i believe she is the cake makers daughter!,18,Food
46515,"you can bake me a cake for my birthday if you want,"" i told her on our first date last friday",18,Food
46487,is the civilized wedding supposed the bride as the cake.,18,Food
46488,"and so the 13th fairy, not being invited, transformed herself into the wedding cake.",18,Food
46526,you know she can’t have her cake and eat it too,18,Food
46528,she said ´i sing on the cake´. not icing.,18,Food
46531,"steve, this cake was made to suit everyone's tastes. just like your wife",18,Food
46537,"you can have your cake, but you'll need a bride to eat it too.",18,Food
18632,the bakers want to know what qualities you'd appreciate in a wife.,18,Food
41216,"”jeez, sharon. how was i supposed to know it was the kid’s birthday cake?",18,Food
46667,"she said,""well, that takes the cake!"". i know who's the cake boss.",18,Food
26975,"and finally, aunt erma's fruit cake recipe.",18,Food
5019,nasty woman. i hear she was condemned for jumping out of a cake.,18,Food
5003,they won't let her eat cake.,18,Food
5138,that way she can have her cake and eat it too.,18,Food
7213,"i guess the ""vanilla layer"" part of her cake message was implied.",18,Food
18682,betty baker bought a bit of batter but the bit of batter betty baker bought burned a bitter bread but betty baker baked a better batter and baked a bedder gingerbread instead,18,Food
40493,"when mom said, ""you're not touching that cake"" i guess she really meant it.",18,Food
40695,so... she's serious about her cake cooling down,18,Food
40718,"eh, your aunt's fruit cake wasn't that good anyway.",18,Food
46650,why did they put the gardener with my wife on the wedding cake?,18,Food
46577,it’s such an honor to be your flour girl.,18,Food
46553,"i'm your wedding cake and ""personal digital assistant.""
  would you like to know what she's been saying behind your back?",18,Food
46554,"well, you couldn’t make it work with your woman, but for me it’s a piece of cake!",18,Food
50304,i got tickets to the flat stone’s concert,19,Nature
14397,"i'm thinking stone makes a stronger statement than yarn, but then again, who am i to question.",19,Nature
937,"hey, did you forget to pay the stone masons today?",19,Nature
944,"so, you think i'm going to turn into a stone head soon?",19,Nature
3728,did you know that bob ross now has a stone chiseling kit?,19,Nature
3729,"c.2006, “the artisan stone wheel market only goes up…trust me.""",19,Nature
3736,that's one way to get the stone to the top of the mountain.,19,Nature
50344,"why buy another chair, when we have that stone?",19,Nature
3693,i wanted a ring with a big stone!,19,Nature
3699,"there comes at time, tina, where ""store bought, stone ground"" just isn't good enough.",19,Nature
3738,stone money is the new gold?,19,Nature
3730,my herbert is building a new stone wall for out front...alphabetically.,19,Nature
32779,now  i am guessing that the edible i  dropped  in  your  bowl just kicked in because we are standing  in front of a willow  tree yet you look   like  you  could  squeeze a diamond out right now.,19,Nature
11646,"yes, you can upgrade to an orrefors bucket filled with hand-selected amazon river stone.",19,Nature
34667,was it a calcium or uric acid stone?,19,Nature
28254,"undertones of anise and overripe stone fruit with incipient notes of well-worn boot leather?  guess i'll have to sample that o-positive after all - assuming it's organic, of course...""",19,Nature
35145,is this the third stone from the sun?,19,Nature
21533,we couldn't find a stone...,19,Nature
21522,nothing is in stone.,19,Nature
21493,where's stone?,19,Nature
21494,"jeez, merlin! you couldn't've just put it in a stone?",19,Nature
21496,"no, then it would be just stone.",19,Nature
53014,"two birds, one stone! you get the ""flashy new ride"" you asked for, and passive income is all the rage these days...",19,Nature
11715,feet of clay? set in stone? wait! i've got it. you're going overboard.,19,Nature
21440,do you think it's set in stone or there'll be another version?,19,Nature
34637,turns out it wasn’t a kidney stone after all.,19,Nature
50414,i know that stone didn,19,Nature
44571,"dr. living-no-stone-unturned, i presume?",19,Nature
21561,so i pulled it out of the stone and the next thing i know it's here.,19,Nature
21543,the stone didn’t work with our optics.,19,Nature
14556,it's stone cold on that mountain. my bad...,19,Nature
44522,well it’s a mid century brown stone but it’s recently had some work done.,19,Nature
34316,"wave, darling. it’s the jones’s new tower.”
“guess they haven’t read the latest stone table on rising tides, huh?”",19,Nature
34322,we were inspired by the brown stone!,19,Nature
34328,come on up and visit our stone-brown!,19,Nature
21397,looks like it's not all quite set in stone after all.,19,Nature
21388,the next test is in stone.,19,Nature
21370,the stone didn't fit.,19,Nature
34331,c’mon up! we’re just a stone’s throw.,19,Nature
34335,"we'd love to join you, but stone is obsessed with investing in a tower with some ""lean"" to it.",19,Nature
34342,we saw that this airbnb has a 5-stone review,19,Nature
34377,".brunhilda, i'll throw down the hammerhead stone. let yourself in.",19,Nature
34392,i want one stone.,19,Nature
19750,now all we need is a stone.,19,Nature
3255,the stone - not the snake!,19,Nature
43880,are you sure there isn’t an easier way to remove the stone robin,19,Nature
50449,a stone? you wanna stone with your coffee?,19,Nature
5880,"yeah, but it would be like kissing the blarney stone.",19,Nature
19637,because the kushners can no longer afford stone gargoyles.,19,Nature
34235,check this place out - all exposed stone!”,19,Nature
21361,we couldn't find a stone. and now we can't get it out.,19,Nature
34238,look how happy they are! i told you that stone and mortar was a great investment!,19,Nature
34245,see. just a stone’s throw away.,19,Nature
34259,"they bought it with their winnings from flat, round, stone of fortune.",19,Nature
34267,"look grom, they're calling it a brown stone building.",19,Nature
34280,i think it's great. they call it a brown stone.,19,Nature
11873,"you want to do what now, with one stone?",19,Nature
34310,someday they'll call it brutalist architecture i suppose - we call it our little condo made of stone-a.,19,Nature
34312,wow! a five stone walk up.,19,Nature
22274,"maybe you didn't notice the restinpeace sign overhead --
it's etched in stone!",19,Nature
36526,please pave the way to stone street!,19,Nature
50484,pull up a stone and let's discuss rewriting your future,19,Nature
14598,i'm not stone cold yet!,19,Nature
13798,removing the string from the stone must have been exhausting.,19,Nature
25464,"if you must know, it's from an old blarney stone accident.",19,Nature
2295,get that stoney hand away from my mom!,19,Nature
2299,i forgot my sling and stone.,19,Nature
29200,this kidney stone's a real whopper.,19,Nature
29173,looks like you beat that kidney stone with a royal flush.,19,Nature
21311,consider yourself lucky. it used to be a stone.,19,Nature
21312,at least it’s not set in stone,19,Nature
21290,nothing here is set in stone...,19,Nature
21293,"sure, it’s not a stone but this is a junior position.",19,Nature
9731,a stone is not the only thing you can't get blood from.,19,Nature
6290,i hear she's down to 10 stones.,19,Nature
22367,your stone doesn't do you justice.,19,Nature
9546,see? i was right. the latest wikileaks bombshell didn't leave no stone unturned.,19,Nature
9481,well at least the stone seats we just bought didn't burn...,19,Nature
49013,no you can't see the end of stone ge from there honey.,19,Nature
3111,killing two dates with one stone; a subway ride and dinner for two.,19,Nature
22484,time to cast the first stone.,19,Nature
14617,one more thing: take this stone-proof jacket just in case.,19,Nature
22555,"that looks more like stone, than maple, hickory, or ash",19,Nature
42496,i just need to finish this last stone. then i’ll come rescue you.  🤓,19,Nature
22527,"if i miss, the stone will kill you.",19,Nature
22532,"ok, ready — let’s play stone",19,Nature
14495,stone cold?,19,Nature
27365,are you sure you wouldn't prefer the 'deluxe' hot stone treatment package?,19,Nature
50168,"we need to talk, grab a stone.",19,Nature
49002,is this six feet or do i need another stone?,19,Nature
49007,"which oe is the key stone?


sandra stedinger, md     jgauthier4@san.rr.com",19,Nature
49000,"i agree,patenting dry stone masonry would be a winner.",19,Nature
42312,my friend warned me me that you took forever to find the appropriate stone,19,Nature
42314,usually folks just bare with the stone on the way up!,19,Nature
42349,"when you finish that, could you move my stone up the hill? essential workers are heroes.",19,Nature
42353,which one of us is sisyphuser? you and your stone or me with my housework?,19,Nature
42356,"oi, that's a nice size stone you've got there.",19,Nature
42325,"sisyphus, if you let that stone roll back and crush my bar, you're toast!",19,Nature
50189,"we're about to roll the stone over, ma'am.",19,Nature
16037,another notch cast in stone.,19,Nature
30118,do you think this ‘stone shot’ marriage will last?,19,Nature
42236,under every stone lurks a politician,19,Nature
42254,where's your stone? you're standing on it.,19,Nature
42255,i'll be damned ... you really do have to roll that damned stone for eternity!,19,Nature
42260,"no, i wanted a much smaller stone.",19,Nature
42276,will you be taking back last year’s stone?,19,Nature
42245,you a big stone cold baller ..,19,Nature
42324,really leaving no stone intoned,19,Nature
42301,"just remember, i'm only a stone's throw away if you want me.",19,Nature
42304,"what's the stone for? i told you we could get stoned, not run over by one!",19,Nature
42306,"do you have an appointment? 

do you have a reservation?

did you pass that stone? 

was it painful to pass that stone? 

paper or plastic?

would you like to check that?",19,Nature
48966,i said you'd be better off losing a stone or two.,19,Nature
48971,"pythagoras, by jove, you've got it ! now give me back my stone wall.",19,Nature
48973,i’ve become much more productive working from stone,19,Nature
48990,but we're only a stone's throw away from each other.,19,Nature
38111,"sisyphus, are you sure you've selected a proper stone?",19,Nature
50485,it seems you haven't paid your stone payments.,19,Nature
48933,stone what?,19,Nature
42117,"the previous owner said she came to miss her old place. something about camaraderie, a stream, and i think ... rocks ... or was it stones?",19,Nature
42140,how about coming to my place? it's just a stone's throw away.,19,Nature
42145,romancing the stone?,19,Nature
50206,would you like a blueberry stone with that?,19,Nature
42173,sorry...getting stoned isn’t what i had in mind. i’m more of a wine gal.,19,Nature
42195,when you said the bar was just a stone's throw up the hill you  kidding.,19,Nature
42218,you need to put a large stone or something under it. that thing has rolled past me three times just since i came here.,19,Nature
6665,i got a good deal on one made of stone.,19,Nature
42229,"tinderfellas, pff, always a stone heavier when you meet them in the flesh",19,Nature
24631,"no really, the permit is posted behind the stone in the secret passageway.",19,Nature
38248,a new stone for sysiphus?,19,Nature
24641,hot dog made of stone-a.,19,Nature
48948,stone master.,19,Nature
48920,"hedge funds have been shorting this stuff because of the bronze craze, but soon stone prices are going #tothemoon.",19,Nature
50480,did you say scone or stone?,19,Nature
24617,ms. stone has been doing this for years.,19,Nature
48935,"no, i said i wanted you a stone’s throw away!",19,Nature
19021,"be patient, proportions are incorrect as this is a very early charcoal sketch. final stone drawing will be better.",19,Nature
48926,i said hand me the next stone  !,19,Nature
48927,"honey, 
i’m only a stone’s throw away ,,,,,.",19,Nature
48931,"promise to behave , one stone & you are no more",19,Nature
48901,come down for dinner when you're stone cold sober.,19,Nature
48916,"i said we need to reach a milestone, not a pile of stone...",19,Nature
38418,i'm pretty sure they said sisyphos's was made of stone...,19,Nature
48891,"once the stone plane is finished we're out of here""",19,Nature
48894,"but onk, i've been saving the third stone on the right for the family room floor!",19,Nature
1389,come on and give one stone a chance.,19,Nature
48897,"can you bring me a stone, please",19,Nature
48869,just a stone away,19,Nature
48870,"the view from here is totally different, even though i'm just a stone's throw away!",19,Nature
48878,would you hand me that last little stone?,19,Nature
48879,"whatever people say about the leaks and wind, the views from 432 stone avenue are really something!",19,Nature
48884,"but honey, u said one stone at a time",19,Nature
48873,how go we get these to a place called stone henge?,19,Nature
27437,it’s a cbd stone. you should start feeling relaxed any minute now.,19,Nature
48864,it can’t compete with stone henge!,19,Nature
48837,you think it looks like a stone hedge?,19,Nature
48843,just a stone‘s throw away,19,Nature
48852,"sticks and stones may break my bones, but boulders on top of each other will save me from my wife",19,Nature
48822,i am only a stone's throw away.,19,Nature
48824,i can have one stone removed and you are off your pedestal,19,Nature
48831,i have invented a new game. see if you can pull out one stone without killing me.,19,Nature
48833,you are right as always.  i can’t see around the world from my stone staircase to nowhere,19,Nature
48817,"hand me that stone,will you?",19,Nature
48790,there is a certain significance about your mile of stone,19,Nature
48802,"i've unvented the ""brown stone walk-up"".",19,Nature
18967,you can fahgettaboud any peanuts until this thing is carved in stone.,19,Nature
18973,the stone wall adds ten pounds.,19,Nature
48774,"wow, you really do live just a stone’s throw away.",19,Nature
48777,"stonehenge, dear.  not stone hedge.",19,Nature
48780,this dating app is called the stone hinge,19,Nature
48793,when i married you i thought i was getting a stone house.,19,Nature
48759,now where are you going to place the next stone?,19,Nature
48782,stone-ledge?,19,Nature
2890,"i'm sorry your highness, but the subjects have started to express doubt that you pulled it from a stone.",19,Nature
48788,stone stacking is wrecking havoc with our national parks.,19,Nature
39074,"girl, that ain’t brimstone you’re smelling...”",19,Nature
48772,heaven's only a stone's throw away from here.,19,Nature
48761,"could you run get me another stone, please?",19,Nature
