Occupation,Job Zone,Code,Synonyms
strip tank tender,,,"['strip tank tender', 'strip tank tenders']"
strip teaser,,,"['strip teaser', 'strip teasers']"
strip winder,,,"['strip winder', 'strip winders']"
stripe marker,,,"['stripe marker', 'stripe markers']"
stripe matcher,,,"['stripe matcher', 'stripe matchers']"
striper hand,,,"['striper hand', 'striper hands']"
striper machine,,,"['striper machine', 'striper machines']"
striper,,,"['striper', 'stripers']"
striping machine operator,,,"['striping machine operator', 'striping machine operators']"
stripper,,,"['stripper', 'strippers']"
stripper hand,,,"['stripper hand', 'stripper hands']"
stripper machine,,,"['stripper machine', 'stripper machines']"
stripper photolithographic,,,"['stripper photolithographic', 'stripper photolithographics']"
stripper shovel operator,,,"['stripper shovel operator', 'stripper shovel operators']"
stripping machine operator,,,"['stripping machine operator', 'stripping machine operators']"
stripping shovel oiler,,,"['stripping shovel oiler', 'stripping shovel oilers']"
stroboscope operator,,,"['stroboscope operator', 'stroboscope operators']"
stroke belt sander operator,,,"['stroke belt sander operator', 'stroke belt sander operators']"
structural architect,,,"['structural architect', 'structural architects']"
structural drafter,,,"['structural drafter', 'structural drafters']"
structural engineering technician,,,"['structural engineering technician', 'structural engineering technicians']"
structural iron erector,,,"['structural iron erector', 'structural iron erectors']"
structural layout worker,,,"['structural layout worker', 'structural layout workers']"
structural metal worker,,,"['structural metal worker', 'structural metal workers']"
structural rigger,,,"['structural rigger', 'structural riggers']"
structural steel erector,,,"['structural steel erector', 'structural steel erectors']"
structural steel fitter,,,"['structural steel fitter', 'structural steel fitters']"
structural steel painter,,,"['structural steel painter', 'structural steel painters']"
structural steel worker,,,"['structural steel worker', 'structural steel workers']"
structural worker,,,"['structural worker', 'structural workers']"
stubber,,,"['stubber', 'stubbers']"
stucco worker,,,"['stucco worker', 'stucco workers']"
student activities director,,,"['student activities director', 'student activities directors']"
student admission,,,['student admissions']
student admissions clerk,,,"['student admissions clerk', 'student admissions clerks']"
student advisor,,,"['student advisor', 'student advisors']"
student financial aid counselor,,,"['student financial aid counselor', 'student financial aid counselors']"
student loan counselor,,,"['student loan counselor', 'student loan counselors']"
student nurse,,,"['student nurse', 'student nurses']"
student officer,,,"['student officer', 'student officers']"
student operator,,,"['student operator', 'student operators']"
student recruiter,,,"['student recruiter', 'student recruiters']"
student services counselor,,,"['student services counselor', 'student services counselors']"
studio control operator,,,"['studio control operator', 'studio control operators']"
stuffer,,,"['stuffer', 'stuffers']"
stuffing machine operator,,,"['stuffing machine operator', 'stuffing machine operators']"
stull hewer,,,"['stull hewer', 'stull hewers']"
stull installer,,,"['stull installer', 'stull installers']"
stummel selector,,,"['stummel selector', 'stummel selectors']"
stump blower,,,"['stump blower', 'stump blowers']"
stump shooter,,,"['stump shooter', 'stump shooters']"
stumper,,,"['stumper', 'stumpers']"
style advisor,,,"['style advisor', 'style advisors']"
subassembler,,,"['subassembler', 'subassemblers']"
sublimer,,,"['sublimer', 'sublimers']"
submarine diver,,,"['submarine diver', 'submarine divers']"
submaster,,,"['submaster', 'submasters']"
subpoena server,,,"['subpoena server', 'subpoena servers']"
subprior,,,"['subprior', 'subpriors']"
subscription agent,,,"['subscription agent', 'subscription agents']"
subscription clerk,,,"['subscription clerk', 'subscription clerks']"
subscription crew leader,,,"['subscription crew leader', 'subscription crew leaders']"
substation operator,,,"['substation operator', 'substation operators']"
substation operator chief,,,"['substation operator chief', 'substation operator chiefs']"
substation superintendent,,,"['substation superintendent', 'substation superintendents']"
subway conductor,,,"['subway conductor', 'subway conductors']"
subway guard,,,"['subway guard', 'subway guards']"
subway train driver,,,"['subway train driver', 'subway train drivers']"
subway train operator,,,"['subway train operator', 'subway train operators']"
sucker machine operator,,,"['sucker machine operator', 'sucker machine operators']"
suction plate carrier cleaner,,,"['suction plate carrier cleaner', 'suction plate carrier cleaners']"
suction worker,,,"['suction worker', 'suction workers']"
suede brusher,,,"['suede brusher', 'suede brushers']"
suede cleaner,,,"['suede cleaner', 'suede cleaners']"
sueding machine operator,,,"['sueding machine operator', 'sueding machine operators']"
sugar boiler,,,"['sugar boiler', 'sugar boilers']"
sugar cane planter,,,"['sugar cane planter', 'sugar cane planters']"
sugar cane planter exc machine operator,,,"['sugar cane planter exc machine operator', 'sugar cane planter exc machine operators']"
sugar cane planter machine operator,,,"['sugar cane planter machine operator', 'sugar cane planter machine operators']"
sugar cane planting equipment operator,,,"['sugar cane planting equipment operator', 'sugar cane planting equipment operators']"
sugar chipper machine operator,,,"['sugar chipper machine operator', 'sugar chipper machine operators']"
sugar controller,,,"['sugar controller', 'sugar controllers']"
sugar drier,,,"['sugar drier', 'sugar driers']"
sugar grinder,,,"['sugar grinder', 'sugar grinders']"
sugar mixer,,,"['sugar mixer', 'sugar mixers']"
sugar presser,,,"['sugar presser', 'sugar pressers']"
sugar refiner,,,"['sugar refiner', 'sugar refiners']"
sugar reprocess operator head,,,"['sugar reprocess operator head', 'sugar reprocess operator heads']"
sugar sampler,,,"['sugar sampler', 'sugar samplers']"
suggestion clerk,,,"['suggestion clerk', 'suggestion clerks']"
suit maker,,,"['suit maker', 'suit makers']"
sulfate drier machine operator,,,"['sulfate drier machine operator', 'sulfate drier machine operators']"
sulky driver,,,"['sulky driver', 'sulky drivers']"
sulphate tester,,,"['sulphate tester', 'sulphate testers']"
sumac tanner,,,"['sumac tanner', 'sumac tanners']"
summons server,,,"['summons server', 'summons servers']"
sunday school missionary,,,"['sunday school missionary', 'sunday school missionaries']"
sunday school teacher,,,"['sunday school teacher', 'sunday school teachers']"
sunday school teacher aide,,,"['sunday school teacher aide', 'sunday school teacher aides']"
supercalender operator,,,"['supercalender operator', 'supercalender operators']"
supercargo,,,"['supercargo', 'supercargoes']"
superintendent building maintenance,,,"['superintendent building maintenance', 'superintendent building maintenances']"
superintendent building rental,,,"['superintendent building rental', 'superintendent building rentals']"
superintendent cold storage,,,"['superintendent cold storage', 'superintendent cold storages']"
superintendent construction,,,"['superintendent construction', 'superintendent constructions']"
superintendent custodian janitor etc,,,"['superintendent custodian janitor etc', 'superintendent custodian janitor etcs']"
superintendent distribution,,,"['superintendent distribution', 'superintendent distributions']"
superintendent drilling,,,"['superintendent drilling', 'superintendent drillings']"
superintendent production,,,"['superintendent production', 'superintendent productions']"
superintendent fish hatchery,,,"['superintendent fish hatchery', 'superintendent fish hatcheries']"
superintendent golf course,,,"['superintendent golf course', 'superintendent golf courses']"
superintendent grain elevator,,,"['superintendent grain elevator', 'superintendent grain elevators']"
superintendent greens or ground,,,['superintendent greens or grounds']
superintendent ground maintenance,,,"['superintendent ground maintenance', 'superintendent ground maintenances']"
superintendent ground operation,,,['superintendent ground operations']
superintendent laundry,,,"['superintendent laundry', 'superintendent laundries']"
superintendent line construction,,,"['superintendent line construction', 'superintendent line constructions']"
superintendent local,,,"['superintendent local', 'superintendent locals']"
superintendent mail,,,"['superintendent mail', 'superintendent mails']"
superintendent maintenance exc managerial,,,"['superintendent maintenance exc managerial', 'superintendent maintenance exc managerials']"
superintendent maintenance managerial,,,"['superintendent maintenance managerial', 'superintendent maintenance managerials']"
superintendent maintenance of equipment,,,"['superintendent maintenance of equipment', 'superintendent maintenance of equipments']"
superintendent marine oil terminal,,,"['superintendent marine oil terminal', 'superintendent marine oil terminals']"
superintendent menagerie,,,"['superintendent menagerie', 'superintendent menageries']"
superintendent meter,,,['superintendent meters']
superintendent nurse,,,['superintendent nurses']
superintendent oil well service,,,['superintendent oil well services']
superintendent postal,,,"['superintendent postal', 'superintendent postals']"
superintendent renting managing,,,"['superintendent renting managing', 'superintendent renting managings']"
superintendent rig,,,"['superintendent rig', 'superintendent rigs']"
superintendent road,,,['superintendent roads']
superintendent sale,,,['superintendent sales']
superintendent school,,,['superintendent schools']
superintendent service,,,"['superintendent service', 'superintendent services']"
superintendent special education,,,"['superintendent special education', 'superintendent special educations']"
superintendent stevedoring,,,"['superintendent stevedoring', 'superintendent stevedorings']"
superintendent test,,,['superintendent tests']
superintendent track,,,"['superintendent track', 'superintendent tracks']"
superior,,,"['superior', 'superiors']"
supervising architect,,,"['supervising architect', 'supervising architects']"
supervising child,,,['supervising children']
supervising children on playground,,,"['supervising children on playground', 'supervising children on playgrounds']"
supervising fire marshal,,,"['supervising fire marshal', 'supervising fire marshals']"
supervisor abattoir,,,"['supervisor abattoir', 'supervisor abattoirs']"
supervisor abrasive product,,,['supervisor abrasive products']
supervisor accountant,,,"['supervisor accountant', 'supervisor accountants']"
supervisor accounting,,,"['supervisor accounting', 'supervisor accountings']"
supervisor accounting clerk,,,['supervisor accounting clerks']
supervisor account,,,['supervisor accounts']
supervisor accounts payable,,,"['supervisor accounts payable', 'supervisor accounts payables']"
supervisor accounts receivable,,,"['supervisor accounts receivable', 'supervisor accounts receivables']"
supervisor acid,,,"['supervisor acid', 'supervisor acids']"
supervisor acoustical tile carpenter,,,"['supervisor acoustical tile carpenter', 'supervisor acoustical tile carpenters']"
supervisor adjustable steel joist setting,,,"['supervisor adjustable steel joist setting', 'supervisor adjustable steel joist settings']"
supervisor adjustment,,,"['supervisor adjustment', 'supervisor adjustments']"
supervisor admission,,,['supervisor admissions']
supervisor advertising dispatch clerk,,,['supervisor advertising dispatch clerks']
supervisor agency appointment,,,['supervisor agency appointments']
supervisor aging department,,,"['supervisor aging department', 'supervisor aging departments']"
supervisor air cargo handling,,,"['supervisor air cargo handling', 'supervisor air cargo handlings']"
supervisor air conditioning,,,"['supervisor air conditioning', 'supervisor air conditionings']"
supervisor air traffic,,,"['supervisor air traffic', 'supervisor air traffics']"
supervisor aircraft cleaning,,,"['supervisor aircraft cleaning', 'supervisor aircraft cleanings']"
supervisor aircraft maintenance,,,"['supervisor aircraft maintenance', 'supervisor aircraft maintenances']"
supervisor airflight attendant,,,['supervisor airflight attendants']
supervisor airfreight loading,,,"['supervisor airfreight loading', 'supervisor airfreight loadings']"
supervisor airline managerial,,,"['supervisor airline managerial', 'supervisor airline managerials']"
supervisor airline reservations ticket sales etc,,,"['supervisor airline reservations ticket sales etc', 'supervisor airline reservations ticket sales etcs']"
supervisor airline,,,"['supervisor airline', 'supervisor airlines']"
supervisor airplane flight attendant,,,"['supervisor airplane flight attendant', 'supervisor airplane flight attendants']"
supervisor airplane pilot,,,"['supervisor airplane pilot', 'supervisor airplane pilots']"
supervisor alterations seamstres,,,"['supervisor alterations seamstress', 'supervisor alterations seamstre']"
supervisor alterations tailor,,,"['supervisor alterations tailor', 'supervisor alterations tailors']"
supervisor alum plant,,,"['supervisor alum plant', 'supervisor alum plants']"
supervisor alumina plant,,,"['supervisor alumina plant', 'supervisor alumina plants']"
supervisor aluminum boat assembly,,,"['supervisor aluminum boat assembly', 'supervisor aluminum boat assemblies']"
supervisor aluminum fabrication,,,"['supervisor aluminum fabrication', 'supervisor aluminum fabrications']"
supervisor ammunition,,,"['supervisor ammunition', 'supervisor ammunitions']"
supervisor animal cruelty investigation,,,"['supervisor animal cruelty investigation', 'supervisor animal cruelty investigations']"
supervisor anode crew,,,"['supervisor anode crew', 'supervisor anode crews']"
supervisor appliance service,,,"['supervisor appliance service', 'supervisor appliance services']"
supervisor area,,,"['supervisor area', 'supervisor areas']"
supervisor art,,,"['supervisor art', 'supervisor arts']"
supervisor art object,,,['supervisor art objects']
supervisor artificial breeding ranch,,,"['supervisor artificial breeding ranch', 'supervisor artificial breeding ranches']"
supervisor artificial flower,,,['supervisor artificial flowers']
supervisor artillery maintenance,,,"['supervisor artillery maintenance', 'supervisor artillery maintenances']"
supervisor asphalt paving,,,"['supervisor asphalt paving', 'supervisor asphalt pavings']"
supervisor assembly,,,"['supervisor assembly', 'supervisor assemblies']"
supervisor packing,,,"['supervisor packing', 'supervisor packings']"
supervisor assembly dept,,,"['supervisor assembly dept', 'supervisor assembly depts']"
supervisor assembly line,,,"['supervisor assembly line', 'supervisor assembly lines']"
supervisor assembly room,,,"['supervisor assembly room', 'supervisor assembly rooms']"
supervisor assembly stock,,,"['supervisor assembly stock', 'supervisor assembly stocks']"
supervisor audit clerk,,,['supervisor audit clerks']
supervisor auditor,,,"['supervisor auditor', 'supervisor auditors']"
supervisor auto mechanic,,,"['supervisor auto mechanic', 'supervisor auto mechanics']"
supervisor auto rental,,,"['supervisor auto rental', 'supervisor auto rentals']"
supervisor automatic machine,,,['supervisor automatic machines']
supervisor automobile assembly,,,"['supervisor automobile assembly', 'supervisor automobile assemblies']"
supervisor automobile body repair,,,"['supervisor automobile body repair', 'supervisor automobile body repairs']"
supervisor automobile leasing,,,"['supervisor automobile leasing', 'supervisor automobile leasings']"
supervisor automotive tire testing,,,"['supervisor automotive tire testing', 'supervisor automotive tire testings']"
supervisor avionics shop,,,"['supervisor avionics shop', 'supervisor avionics shops']"
supervisor awning hanger,,,"['supervisor awning hanger', 'supervisor awning hangers']"
supervisor baggage agent,,,"['supervisor baggage agent', 'supervisor baggage agents']"
supervisor baggage handling,,,"['supervisor baggage handling', 'supervisor baggage handlings']"
supervisor bailer operator,,,['supervisor bailer operators']
supervisor bailer tender,,,['supervisor bailer tenders']
supervisor bakery,,,"['supervisor bakery', 'supervisor bakeries']"
supervisor bakery machine mechanic,,,"['supervisor bakery machine mechanic', 'supervisor bakery machine mechanics']"
supervisor beam dept,,,"['supervisor beam dept', 'supervisor beam depts']"
supervisor beater room,,,"['supervisor beater room', 'supervisor beater rooms']"
supervisor beehive kiln,,,"['supervisor beehive kiln', 'supervisor beehive kilns']"
supervisor belt assembly,,,"['supervisor belt assembly', 'supervisor belt assemblies']"
supervisor billing,,,"['supervisor billing', 'supervisor billings']"
supervisor billposting,,,"['supervisor billposting', 'supervisor billpostings']"
supervisor bindery,,,"['supervisor bindery', 'supervisor binderies']"
supervisor bit dept,,,"['supervisor bit dept', 'supervisor bit depts']"
supervisor blast furnace,,,"['supervisor blast furnace', 'supervisor blast furnaces']"
supervisor bleach,,,"['supervisor bleach', 'supervisor bleaches']"
supervisor blending,,,"['supervisor blending', 'supervisor blendings']"
supervisor blood donor recruiter,,,"['supervisor blood donor recruiter', 'supervisor blood donor recruiters']"
supervisor blooming mill,,,"['supervisor blooming mill', 'supervisor blooming mills']"
supervisor blueprinting,,,"['supervisor blueprinting', 'supervisor blueprintings']"
supervisor photocopy,,,"['supervisor photocopy', 'supervisor photocopies']"
supervisor board mill,,,"['supervisor board mill', 'supervisor board mills']"
supervisor boat cleaning,,,"['supervisor boat cleaning', 'supervisor boat cleanings']"
supervisor boat outfitting,,,"['supervisor boat outfitting', 'supervisor boat outfittings']"
supervisor boatbuilder,,,"['supervisor boatbuilder', 'supervisor boatbuilders']"
supervisor body shop,,,"['supervisor body shop', 'supervisor body shops']"
supervisor boiler operator,,,['supervisor boiler operators']
supervisor boiler repair,,,"['supervisor boiler repair', 'supervisor boiler repairs']"
supervisor boiler tender,,,['supervisor boiler tenders']
supervisor boilermaking,,,"['supervisor boilermaking', 'supervisor boilermakings']"
supervisor bone plant,,,"['supervisor bone plant', 'supervisor bone plants']"
supervisor booking,,,"['supervisor booking', 'supervisor bookings']"
supervisor bookkeeper,,,['supervisor bookkeepers']
supervisor bookkeeping clerk,,,['supervisor bookkeeping clerks']
supervisor boot,,,['supervisor boots']
supervisor shoe,,,['supervisor shoes']
supervisor bottle house cleaner,,,['supervisor bottle house cleaners']
supervisor boxing,,,"['supervisor boxing', 'supervisor boxings']"
supervisor pressing,,,"['supervisor pressing', 'supervisor pressings']"
supervisor branch exchange,,,"['supervisor branch exchange', 'supervisor branch exchanges']"
supervisor brew house,,,"['supervisor brew house', 'supervisor brew houses']"
supervisor briar shop,,,"['supervisor briar shop', 'supervisor briar shops']"
supervisor bricklayer,,,"['supervisor bricklayer', 'supervisor bricklayers']"
supervisor brickmason,,,"['supervisor brickmason', 'supervisor brickmasons']"
supervisor bridge,,,['supervisor bridges']
supervisor brine,,,"['supervisor brine', 'supervisor brines']"
supervisor brineyard,,,"['supervisor brineyard', 'supervisor brineyards']"
supervisor broommaking,,,"['supervisor broommaking', 'supervisor broommakings']"
supervisor brush fabrication,,,"['supervisor brush fabrication', 'supervisor brush fabrications']"
supervisor building,,,"['supervisor building', 'supervisor buildings']"
supervisor building cleaning,,,"['supervisor building cleaning', 'supervisor building cleanings']"
supervisor building insulation,,,"['supervisor building insulation', 'supervisor building insulations']"
supervisor bulk plant,,,"['supervisor bulk plant', 'supervisor bulk plants']"
supervisor burning,,,"['supervisor burning', 'supervisor burnings']"
supervisor bus driver,,,"['supervisor bus driver', 'supervisor bus drivers']"
supervisor bus repair,,,"['supervisor bus repair', 'supervisor bus repairs']"
supervisor butcher,,,"['supervisor butcher', 'supervisor butchers']"
supervisor byproduct,,,['supervisor byproducts']
supervisor c d area,,,"['supervisor c d area', 'supervisor c d areas']"
supervisor cab,,,"['supervisor cab', 'supervisor cabs']"
supervisor cabin equipment,,,"['supervisor cabin equipment', 'supervisor cabin equipments']"
supervisor cabinetmaker,,,"['supervisor cabinetmaker', 'supervisor cabinetmakers']"
supervisor cable,,,"['supervisor cable', 'supervisor cables']"
supervisor caddy,,,"['supervisor caddy', 'supervisor caddies']"
supervisor cafeteria,,,"['supervisor cafeteria', 'supervisor cafeterias']"
supervisor calendar,,,"['supervisor calendar', 'supervisor calendars']"
supervisor calendering,,,"['supervisor calendering', 'supervisor calenderings']"
supervisor canal equipment maintenance,,,"['supervisor canal equipment maintenance', 'supervisor canal equipment maintenances']"
supervisor candle making,,,"['supervisor candle making', 'supervisor candle makings']"
supervisor candy,,,"['supervisor candy', 'supervisor candies']"
supervisor canvas good,,,['supervisor canvas goods']
supervisor cap production,,,"['supervisor cap production', 'supervisor cap productions']"
supervisor car,,,"['supervisor car', 'supervisor cars']"
supervisor car cleaning,,,"['supervisor car cleaning', 'supervisor car cleanings']"
supervisor car installation,,,['supervisor car installations']
supervisor car repair,,,"['supervisor car repair', 'supervisor car repairs']"
supervisor car wash,,,"['supervisor car wash', 'supervisor car washes']"
supervisor carbon electrode,,,['supervisor carbon electrodes']
supervisor carbon paper coating,,,"['supervisor carbon paper coating', 'supervisor carbon paper coatings']"
supervisor carding,,,"['supervisor carding', 'supervisor cardings']"
supervisor cardroom,,,"['supervisor cardroom', 'supervisor cardrooms']"
supervisor caretaker,,,"['supervisor caretaker', 'supervisor caretakers']"
supervisor cargo,,,"['supervisor cargo', 'supervisor cargoes']"
supervisor carpenter,,,"['supervisor carpenter', 'supervisor carpenters']"
supervisor carpenter labor,,,"['supervisor carpenter labor', 'supervisor carpenter labors']"
supervisor cartography,,,"['supervisor cartography', 'supervisor cartographies']"
supervisor carton supply,,,"['supervisor carton supply', 'supervisor carton supplies']"
supervisor case,,,"['supervisor case', 'supervisor cases']"
supervisor cashier,,,['supervisor cashiers']
supervisor casino,,,"['supervisor casino', 'supervisor casinos']"
supervisor casting,,,"['supervisor casting', 'supervisor castings']"
supervisor pasting,,,"['supervisor pasting', 'supervisor pastings']"
supervisor cell efficiency,,,"['supervisor cell efficiency', 'supervisor cell efficiencies']"
supervisor cell feed department,,,"['supervisor cell feed department', 'supervisor cell feed departments']"
supervisor cell operation,,,"['supervisor cell operation', 'supervisor cell operations']"
supervisor cell room,,,"['supervisor cell room', 'supervisor cell rooms']"
supervisor cellar,,,"['supervisor cellar', 'supervisor cellars']"
supervisor cement or concrete finishing,,,"['supervisor cement or concrete finishing', 'supervisor cement or concrete finishings']"
supervisor cemetery worker,,,"['supervisor cemetery worker', 'supervisor cemetery workers']"
supervisor central office repairer,,,"['supervisor central office repairer', 'supervisor central office repairers']"
supervisor central office telephone operator,,,['supervisor central office telephone operators']
supervisor central supply,,,"['supervisor central supply', 'supervisor central supplies']"
supervisor central supply technician,,,"['supervisor central supply technician', 'supervisor central supply technicians']"
supervisor cereal,,,"['supervisor cereal', 'supervisor cereals']"
supervisor channel proces,,,"['supervisor channel process', 'supervisor channel proce']"
supervisor char house,,,"['supervisor char house', 'supervisor char houses']"
supervisor chemical,,,"['supervisor chemical', 'supervisor chemicals']"
supervisor chemical plant operator,,,"['supervisor chemical plant operator', 'supervisor chemical plant operators']"
supervisor chemical processing,,,"['supervisor chemical processing', 'supervisor chemical processings']"
supervisor chest painting,,,"['supervisor chest painting', 'supervisor chest paintings']"
supervisor chest sealing,,,"['supervisor chest sealing', 'supervisor chest sealings']"
supervisor child care,,,"['supervisor child care', 'supervisor child cares']"
supervisor chimney brick,,,"['supervisor chimney brick', 'supervisor chimney bricks']"
supervisor chimney construction,,,"['supervisor chimney construction', 'supervisor chimney constructions']"
supervisor chocolate processing,,,"['supervisor chocolate processing', 'supervisor chocolate processings']"
supervisor christmas tree farm,,,"['supervisor christmas tree farm', 'supervisor christmas tree farms']"
supervisor church,,,"['supervisor church', 'supervisor churches']"
supervisor cigar making,,,"['supervisor cigar making', 'supervisor cigar makings']"
supervisor cigar tobacco processing,,,"['supervisor cigar tobacco processing', 'supervisor cigar tobacco processings']"
supervisor circu,,,['supervisor circus']
supervisor circus train,,,"['supervisor circus train', 'supervisor circus trains']"
supervisor city,,,"['supervisor city', 'supervisor cities']"
supervisor claim,,,['supervisor claims']
supervisor claims adjuster,,,"['supervisor claims adjuster', 'supervisor claims adjusters']"
supervisor classified advertising,,,"['supervisor classified advertising', 'supervisor classified advertisings']"
supervisor clay preparation,,,"['supervisor clay preparation', 'supervisor clay preparations']"
supervisor clay shop,,,"['supervisor clay shop', 'supervisor clay shops']"
supervisor cleaning,,,"['supervisor cleaning', 'supervisor cleanings']"
supervisor clearing,,,"['supervisor clearing', 'supervisor clearings']"
supervisor clerical,,,"['supervisor clerical', 'supervisor clericals']"
supervisor clerk,,,"['supervisor clerk', 'supervisor clerks']"
supervisor cloth grader,,,"['supervisor cloth grader', 'supervisor cloth graders']"
supervisor cloth winding,,,"['supervisor cloth winding', 'supervisor cloth windings']"
supervisor clothing,,,"['supervisor clothing', 'supervisor clothings']"
supervisor clothing room,,,"['supervisor clothing room', 'supervisor clothing rooms']"
supervisor coagulating drying,,,"['supervisor coagulating drying', 'supervisor coagulating dryings']"
supervisor coal handling,,,"['supervisor coal handling', 'supervisor coal handlings']"
supervisor coal yard,,,"['supervisor coal yard', 'supervisor coal yards']"
supervisor coating,,,"['supervisor coating', 'supervisor coatings']"
supervisor coating mixer,,,"['supervisor coating mixer', 'supervisor coating mixers']"
supervisor coding clerk,,,['supervisor coding clerks']
supervisor coffee,,,"['supervisor coffee', 'supervisor coffees']"
supervisor coil winding,,,"['supervisor coil winding', 'supervisor coil windings']"
supervisor coin machine,,,"['supervisor coin machine', 'supervisor coin machines']"
supervisor coin machine collector,,,"['supervisor coin machine collector', 'supervisor coin machine collectors']"
supervisor coke handling,,,"['supervisor coke handling', 'supervisor coke handlings']"
supervisor cold rolling,,,"['supervisor cold rolling', 'supervisor cold rollings']"
supervisor collection,,,"['supervisor collection', 'supervisor collections']"
supervisor color paste mixing,,,"['supervisor color paste mixing', 'supervisor color paste mixings']"
supervisor comfort station,,,"['supervisor comfort station', 'supervisor comfort stations']"
supervisor communications electrician,,,"['supervisor communications electrician', 'supervisor communications electricians']"
supervisor component assembler,,,"['supervisor component assembler', 'supervisor component assemblers']"
supervisor composing room,,,"['supervisor composing room', 'supervisor composing rooms']"
supervisor compounding,,,"['supervisor compounding', 'supervisor compoundings']"
supervisor finishing,,,"['supervisor finishing', 'supervisor finishings']"
supervisor computer analyst,,,"['supervisor computer analyst', 'supervisor computer analysts']"
supervisor computer operation,,,['supervisor computer operations']
supervisor computer programming,,,"['supervisor computer programming', 'supervisor computer programmings']"
supervisor concrete batching plant,,,"['supervisor concrete batching plant', 'supervisor concrete batching plants']"
supervisor concrete block plant,,,"['supervisor concrete block plant', 'supervisor concrete block plants']"
supervisor concrete or cement finishing,,,"['supervisor concrete or cement finishing', 'supervisor concrete or cement finishings']"
supervisor concrete stone fabricating,,,"['supervisor concrete stone fabricating', 'supervisor concrete stone fabricatings']"
supervisor concrete stone finishing,,,"['supervisor concrete stone finishing', 'supervisor concrete stone finishings']"
supervisor concreting,,,"['supervisor concreting', 'supervisor concretings']"
supervisor conditioning yard,,,"['supervisor conditioning yard', 'supervisor conditioning yards']"
supervisor construction,,,"['supervisor construction', 'supervisor constructions']"
supervisor contact clerk,,,['supervisor contact clerks']
supervisor contingent,,,['supervisor contingents']
supervisor continuous weld pipe mill,,,"['supervisor continuous weld pipe mill', 'supervisor continuous weld pipe mills']"
supervisor control,,,"['supervisor control', 'supervisor controls']"
supervisor converter,,,"['supervisor converter', 'supervisor converters']"
supervisor cook house,,,"['supervisor cook house', 'supervisor cook houses']"
supervisor cook room,,,"['supervisor cook room', 'supervisor cook rooms']"
supervisor cooking casing,,,"['supervisor cooking casing', 'supervisor cooking casings']"
supervisor cooking drying,,,"['supervisor cooking drying', 'supervisor cooking dryings']"
supervisor cooler service,,,"['supervisor cooler service', 'supervisor cooler services']"
supervisor cooperage shop,,,"['supervisor cooperage shop', 'supervisor cooperage shops']"
supervisor corduroy cutting,,,"['supervisor corduroy cutting', 'supervisor corduroy cuttings']"
supervisor core drilling,,,"['supervisor core drilling', 'supervisor core drillings']"
supervisor coremaker,,,"['supervisor coremaker', 'supervisor coremakers']"
supervisor corncob pipe,,,"['supervisor corncob pipe', 'supervisor corncob pipes']"
supervisor correction officer,,,"['supervisor correction officer', 'supervisor correction officers']"
supervisor correspondence section,,,"['supervisor correspondence section', 'supervisor correspondence sections']"
supervisor cosmetic,,,['supervisor cosmetics']
supervisor cost record,,,"['supervisor cost record', 'supervisor cost records']"
supervisor costuming,,,"['supervisor costuming', 'supervisor costumings']"
supervisor cottage,,,"['supervisor cottage', 'supervisor cottages']"
supervisor counselor,,,"['supervisor counselor', 'supervisor counselors']"
supervisor counter,,,"['supervisor counter', 'supervisor counters']"
supervisor county,,,"['supervisor county', 'supervisor counties']"
supervisor covering,,,"['supervisor covering', 'supervisor coverings']"
supervisor lining,,,"['supervisor lining', 'supervisor linings']"
supervisor cranberry bog,,,"['supervisor cranberry bog', 'supervisor cranberry bogs']"
supervisor crane crew,,,"['supervisor crane crew', 'supervisor crane crews']"
supervisor credit collection,,,['supervisor credit collections']
supervisor credit office,,,"['supervisor credit office', 'supervisor credit offices']"
supervisor crop,,,"['supervisor crop', 'supervisor crops']"
supervisor crusher,,,"['supervisor crusher', 'supervisor crushers']"
supervisor cured meat packing,,,"['supervisor cured meat packing', 'supervisor cured meat packings']"
supervisor cured meat,,,['supervisor cured meats']
supervisor curing room,,,"['supervisor curing room', 'supervisor curing rooms']"
supervisor custodian,,,"['supervisor custodian', 'supervisor custodians']"
supervisor customer complaint service,,,"['supervisor customer complaint service', 'supervisor customer complaint services']"
supervisor customer facility,,,['supervisor customer facilities']
supervisor customer records division,,,"['supervisor customer records division', 'supervisor customer records divisions']"
supervisor customer service representative,,,"['supervisor customer service representative', 'supervisor customer service representatives']"
supervisor customer service,,,['supervisor customer services']
supervisor cutting,,,"['supervisor cutting', 'supervisor cuttings']"
supervisor boning,,,"['supervisor boning', 'supervisor bonings']"
supervisor splicing,,,"['supervisor splicing', 'supervisor splicings']"
supervisor cutting dept,,,"['supervisor cutting dept', 'supervisor cutting depts']"
supervisor dairy farm,,,"['supervisor dairy farm', 'supervisor dairy farms']"
supervisor dairy processing,,,"['supervisor dairy processing', 'supervisor dairy processings']"
supervisor dance hall,,,"['supervisor dance hall', 'supervisor dance halls']"
supervisor data control clerk,,,"['supervisor data control clerk', 'supervisor data control clerks']"
supervisor data entry,,,"['supervisor data entry', 'supervisor data entries']"
supervisor data processing,,,"['supervisor data processing', 'supervisor data processings']"
supervisor day care,,,"['supervisor day care', 'supervisor day cares']"
supervisor decorating,,,"['supervisor decorating', 'supervisor decoratings']"
supervisor defluorinated phosphate production,,,"['supervisor defluorinated phosphate production', 'supervisor defluorinated phosphate productions']"
