caption,mean,precision,votes,not_funny,somewhat_funny,funny,funny_score_scaled,funny_group,topic_nb,aggregated_topic
"Your attack is alright, but your defense is bare bones.",1.2048192771084338,0.0535516046376283,83,69,11,3,22.94930875576037,mid_funny,22,death_grim_reaper_afterlife
"So, young man, you won, now here is your prize.",1.2048192771084338,0.0535516046376283,83,69,11,3,22.94930875576037,mid_funny,3,checkmate_win_lose
"It’s simple.  I take a man, then you take a man.",1.2054794520547945,0.0615592180945788,73,62,7,4,22.94930875576037,mid_funny,-1,misc
"You touched your queen, she has gotta die now",1.2048192771084338,0.0535516046376283,83,69,11,3,22.94930875576037,mid_funny,12,chess_mechanics_pieces
Checkmate good game sorry I gotta run no time to shake hands!,1.207920792079208,0.0451988602396567,101,82,17,2,22.930875576036872,mid_funny,0,checkmate_win_lose
It's called the push alert strategy! My queen stays here until your king becomes available!,1.1975308641975309,0.050977340301389,81,67,12,2,22.930875576036872,mid_funny,12,chess_mechanics_pieces
Check Mate big guy! Or should I say Scythe-onara?,1.1975308641975309,0.050977340301389,81,67,12,2,22.930875576036872,mid_funny,32,death_grim_reaper_afterlife
"I wouldn't have gone for ""mate,"" but ... your come hither glance...",1.1975308641975309,0.050977340301389,81,67,12,2,22.930875576036872,mid_funny,4,checkmate_win_lose
Guess Death Got Played in 2022 & chess.,1.1975308641975309,0.050977340301389,81,67,12,2,22.930875576036872,mid_funny,5,chess_life_game
"You do realize who I am, right?",1.1975308641975309,0.050977340301389,81,67,12,2,22.930875576036872,mid_funny,-1,misc
"Hah, you accepted my tax-evading gambit, checkmate!",1.1764705882352942,0.0465734405965753,68,56,12,0,22.930875576036872,mid_funny,7,bureaucracy_taxes_insurance
Death never noticed how Dale cheated...,1.1975308641975309,0.050977340301389,81,67,12,2,22.930875576036872,mid_funny,1,checkmate_win_lose
At least have the decency to look me in the cowl while you mate me...,1.1975308641975309,0.050977340301389,81,67,12,2,22.930875576036872,mid_funny,4,checkmate_win_lose
I'm up for another rematch but no one has died in three days.,1.2,0.049648625302195,85,70,13,2,22.930875576036872,mid_funny,26,deals_bets_rematches
That was a bone-headed move: checkmate!,1.2,0.0569494797451499,75,63,9,3,22.930875576036872,mid_funny,-1,misc
You're not being very sportsmanlike,1.2,0.049648625302195,85,70,13,2,22.930875576036872,mid_funny,-1,misc
B4? There is no B4! There is only after. For all eternity!,1.2,0.0569494797451499,75,63,9,3,22.930875576036872,mid_funny,-1,misc
That's my line.,1.2,0.0569494797451499,75,63,9,3,22.930875576036872,mid_funny,2,chess_mechanics_pieces
So now I can own a Monstera?,1.1975308641975309,0.050977340301389,81,67,12,2,22.930875576036872,mid_funny,12,chess_mechanics_pieces
ha! You're out of moves so now what are you going to do ?,1.2,0.0569494797451499,75,63,9,3,22.930875576036872,mid_funny,2,chess_mechanics_pieces
Checkmate! I beat Dea-th! I beat Dea-th! Ha Ha Ha Ha Ha! I beat Dea-th! I beat Dea-th! Take that Grim Reaper! I am kind of the world and you can't touch me!,1.1948051948051948,0.0524158702903189,77,64,11,2,22.912442396313363,mid_funny,0,checkmate_win_lose
"Checkmate mofo!
Smoke THAT!",1.1948051948051948,0.0524158702903189,77,64,11,2,22.912442396313363,mid_funny,0,checkmate_win_lose
The deal was one game then you remove the piece of stuck bread from my toaster using my scythe.,1.171875,0.047531774564537,64,53,11,0,22.912442396313363,mid_funny,32,death_grim_reaper_afterlife
Eat my dust!,1.1927710843373494,0.0468139518138114,83,68,14,1,22.912442396313363,mid_funny,-1,misc
Check mate you say?  Let me show you what check mate really means.,1.1927710843373494,0.0468139518138114,83,68,14,1,22.912442396313363,mid_funny,4,checkmate_win_lose
Aha! You fell for the Bergman opening!,1.1948051948051948,0.0524158702903189,77,64,11,2,22.912442396313363,mid_funny,13,pop_culture
I think you’re ready to invest in crypto.,1.1948051948051948,0.0524158702903189,77,64,11,2,22.912442396313363,mid_funny,-1,misc
"Checkmate, I told you I was going to live forever. So you are not invincible after all!!",1.1948051948051948,0.0524158702903189,77,64,11,2,22.912442396313363,mid_funny,-1,misc
"Remember Ralph,he who reaps wins.",1.1927710843373494,0.0468139518138114,83,68,14,1,22.912442396313363,mid_funny,-1,misc
"I know this is an illegal move, but for a moment I wanted to experience the illusion of victory before you take me to the Underworld.",1.2211538461538465,0.0510471577747871,104,86,13,5,22.912442396313363,mid_funny,-1,misc
Chess wasn’t a good choice to sacrifice your queen,1.1954022988505748,0.0457760913275482,87,71,15,1,22.912442396313363,mid_funny,5,chess_life_game
Congratulations!  You've just become the Soul Survivor.,1.1954022988505748,0.0457760913275482,87,71,15,1,22.912442396313363,mid_funny,21,death_grim_reaper_afterlife
James thought he would teach the guy in the funny outfit not to crash his Washington Square game.,1.1954022988505748,0.0457760913275482,87,71,15,1,22.912442396313363,mid_funny,1,checkmate_win_lose
Black Knight... is that really a wise choice?,1.202020202020202,0.0430246796994966,99,80,18,1,22.912442396313363,mid_funny,33,death_grim_reaper_afterlife
I'm really looking for someone with more expertise in chess.,1.202020202020202,0.0430246796994966,99,80,18,1,22.912442396313363,mid_funny,5,chess_life_game
Ha!  Wait till I tell my squire!,1.1978021978021978,0.044802592971196,91,74,16,1,22.912442396313363,mid_funny,33,death_grim_reaper_afterlife
Stalemate! Now I can cross ‘Deadlocking Death’ off my bucket list.”,1.1978021978021978,0.044802592971196,91,74,16,1,22.912442396313363,mid_funny,-1,misc
"Checkmate, dude! Oh man, how could you not see that coming? What a dummy. A child could defend that better. I can't believe you fell for it. You ever played this before? I'll send you some books. Chess for Dummies! Yeah, that's you! Ha Ha",1.1898734177215189,0.0479232771797491,79,65,13,1,22.894009216589865,mid_funny,5,chess_life_game
I told you I had killer moves!,1.1898734177215189,0.0479232771797491,79,65,13,1,22.894009216589865,mid_funny,2,chess_mechanics_pieces
Let the game begin.,1.1898734177215189,0.0479232771797491,79,65,13,1,22.894009216589865,mid_funny,17,time_endgame_clock
"Don’t get too cocky, I’ll be back again next week.",1.1898734177215189,0.0479232771797491,79,65,13,1,22.894009216589865,mid_funny,-1,misc
"Ha ha, I win! You were already out of time when you agreed to play.",1.1917808219178083,0.0539798649202597,73,61,10,2,22.894009216589865,mid_funny,6,chess_life_game
I see your variant and add a booster!,1.1898734177215189,0.0479232771797491,79,65,13,1,22.894009216589865,mid_funny,24,pop_culture
"I´m telling you man, I owe it all to crossfit.",1.1898734177215189,0.0479232771797491,79,65,13,1,22.894009216589865,mid_funny,1,checkmate_win_lose
"Our word for it is ""Checkmate.""",1.1898734177215189,0.0479232771797491,79,65,13,1,22.894009216589865,mid_funny,0,checkmate_win_lose
"Check mate, death - you can’t castle after you previously moved the King!",1.2156862745098038,0.0495121825239626,102,84,14,4,22.894009216589865,mid_funny,-1,misc
Told you I'd win! Now you HAVE to take my wife.,1.1884057971014492,0.0556882165184999,69,58,9,2,22.87557603686636,mid_funny,-1,misc
Of course it’s an illegal move. Do sue me!,1.1866666666666668,0.0491122389228185,75,62,12,1,22.87557603686636,mid_funny,2,chess_mechanics_pieces
I made it to the other side!,1.1866666666666668,0.0491122389228185,75,62,12,1,22.87557603686636,mid_funny,-1,misc
"Come on, let me cheat ya, just one last time",1.1851851851851851,0.0434297755539206,81,66,15,0,22.87557603686636,mid_funny,1,checkmate_win_lose
"You did say, ‘best two-out-of-three’ – right?",1.1866666666666668,0.0491122389228185,75,62,12,1,22.87557603686636,mid_funny,8,deals_bets_rematches
I knew I’d make you Scream!,1.1884057971014492,0.0556882165184999,69,58,9,2,22.87557603686636,mid_funny,-1,misc
"Mate or no-mate, you still lose.",1.1884057971014492,0.0556882165184999,69,58,9,2,22.87557603686636,mid_funny,4,checkmate_win_lose
The Longest Inch,1.1666666666666667,0.0485185424782984,60,50,10,0,22.87557603686636,mid_funny,15,time_endgame_clock
You're tapping and I'm swiping.,1.1884057971014492,0.0556882165184999,69,58,9,2,22.87557603686636,mid_funny,16,body_parts
"Now, come with me and let’s see if you can hold onto that…uh…cheery disposition…",1.1830985915492958,0.0503902642816853,71,59,11,1,22.857142857142858,mid_funny,-1,misc
But what happens to the king after he dies?,1.1830985915492958,0.0503902642816853,71,59,11,1,22.857142857142858,mid_funny,14,chess_mechanics_pieces
#39. Ra1? Exactly how Korchnoi lost to Karpov in 1978. I thought you said you were all knowing?,1.205128205128205,0.0587328009810563,78,66,8,4,22.857142857142858,mid_funny,11,pop_culture
"CHECK BUT YOU ARE NOT MY MATE, AUSSIE",1.2073170731707317,0.0568621551716999,82,69,9,4,22.857142857142858,mid_funny,4,checkmate_win_lose
So... will you end COVID now?,1.2083333333333333,0.0489285790510333,96,79,14,3,22.857142857142858,mid_funny,24,pop_culture
Ok Timmy… now show me again your dead hand move…,1.21,0.0477683805651623,100,82,15,3,22.857142857142858,mid_funny,2,chess_mechanics_pieces
Ha! I beat you one more time.,1.212962962962963,0.0456689934409739,108,88,17,3,22.857142857142858,mid_funny,10,death_grim_reaper_afterlife
"Check what, now?",1.2065217391304348,0.0501741912664799,92,76,13,3,22.857142857142858,mid_funny,-1,misc
"What’s that new saying going around, “if Covid doesn’t kill you, checkmate will?” “",1.2065217391304348,0.0501741912664799,92,76,13,3,22.857142857142858,mid_funny,24,pop_culture
You hit a dead end kid,1.2065217391304348,0.0501741912664799,92,76,13,3,22.857142857142858,mid_funny,36,death_grim_reaper_afterlife
I enjoy the die-chotomy of chess.,1.2065217391304348,0.0501741912664799,92,76,13,3,22.857142857142858,mid_funny,5,chess_life_game
"Clearly, you were playing checkers while I was playing chess.",1.181818181818182,0.0442422057629352,77,63,14,0,22.857142857142858,mid_funny,-1,misc
"Now, let's talk about that sting.",1.1830985915492958,0.0503902642816853,71,59,11,1,22.857142857142858,mid_funny,-1,misc
"Ha! You're move!  ...oh, wait, scratch that.",1.1830985915492958,0.0503902642816853,71,59,11,1,22.857142857142858,mid_funny,2,chess_mechanics_pieces
It's 'The Seventh Seal' gambit! Checkmate!,1.2027027027027026,0.0607850947311685,74,63,7,4,22.838709677419356,mid_funny,11,pop_culture
Checkmate.  Now YOU have to come with ME.,1.2023809523809523,0.0529663992060461,84,70,11,3,22.838709677419356,mid_funny,0,checkmate_win_lose
They booty popin,1.2,0.054540659551419,80,67,10,3,22.838709677419356,mid_funny,35,body_parts
When your move may be your last #deathmatch,1.2,0.054540659551419,80,67,10,3,22.838709677419356,mid_funny,2,chess_mechanics_pieces
"I’m fully vaccinated and double-boosted, so it’s check and mate for you COVID death shadow",1.2023809523809523,0.0529663992060461,84,70,11,3,22.838709677419356,mid_funny,24,pop_culture
That's a move you will infinitely regret!,1.2,0.0479283693574423,90,74,14,2,22.838709677419356,mid_funny,2,chess_mechanics_pieces
"Hey, you Washington Square hustlers aren't so scary after all!",1.178082191780822,0.0491265634505708,73,60,11,1,22.838709677419356,mid_funny,-1,misc
Check mate!.  Now you can have my soul!,1.178082191780822,0.0450877115482454,73,60,13,0,22.838709677419356,mid_funny,21,death_grim_reaper_afterlife
"How many times have you heard?
""I didn't see that coming""?",1.2040816326530612,0.0457749589849691,98,80,16,2,22.838709677419356,mid_funny,27,emotional_reactions
Chess or death,1.202127659574468,0.0468152695771182,94,77,15,2,22.838709677419356,mid_funny,5,chess_life_game
Ingmar Bergman’s Seventh Steal by Vladimir Putin,1.202127659574468,0.0468152695771182,94,77,15,2,22.838709677419356,mid_funny,13,pop_culture
Oh you think you have all the killer moves...,1.2,0.054540659551419,80,67,10,3,22.838709677419356,mid_funny,2,chess_mechanics_pieces
What are you going to do about it?,1.202127659574468,0.0468152695771182,94,77,15,2,22.838709677419356,mid_funny,10,death_grim_reaper_afterlife
Sucks to be you!!!,1.1846153846153846,0.0575639597965221,65,55,8,2,22.838709677419356,mid_funny,0,checkmate_win_lose
'Looks like I'll be taking my queen back!',1.2058823529411764,0.0447999398827269,102,83,17,2,22.838709677419356,mid_funny,12,chess_mechanics_pieces
"Die, muthafuckah!",1.2,0.054540659551419,80,67,10,3,22.838709677419356,mid_funny,-1,misc
Checkmate…. You’re welcome to try again in 70 years but you’ve definitely lost your edge Old boy,1.2,0.054540659551419,80,67,10,3,22.838709677419356,mid_funny,23,time_endgame_clock
I learned this move in a Swedish film!,1.2,0.054540659551419,80,67,10,3,22.838709677419356,mid_funny,13,pop_culture
Check-mate me and we’ll see who has the last laugh.,1.197674418604651,0.0491229993744324,86,71,13,2,22.820276497695854,mid_funny,-1,misc
"Checkmate,nerd! You owe me $28!",1.197674418604651,0.0491229993744324,86,71,13,2,22.820276497695854,mid_funny,23,time_endgame_clock
"Ha! Now, Jesus comes back or admit Prince was a mistake!",1.195121951219512,0.0504094179884506,82,68,12,2,22.820276497695854,mid_funny,-1,misc
If only my ex-wife could see me now! Chess is a useful skill!,1.195121951219512,0.0504094179884506,82,68,12,2,22.820276497695854,mid_funny,5,chess_life_game
"Human- You know this is a good metaphor for my stress. Playing chess against death. It's actually scientifically proven to-

Death- SELL SOUL.",1.195121951219512,0.0504094179884506,82,68,12,2,22.820276497695854,mid_funny,5,chess_life_game
Ha! Classic move from the Anti-Vaxxer Playbook!,1.195121951219512,0.0504094179884506,82,68,12,2,22.820276497695854,mid_funny,24,pop_culture
"No, you haven't won. You Democrats don't know how this game works.",1.197674418604651,0.0491229993744324,86,71,13,2,22.820276497695854,mid_funny,3,checkmate_win_lose
Now let’s talk Roe v. Wade,1.197674418604651,0.0491229993744324,86,71,13,2,22.820276497695854,mid_funny,20,pop_culture
Checkmate! Sorry but I thought you were familiar with killer chess.,1.1956521739130437,0.0443650604024797,92,75,16,1,22.820276497695854,mid_funny,5,chess_life_game
"And no, I'm not playing two out of three!",1.1956521739130437,0.0443650604024797,92,75,16,1,22.820276497695854,mid_funny,8,deals_bets_rematches
You know what? Enough. We’ve all had enough.,1.1956521739130437,0.0443650604024797,92,75,16,1,22.820276497695854,mid_funny,-1,misc
"What you going to do now, Death?",1.2037037037037035,0.0410979026364838,108,87,20,1,22.820276497695854,mid_funny,10,death_grim_reaper_afterlife
"A surprising and potentially devastating move, but I’m afraid you’ve used up your time.",1.220183486238532,0.0493894048741106,109,90,14,5,22.820276497695854,mid_funny,2,chess_mechanics_pieces
"It’s too bad you couldn’t play the fiddle, eh bud?",1.197674418604651,0.0491229993744324,86,71,13,2,22.820276497695854,mid_funny,-1,misc
"That wins me immortality! Now, if I win the next game, I need you to get in touch with someone.",1.1973684210526316,0.0562567324379788,76,64,9,3,22.820276497695854,mid_funny,-1,misc
Checkmate in three moves is as certain as you and taxes.,1.1979166666666667,0.0434776401160237,96,78,17,1,22.820276497695854,mid_funny,-1,misc
Sorry. I know you're fond of the white horse.,1.195121951219512,0.0504094179884506,82,68,12,2,22.820276497695854,mid_funny,-1,misc
Yahtzee! I win!,1.195121951219512,0.0504094179884506,82,68,12,2,22.820276497695854,mid_funny,-1,misc
Looks like it’s time to pay the check…,1.197674418604651,0.0491229993744324,86,71,13,2,22.820276497695854,mid_funny,23,time_endgame_clock
you clearly never watched bergman,1.193181818181818,0.0453073635933749,88,72,15,1,22.80184331797235,mid_funny,13,pop_culture
"Clearly, I couldn’t possibly have cheated!",1.193181818181818,0.0453073635933749,88,72,15,1,22.80184331797235,mid_funny,1,checkmate_win_lose
Guess it isn't really a game of life and death after all,1.193181818181818,0.0453073635933749,88,72,15,1,22.80184331797235,mid_funny,6,chess_life_game
I win. How about 'Risk' or 'Life' next?,1.193181818181818,0.0453073635933749,88,72,15,1,22.80184331797235,mid_funny,3,checkmate_win_lose
"You might foresee my death, but you didn't see that checkmate, eh?",1.1746031746031746,0.0532587926661243,63,53,9,1,22.80184331797235,mid_funny,0,checkmate_win_lose
"Wow, this game is grim.",1.193181818181818,0.0453073635933749,88,72,15,1,22.80184331797235,mid_funny,9,death_grim_reaper_afterlife
Finally I thought the Queen would die decades ago.,1.1914893617021276,0.0408012737067998,94,76,18,0,22.80184331797235,mid_funny,12,chess_mechanics_pieces
"Very nice.  But this works like the NBA, not the NFL.  It's best of seven.",1.193181818181818,0.0453073635933749,88,72,15,1,22.80184331797235,mid_funny,8,deals_bets_rematches
Told you white always wins!,1.193181818181818,0.0453073635933749,88,72,15,1,22.80184331797235,mid_funny,28,color_choice_white_black
"And, who’s soul do you have now?",1.2134831460674158,0.0564345601493821,89,75,9,5,22.80184331797235,mid_funny,21,death_grim_reaper_afterlife
"It was a good move, but we both know how this is all ends.",1.1904761904761905,0.0463101819644777,84,69,14,1,22.80184331797235,mid_funny,2,chess_mechanics_pieces
"So, what do you think of your blue-eyed king now, Mr. Death?",1.1904761904761905,0.0463101819644777,84,69,14,1,22.80184331797235,mid_funny,14,chess_mechanics_pieces
Death shall have no dominion!,1.1923076923076923,0.0517997511738788,78,65,11,2,22.80184331797235,mid_funny,-1,misc
Ha! Touchdown!,1.1904761904761905,0.0463101819644777,84,69,14,1,22.80184331797235,mid_funny,-1,misc
"That's Expecto Patronum, I win!",1.1904761904761905,0.0463101819644777,84,69,14,1,22.80184331797235,mid_funny,3,checkmate_win_lose
HA! I win. As agreed now you HAVE to kill me.,1.1923076923076923,0.0517997511738788,78,65,11,2,22.80184331797235,mid_funny,3,checkmate_win_lose
Oops...I lose!,1.193181818181818,0.0453073635933749,88,72,15,1,22.80184331797235,mid_funny,3,checkmate_win_lose
There's no way that I'll make this move. Do you think that I'm some sort of rookie?,1.193181818181818,0.0453073635933749,88,72,15,1,22.80184331797235,mid_funny,2,chess_mechanics_pieces
"Checkmate, mother-reaper",1.1875,0.0473799281862764,80,66,13,1,22.783410138248847,mid_funny,-1,misc
"Sorry,Bruce,your time on the clock just ran out.",1.1875,0.0473799281862764,80,66,13,1,22.783410138248847,mid_funny,15,time_endgame_clock
Why must you always play sudden death?,1.1875,0.0473799281862764,80,66,13,1,22.783410138248847,mid_funny,22,death_grim_reaper_afterlife
"Democrats to Republicans “we win- there will be not more sex ever for Republicans”

Would have been funnier it said by a woman!",1.1875,0.0473799281862764,80,66,13,1,22.783410138248847,mid_funny,-1,misc
Caught you sleeping! Check Mate!,1.1891891891891893,0.0533084451837284,74,62,10,2,22.783410138248847,mid_funny,4,checkmate_win_lose
You talking to me? You talkin ta me?,1.1875,0.0473799281862764,80,66,13,1,22.783410138248847,mid_funny,34,death_grim_reaper_afterlife
Checkmate! Now payoff the bet and get to Congress before it's too late.,1.1888888888888889,0.0414904722436652,90,73,17,0,22.783410138248847,mid_funny,7,bureaucracy_taxes_insurance
"Checkmate, Death! You were easier to beat than the IRS.",1.1891891891891893,0.0533084451837284,74,62,10,2,22.783410138248847,mid_funny,7,bureaucracy_taxes_insurance
We all know how this is going to end but I’m making a bold move anyways.,1.1891891891891893,0.0533084451837284,74,62,10,2,22.783410138248847,mid_funny,2,chess_mechanics_pieces
You’re never going to win.,1.1875,0.0473799281862764,80,66,13,1,22.783410138248847,mid_funny,3,checkmate_win_lose
You fool! I’ve been playing 4D chess the whole time!,1.1692307692307693,0.0468694523344382,65,54,11,0,22.783410138248847,mid_funny,5,chess_life_game
"You might be the Grim Reaper, but my chess skills are lethal.",1.186046511627907,0.042208614556885,86,70,16,0,22.783410138248847,mid_funny,5,chess_life_game
No. You said no mulligans.,1.1875,0.0473799281862764,80,66,13,1,22.783410138248847,mid_funny,8,deals_bets_rematches
"If you're going to make that move, perhaps you'd rather play dice with death.",1.1891891891891893,0.0533084451837284,74,62,10,2,22.783410138248847,mid_funny,2,chess_mechanics_pieces
Working these skeleton hands is getting exhausting and it’s so hot in this cloak.  Can I please take the hood off and set down the skeleton hands for a little?,1.1891891891891893,0.0533084451837284,74,62,10,2,22.783410138248847,mid_funny,18,checkmate_win_lose
Sorry but I can't give you a rematch right now.  I'm late for my life lessons podcast.,1.1875,0.0473799281862764,80,66,13,1,22.783410138248847,mid_funny,26,deals_bets_rematches
Checkmate! What are you gonna do about?,1.206896551724138,0.0545642773929108,87,73,10,4,22.76497695852535,mid_funny,0,checkmate_win_lose
"Angel of Death, watch me change my fate, As I capture your Queen, and put you in Checkmate!",1.1829268292682926,0.0429562804448438,82,67,15,0,22.76497695852535,mid_funny,-1,misc
How does it feel to lose... your Queen???,1.1842105263157894,0.0485239181962783,76,63,12,1,22.76497695852535,mid_funny,12,chess_mechanics_pieces
"Checkmate. My soul 1, You 0.",1.206896551724138,0.0545642773929108,87,73,10,4,22.76497695852535,mid_funny,21,death_grim_reaper_afterlife
"check again, mate",1.211009174311927,0.0452902342334822,109,89,17,3,22.76497695852535,mid_funny,4,checkmate_win_lose
All those guys that chose the waiting game were real suckers!,1.2061855670103092,0.0506362956298672,97,80,12,4,22.76497695852535,mid_funny,6,chess_life_game
See Death I can too cheat you,1.2061855670103092,0.0484691427901599,97,80,14,3,22.76497695852535,mid_funny,1,checkmate_win_lose
"It's not your turn turn yet, I'm still thinking about it.",1.1829268292682926,0.0429562804448438,82,67,15,0,22.76497695852535,mid_funny,2,chess_mechanics_pieces
I don’t respond well to dares!,1.1911764705882353,0.0602065253813665,68,58,7,3,22.76497695852535,mid_funny,-1,misc
"I jumped all your pieces, now crown me!",1.202247191011236,0.0509856257680422,89,74,12,3,22.746543778801843,mid_funny,-1,misc
"I want permanent immunity from cigarette carcinogens and ten more good years of hair, or you’re going into check big guy",1.1805555555555556,0.0497505077745136,72,60,11,1,22.746543778801843,mid_funny,24,pop_culture
Check!! Also..I’ve never seen such a large N95! Are you immunocompromised or something?,1.2025316455696202,0.0580426899588362,79,67,8,4,22.746543778801843,mid_funny,24,pop_culture
So the last person you lost to was Bobby Fischer playing his final match?,1.202247191011236,0.0509856257680422,89,74,12,3,22.746543778801843,mid_funny,-1,misc
"That's not a Queen, that's your King!",1.1857142857142855,0.0549528581813639,70,59,9,2,22.746543778801843,mid_funny,12,chess_mechanics_pieces
Can I tell you something? This table is killing my back.,1.1857142857142855,0.0549528581813639,70,59,9,2,22.746543778801843,mid_funny,-1,misc
"I done told you once you son of a b*tch, I'm the best that's ever been",1.202020202020202,0.0453570956580135,99,81,16,2,22.746543778801843,mid_funny,10,death_grim_reaper_afterlife
I finally beat Grimmaster!,1.202247191011236,0.0509856257680422,89,74,12,3,22.746543778801843,mid_funny,10,death_grim_reaper_afterlife
Check! Now fork over your socks.,1.202247191011236,0.0509856257680422,89,74,12,3,22.746543778801843,mid_funny,18,checkmate_win_lose
And I am paying no taxes this year.,1.1805555555555556,0.0497505077745136,72,60,11,1,22.746543778801843,mid_funny,7,bureaucracy_taxes_insurance
"Ah ha checkmate. Looks like the game is over for you Death! Oh no sir,the game is over for you",1.1805555555555556,0.0497505077745136,72,60,11,1,22.746543778801843,mid_funny,0,checkmate_win_lose
"Sorry, but I don’t think you’re the right fit for our Bergman remake.",1.2,0.0463686962404749,95,78,15,2,22.746543778801843,mid_funny,13,pop_culture
"Come with me, young man!.",1.2,0.0523936831995583,85,71,11,3,22.746543778801843,mid_funny,-1,misc
I’ll show you checkmate,1.2,0.0523936831995583,85,71,11,3,22.746543778801843,mid_funny,0,checkmate_win_lose
"So, this is how I die.",1.202020202020202,0.0453570956580135,99,81,16,2,22.746543778801843,mid_funny,-1,misc
"'THERE IS ONE WAY TO WIN. DO NOT PLAY' whispered Death. ""I found that video of you online where you are wearing full bla..."" 'THERE ARE TWO WAYS TO WIN.'",1.2,0.0523936831995583,85,71,11,3,22.746543778801843,mid_funny,-1,misc
Ehh I knew I should have picked connect 4 for this bet,1.1805555555555556,0.0497505077745136,72,60,11,1,22.746543778801843,mid_funny,8,deals_bets_rematches
Hope I wasn’t outta line with that crack about “Checkmate”!,1.2,0.0523936831995583,85,71,11,3,22.746543778801843,mid_funny,0,checkmate_win_lose
"No, you don’t get 4 horsemen",1.202247191011236,0.0509856257680422,89,74,12,3,22.746543778801843,mid_funny,-1,misc
I win! That means you owe me one million more Biden voters.,1.1805555555555556,0.0497505077745136,72,60,11,1,22.746543778801843,mid_funny,3,checkmate_win_lose
Google “En Passant”.,1.2025316455696202,0.0580426899588362,79,67,8,4,22.746543778801843,mid_funny,-1,misc
I knew bingeing Queen’s Gambit would pay off…,1.202247191011236,0.0509856257680422,89,74,12,3,22.746543778801843,mid_funny,11,pop_culture
"Checkmate? No, you're checking out.",1.198019801980198,0.0422622692483426,101,82,18,1,22.728110599078345,mid_funny,0,checkmate_win_lose
Now that you have mad that move it is checkmate and the game is over,1.1756756756756757,0.0445393058135202,74,61,13,0,22.728110599078345,mid_funny,-1,misc
"Be not proud, dirtball!",1.1978021978021978,0.0474496847317546,91,75,14,2,22.728110599078345,mid_funny,-1,misc
"Check, Matey!  And I'm dying to do this again.",1.1978021978021978,0.0474496847317546,91,75,14,2,22.728110599078345,mid_funny,4,checkmate_win_lose
It’s my turn and I can take a lifetime to make a move.,1.1975308641975309,0.0539196735849937,81,68,10,3,22.728110599078345,mid_funny,2,chess_mechanics_pieces
"Checkmate! So now you have to watch 'The Seventh Seal"" with me.",1.181818181818182,0.0567540430528044,66,56,8,2,22.728110599078345,mid_funny,25,pop_culture
Checkmate - you're done,1.1756756756756757,0.0445393058135202,74,61,13,0,22.728110599078345,mid_funny,0,checkmate_win_lose
Queen to Rook 5-now who's afraid?!,1.1756756756756757,0.0445393058135202,74,61,13,0,22.728110599078345,mid_funny,-1,misc
Give me the finger? Ha! Checkmate!!,1.1978021978021978,0.0474496847317546,91,75,14,2,22.728110599078345,mid_funny,16,body_parts
Welcome to Sweden!,1.1978021978021978,0.0474496847317546,91,75,14,2,22.728110599078345,mid_funny,13,pop_culture
"With that opening gambit, I guess you are beatable",1.1978021978021978,0.0474496847317546,91,75,14,2,22.728110599078345,mid_funny,11,pop_culture
"I thought ""The Seventh Seal"" was metaphorical",1.1975308641975309,0.0539196735849937,81,68,10,3,22.728110599078345,mid_funny,25,pop_culture
I feel like I've seen this play before.,1.1954022988505748,0.0486082168320334,87,72,13,2,22.728110599078345,mid_funny,2,chess_mechanics_pieces
It's not everyday you beat death!,1.2169811320754718,0.0501654351730093,106,88,13,5,22.728110599078345,mid_funny,10,death_grim_reaper_afterlife
It's worth it!,1.1910112359550562,0.0448479570080877,89,73,15,1,22.70967741935484,mid_funny,-1,misc
Sometimes you're just a few moves away from the final price - be careful what you play at.,1.1935483870967742,0.043935820942387,93,76,16,1,22.70967741935484,mid_funny,2,chess_mechanics_pieces
Check mate! What's your next move tough guy?,1.1927710843373494,0.0498538307925901,83,69,12,2,22.70967741935484,mid_funny,-1,misc
Don't get too excited. Your pieces go back in the box too.,1.1927710843373494,0.0498538307925901,83,69,12,2,22.70967741935484,mid_funny,-1,misc
I thought you might have taken lessons after Bill and Ted humiliated you.,1.2156862745098038,0.051435331038607,102,85,12,5,22.70967741935484,mid_funny,20,pop_culture
“That’s checkmate- and I think you owe me a scythe”,1.1948051948051948,0.0555804548195656,77,65,9,3,22.70967741935484,mid_funny,32,death_grim_reaper_afterlife
I  TRUMP YOUR PRINCE OF DEATH!,1.1935483870967742,0.043935820942387,93,76,16,1,22.70967741935484,mid_funny,14,chess_mechanics_pieces
Do you think I care who gets taken? I just want the pieces gone.,1.2142857142857142,0.0527987975559451,98,82,11,5,22.70967741935484,mid_funny,-1,misc
"Rest in chess piece"" (pardon the pun",1.1927710843373494,0.0498538307925901,83,69,12,2,22.70967741935484,mid_funny,5,chess_life_game
You can’t win if I wanted to die first!!,1.1948051948051948,0.0555804548195656,77,65,9,3,22.70967741935484,mid_funny,3,checkmate_win_lose
Double or nothing.,1.1935483870967742,0.043935820942387,93,76,16,1,22.70967741935484,mid_funny,-1,misc
Checkmate.  And try to be a good sport about losing.,1.1927710843373494,0.0498538307925901,83,69,12,2,22.70967741935484,mid_funny,0,checkmate_win_lose
I WIN. Now don't darken my door for another month.,1.1910112359550562,0.0448479570080877,89,73,15,1,22.70967741935484,mid_funny,3,checkmate_win_lose
