caption,topic
you think that will keep her away?,-1
cheryl said it’s the only way to curb overeating while working from home.,-1
coming this summer - saw x: chicken salad sandwich.,-1
carolyn looks great. i think she's lost some weight.,174
i think she's overdoing this diet thing,103
"paper, scissors, stone?",19
mom wants to make breakfast.,-1
so this has nothing to do with your mother-in-law arriving today?,150
this will help your mom stay on her diet for sure.,72
is your mom really ok with us staying until the pandemic is over?,96
that 2-star review for mom's meatloaf was a mistake.,-1
i guess mom's serious about our midnight snacking.,89
"honestly, i enjoyed the last time your mother cooked for us.",232
where did mom say the extra crackers were?,-1
when your mom is over you eating all you quarantine snacks on the first day,41
mom's pretty serious about keeping her brisket recipe a secret,34
"i've faced more obstacles than this from your mother, now let me get the ice cream",-1
i guess mom's serious about enforcing the mandated lockdown.,-1
she takes her diet seriously.,103
you know how badly janet wants to get into that bridesmaid's dress?,254
she's on a diet,103
well i guess you weren’t kidding about your mom’s no snacking before dinner thing.,89
apparently it's her latest diet plan.,103
i see your mother is really serious about this diet...,72
"wow!  when grandma says ""this is my kitchen"", she really means it.",283
or my mother could just stand there.,-1
it is the price to pay to get my summer body in time for this summer...,2
"my sister swears by this method, she lost half her body weight over night",-1
alright. your mother's fight with multiple sclerosis is gonna be a killer exhibit at gagosian!,-1
"looking back now, i do agree about celebrating the lockdown ending at a fancy restaurant, susan",17
i guess mom really wants to win the oprah weight loss challenge.,72
mom always told me the kitchen was her dungeon!,283
i think aunt jane remembers me being here as a kid!,70
wait till your mom sees these next week,241
my wife really hates when i eat all her snacks.,9
"she doesn't know yet, but i hid a stack of chocolate bars under the bed...",-1
she was serious when she said she was sending a thirst trap.,93
"i was all supportive of the kids having the slumber party here at the goldilocks residence, but she’s definitely still dealing with some childhood issues.",111
my mom always tells me i have bear-like strength.,-1
"with her ""boun appetit"" installation artist wanted to show basic human rights oppression..",-1
"beverly hills didn't fix my trouble spots, but this tower of london keto diet....",-1
"it's her new, rather drastic, diet regime...",103
"gee mom has gone all out to keep us from the last piece of birthday cake""",18
"your diet is killing me, julia. why can't we all just be okay with the quaran-fifteen?",-1
how long will your mother be staying with us?,-1
mom uses a lot of secret ingredients.,34
"sharing an apartment can be tougher than dorm life......
i told you she would notice a few ounces of missing orange juice.",56
mom has sharing issues.,16
i love your mom’s cooking too—but do you think she’s taking the “secret recipe”thing a bit too seriously?,34
"this should keep gramps from eating up all the ice cream !
rebecca hawkins",-1
do you think your mom will take the bait?,-1
mom sure is pissed about having to cook every night,232
i see your mother has been here.,-1
i think mom is skewing less passive and more aggressive.,-1
ok!  ok!  guess mom wasn't kidding when she said we need to wear masks in the kitchen!,97
thought i’d kill two birds with one stone by starting my diet while we’re in quarantine lockdown,-1
"it's mom's new diet.  if you want a snack that badly, i say go for it.",72
can’t we just leave your mom’s holiday fruitcake out on the back porch this time?,-1
every year mom takes passover to a new level.,63
"hon, my mother really doesn't eat that much!",72
i guess someone must have swiped emma's yogurt again last week.,-1
this is the last time i ask your mother for anything.,-1
your mom will never make her way out of there!!!,-1
i'm missing the nuance here...what exactly is she trying to get across?,208
the way your mom is banging on that door...i’m thinking we need another couple of bear traps,-1
i guess your mother doesn’t want her secret recipe getting out.,34
so your mother really is coming,63
"you could have just written your name on the tub of ice cream, janet...",91
"you said you'd do anything for carbs, alice.",-1
i guess your mother found out i ate the last of her rocky road.,-1
i think your mother is trying to tell you something.,130
"i know brenda doesn’t like to sure her stuff, but this is going to extremes.",160
"negotiating is the key to a happy home. “fine, sarah. i’ll give my body to the bear traps, but you’ll have to feed me the last slice of cake once you pick the fridge locks.”",-1
so oprah says it worked for her?,-1
i know it looks cumbersome but mindi from book club lost 9 pounds the first week! and that was before the trap caught her leg!,174
are you sure this is how adele lost weight?,174
you sure it's just the chocolate your aunt's stashing?,-1
"it seems pretty drastic.
she is your mother...",16
watching your sister's kids again?,11
mom!  what’s for dinner? we’re starving..,-1
hmmm ... seems a little extreme for her to lose five pounds,174
mom was telling the truth when she said no more cookies!,-1
i really like this art piece -- for some reason it makes me think of your mother!,-1
her virtual school project was on virus prevention,41
mom's new diet. whad'ya think?,72
your mom really want us out of here.,96
she really was serious about not wanting to share that chocolate mousse cake.,-1
"so, margaret put on some pandemic pounds and...",77
mom's cooking was never 'to die for' anyway. let's just do take out.,232
hmmm ... i think mom’s been watching too many peckinpah movies.,-1
i guess mom's serious about buying on our groceries.,89
"goodness, janet.   is this really the way to diet during 
this pandemic?!",-1
mom is really determined to lose that covid15,-1
i see mom started her diet again.,72
when my wife wants to go out for dinner and i say we have plenty leftovers,-1
the speaker takes her ice cream collection seriously.,-1
karen needed to up her game if she was going to make it on american gladiator and those 2am kitchen raids weren’t helping either.,6
"she’s outdid herself this time, this is too artistic for a stress relief.",-1
"well, you did eat her plums.",9
... i heard her last renters were on a reality cooking show.,56
"the tiger must be behind that door -- let's 
look in a cupboard for the lady""",-1
"all right, all right. your mother can visit us now.",63
goldilocks said she saw the three bears,169
"this piece is a reflection on the encroaching threat of domestic ethnonationalism. i call it, ""summer bod ready.""",2
mom's lasagna?  it will be worth it.,-1
maybe mom is going overboard on the whole paleo diet thing...,-1
she did non-invasive gastric bypass.,334
she says she's over the tofu and now she wants pizza.,-1
"gee ,when your mom  puts your  food in quarantine , she’s hardcore.",41
"ok,maybe this new diet is a little extreme,but judy said she lost 10 pounds in less than 2 weeks!",174
one tiny criticism of your mother's cooking and...,232
"well, you can never say that mom wasn't serious about losing that extra 10 pounds...",72
"looks like mom bought chocolate gelato again.
noma edwards, bow, wa",-1
"uh,ok, that takes care of my mother . . .",-1
do you think susie will find out about her birthday surprise?,162
you could've just told my mother not to put her urine sample in the dairy drawer.,205
you should not have taken one of her yogurts.,-1
"when we were kids, tommy put coconut on her custard pie",172
"it seems impossible, but we both know your mother will waltz right through this.",-1
now there is no way i won’t be rocking a hot summer bod.,2
she's on a new diet.,103
"i know she's always sending mixed messages, but if you're really hungry, i'll ask mother for the keys.",-1
"your mom has struggled forever with those yo-yo diets, she'll love this!",72
"how would you feel about having one of these babies installed over your snatch? anyone tries to enter you without my permission--snap!--no more penis and no more threat to your feminine purity, which your slutty demeanor continually jeopardizes.",-1
it's where my mom hides the thin mints,-1
"this is extreme! your girlfriend on a ""no see food"", diet?",-1
i think we’re good here. mom is never going to get out of there.,96
ever since we moved out mom has taken her dieting a disturbing level.,72
all this over one missing girl scout cookie?,216
my mother only wanted a little midnight snack.,89
i think mom’s fitness coach may be overdoing it.,72
still want me to believe your mother said to make ourselves at home?,-1
"welp, that oughtta keep mom from ordering more vegan crap.",69
i guess brenda doesn't want us to use her milk.,205
"hon, i think you miss-read the expiration date--it couldn't possibly have been june 10, 1960",-1
she refuses to work with a sous-chef.,197
we have 30 min till she wakes up and another 12 min before she clears the obstacles. so... yeh 42 minutes.,-1
her anorexia has gotten worse.,103
i still doubt if this will keep your mother out.,-1
"yes susan, we just renovated the kitchen, its called antebellum farmhouse chic.",17
they say this is the first step to a killer summer bod,2
"did you have to go this far to stop my mother from snacking?""",89
"well, if your mother was willing to respect some boundaries, none of this would be necessary.",-1
so i think mom is trying to tell us something...,-1
how do we get to greece this summer?,2
at least mom’s new diet gives us an excuse not to help in the kitchen.,72
"the bear traps and spikes had their day, emily,  it was grand.  all im saying is that i much prefer, suffocating our victims in the freezer, whilst we fast.. .",65
"your mother likes her arugula, ya think?",340
i hate it when she starts a new diet.  i think this one is called “lumberjack keto”,103
"sure honey, your mom can come stay with us.",96
"oh, that's our other roommate. she gets a little obsessive about her diet sometimes, but she's great. you'll like her. and there's a deli right downstairs if you get hungry.",-1
i'm concerned mom's new diet plan may be a tad aggressive.,72
i told you not to hire her. her hands-off rule is not working for me.,105
it's the cat's revenge for us not giving her a sandwich... how funny. bella!,22
"she heard the term ""cold cash"" so she put her allowance in there.",49
we could really use the mother of dragons right now...,38
mom?  when’s lunch?,89
mom must be starting a new diet again,72
joanie's diet is really working. i wonder what her secret is.  she won't tell me.,103
i know it looks severe.......but my girlfriend swears she’s lost 15 pounds on this plan”,174
"watch your step, mom’s on a new diet called, “snap, crackle, stop”",-1
refrigerator? i hardly know her!,-1
"those girl scout cookies ended up costing us more than $4.00, that’s for sure!",216
i guess she isn't going to share the pumpkin roll huh?,-1
"let’s just do take-out.

denise bencivengo
hamilton, nj",0
"i not sure if this is what the doctor meant when she said to, ...get more iron""  kercaptio",-1
"i told you nick, we are too  old to continue living in mom's house",-1
these pregnancy cravings sure have her doing some weird stuff!,111
remember when mom had to force us to eat?,89
"on second thought, do you really think that one could hold your mother?",-1
how'd you get her out of the house?,222
jenny said she lost 10 pounds in a week.,174
under normal circumstances this would work as the best food suppressant ever but the flaw in this macabre set up is both karen and brad have cell phones with the  pizzeria on speed dial.,-1
"that ought to do it. unless, mom's a friend of harry potter.",199
"yeah, when mom's on a diet, mealtime is really a bummer.",72
"karen, can imagine 'food insecurity' now?",6
"i know your mom is stockpiling, but this seems like overkill",-1
i told you not to use her milk...,205
mom has gotten serious about making us fend for ourselves.,-1
"who did this to us, your mom or mine?",-1
"wow, it looks like karen is finally serious about trying to lose that extra quarantine weight!",-1
"apparently, quarantine at mom's was officially over.",41
mom forgot we can just order food with out phone,89
i see your mom is overprotective in other areas too.,-1
to think our daughter invented the booby trap!,87
"bye bye quarantine body, hello summer body.",41
there has to have been a better use for mom's stimulus check.,-1
this should finally cure aunt agatha’s midnight snacking.,70
maybe mom isn't really visiting her sister in akron.,63
think this will work before summer’s over?,2
"all right babe, your mother can visit again this summer. but if this doesn't work that is the end of it!",63
"if this doesn't stop our raids, she's threatened to take drastic steps.",-1
mom expecting company?,-1
mom did say we're lacking iron in our diet.,72
i guess sarah has finally had enough of us eating her strawberry chobani,-1
"wow, mom is really serious about that new diet this time.",72
"if this doesn’t keep her from going out with a mask, nothing will",97
turns out 2020 summer body is back on,2
i heard karen lost 15lbs on this diet...,174
i see karen came back to work today. .,6
just imagine if i’d taken her kombucha.,0
she’s dieting again,103
"aw shucks, susan. i guess we can’t have your amazing meat loaf tonight after all",17
"honey, i finally summer-proofed the kitchen from the kids.",2
mom just cleaned the kitchen. she said it's closed.,283
do you think mom’s trying to tell us something?,-1
this way you can tell lisa we'll definitely be at her party tonight.,319
when your mom says there’s food at home,89
hopefully this will get us throught the summer,2
will see if she confuses her butter with mine...,310
you should see my mother-in-law’s kitchen...”,283
i see your mother’s been by.,-1
has karen been here?,6
"it’s the only way, karen. no one expected the world to open back up in time for summer.",6
"- so, now what? shall i order pizza?

- i mean, laura, that wasn't really the point.",231
my girlfriend said we only have to leave the bear traps out for 3 days. she lost 7 pounds!,-1
"susan, we need to talk about your irrational fear of quiche...",17
sally and dan contemplate the lengths they’ll have to go through in order to disarm the kitchen after aunt mabel goes renegade,70
"poor thing, doesn’t know the beach will remain closed all summer",2
she said it was refined bespoke eclecticism meets horror death and despair,-1
"hmm, i guess karen didn’t get the meaning of a “lockdown”",6
mom said that we couldn’t get anymore snacks from the fridge but i didn’t thinks she’d take it this far,89
mom is taking this farm-to-table lifestyle very seriously,72
have you heard about sarah's discovery?,120
mom got wise as to why i came to visit her so often,63
.  your aunt morticia left these to you dear.,70
"doesn't seem fair to punish both of us for calling her ""alexa""",304
go ahead. you can totally do this.  all you need is some spandex & to channel catherine zeta-jones.,-1
where’s lassie when you need her?!?!,139
aunt sigourney swears she saw zuul again,-1
and she gave the keys to her lawyer,192
"actually,karen, i got the idea from your chastity belt.",6
summer cottage rental 2020,2
this is grandma trying to prevent looters.,14
she said it was the only place her zoom calls wouldn’t be interrupted.,-1
nice try mom  but we are going to get through,96
"and here we see marie kondos kitchen, after she told her family that the fridge *did not spark joy*",-1
i think my sister went a little overboard with the baby proofing,111
"i personally liked her other works, ‘social distancing’ and ‘work from home’",-1
i think grandma would like that one,14
"darling, this is from my mother to help you on your 56th diet attempt...",-1
"the realtor calls it ""nuevo masochism"". she says it's latest thing",56
"""let's get a mogwai she said, it'll be fun she said""",-1
i’m assuming this is her idea of a lockdown?,-1
"ah, this must be where mom keeps her wine.",66
"well, your mom said she needs to watch her diet when she visits next week...",72
"i know mom is serious about the diet this time, but does she expect the rest of us to starve?",72
do you think that maybe we went a tad overboard just to keep your mother on her diet ?,72
derek and sharon take their childproofing seriously.,-1
i heard grandma was taking coupons.,14
it's nice that she left the sink open... makes for an easier clean-up,-1
do you think she’ll get out again?,113
hmm... ladies first?,176
"alright. if she escapes before midnight tonight, then, yes, i agree: your dog is the greatest houdini-style refrigerator escape artist on the planet -- just as you've always claimed.",10
"mom's just been a little paranoid ever since zuul, the gatekeeper of gozer, abducted her and turned her into a snarling beast.",-1
so she is a vegan?,69
do you think mom is trying to send us a message?,-1
"in my mom's day, child-proofing the kitchen meant simply saying ""no.",283
a gift from your mother ?,-1
do you think your mother will be offended?,130
mom asked for help her with diet. did i overdo it?,72
i guess shirley really wanted that last piece of. pie.,147
no more midnight snacks for your mother!,89
i guess mom is serious about her diet this time.,72
wow mom was really meant no eating until dinner time.... ye and she’s also serious about us doing the dishes!!,89
i know it’s a radical diet plan. but karen said this one really works!,103
"looks like things just got real with mom's new diet.""",72
i thought mom liked having us around.,-1
"well,she has lost a lot of weight.",174
i thought she was doing paleo.  what is this one called?,354
i saw it on oprah. apparently it helps cut down on carbs and visits from your mother.,-1
"i'm guessing the room in the group house doesn't include kitchen privileges.

gail calabrese
burke, virginia",-1
my roommate died at her ideal weight of 123 pounds....but i'm still hoping to finesse her system somehow.,-1
she studied nutrition in north korea.,103
so your mom wants to eat out tonight?,-1
your mom's cheesecake is that good?,-1
"if you think this is scary, you should see how she protects the toilet paper.",230
mom is not joking about touching the brownies!,-1
"guess your mom's last diet was a bust,huh?",72
looks like mom is dieting again.,72
how did she get the bluefin tuna ?,15
"i might be wrong, but it looks like she is on a diet.",103
she wanted to go out to eat more.,9
couldn't your mother just hide the recipe box?,34
do you think your mother will buy it?,-1
martha swore by this diet.,-1
"you choose, it's your mother.",107
she's series about that secret recipe.,34
is this design by oprah winfrey or marie osmond?,-1
"that's all the time i had, your mom will be here in an hour. you think she'll still want to help in the kitchen?",283
i think mom is taking this new diet a little too serious.,72
it’s the melissa mccarthy kit.,83
or we could just suggest she loses a few pounds,174
...we were sure she would be a great housemate.,-1
"i just got the call to go back to work. i'll be on lunch break if you need a map and flash light.  susan thomson, omaha nebraska",-1
"i know your mother hates my cooking, but this is a little extreme.",232
so that's where she hid the last supply of yeast? humf! my zoom baking class starts at 4.,-1
your mom's cheat-proof diet plan won't stop her from going to mcdonalds .,72
mom's always said she's a visual learner.,-1
"she's never been before, but mom's going to her 25th high school reunion.",-1
your mother is always trying to get you to diet. did she stop in today?,72
mom was serious about no snacking before dinner.,89
i’m concerned that mom is taking her weight loss program to an extreme.,72
i guess mom is afraid we'll cheat on our diets while she's stuck in florida.,72
i still need to install the pit of doom. what time did you say your mother arrives?,-1
so i guess she was serious about stopping the midnight munchies,89
mom figured out this is where we get our groceries,89
your mom doesn't like my cooking.,232
"what if next time we just 
tell the babysit she can't take anything out of the fridge",-1
i bet this will be your mom’s last visit here.,63
"then she said ""mia casa es sua casa""",-1
now this should keep your mom out of my kitchen.,283
do you think she's on a diet or really doesn't want us to use the kitchen?,-1
mom said she wanted to be better prepared in the event of a second lockdown.,-1
then my sister told me about the houdini diet.,-1
"she claims to be hoodini's reincarnation.  when the leftovers run out,we shall see...",-1
okay mom,-1
i think that will keep your mother on her diet.,72
this is all your mother!! she trying to tell us we are getting fat!!,-1
she was very strict about her dieting.,103
now i get why your mother's doctor is so concerned about her sudden loss of weight.,72
it looks like mom quit her cognitive therapy group.,-1
are you having second thoughts yet about saying she can work from home?,-1
"i knew mom wanted to lose weight, but still...",72
a better death for her than through anorexia.,-1
do you think she is serious about dieting?,103
cheryl lost 15 lbs. on this new diet.,174
"well, at least grandma took away the crocodile.",-1
that should keep zuul in there until dana gets back.,-1
i truly hope your mom sleepwalks for her midnight snack...,89
"caroline keeps her nuvaring in there, eh?",-1
we can keep the food at my mom's house; it's the toilet paper that's important.,230
she's having trouble staying on her diet....,103
"yeah, well, mom always suspected you of eating her last magnum bar.",-1
what do you think she is trying to tell us?,208
it's been this way ever since mom joined both weightwatchers and noom!,72
she must have made lemon meringue,28
let's just say mom's commitment when dieting has been known to fluctuate over time.,72
"i said my mother eats like a pig, but this going too far.",-1
i think patricia’s diet is getting a little out of hand.,103
"well sweetheart, i think your mother means well...",-1
i see your mother is coming to visit - and rearrange everything again!,63
quarentining as a family apparently doesn't mean we can eat mom's cheesecake.,-1
mom's come back from shopping i see ...,-1
think she’s feeling used,-1
"when mom says the kitchen is closed, she really means it!",283
"even if the chocolate ganache is calling you, she can't get out.",-1
"well, she did say that it was the mother of all sourdough starters.",-1
"mom might love having us back, but her ""got ""obsession has just got to stop.",-1
"mom’s in the freezer, right?",-1
"good job,dear! alisa won't be able to grab her bottle without us knowing about it.",-1
"after the last attempt, mother has made sure we'll never cook for her again.",232
"wtf...you do know mcdonald's is a mile away, woman, get off my back",-1
naming our daughter goldilocks may have been a mistake.,-1
this dietician is much better than the one your mom used to have.,72
your mother has taken hoarding too far.,-1
do you think mom will notice?,-1
haha i’m glad women are the cooks...so try to have dinner ready for 7-7:30,9
"yeah,see i told you mom is getting very serious about her ""no snacking after dinner"" rule.",89
why does she buy chocolate cheesecake in the first place?,-1
"okay, you can invite your mother down, so long as she wears a mask and stay out of the cabinet with the toilet paper.",-1
your mother announcing her new diet?,72
marj says she's already lost 20 pounds.,174
looks like mom's trying a new diet,72
i guess mom is on another diet!,72
"i told you not to eat the last of mom's ""special"" brownies...",-1
looks like mom signed up for that weight watchers’ covid 19 special.,72
ya think this will stop mom's midnight sneak attack on the fridge?  or do we need to hire a security guard!,-1
"artistic,for sure.  but my mother will think you're criticizing her cooking.",-1
do you think mom is hinting at something?,-1
guess mom's serious about making it to sundown this yom kippur.,-1
are you sure she won't mind if i borrow some yeast?,-1
i see your mother cleaned the fridge.,-1
mother joined weightquashers,72
"this way, your mom won't keep raiding our wine stash. i'm not instacarting any more merlot.",-1
what time does your mother get here?,-1
you would think by now she had lost a couple pounds.,174
i guess mom was serious about not filling up on snacks before dinner.,89
my therapist thinks the reason i never learned to cook is that my mom was always a bit discouraging.,232
"but who asked you to put the ""die"" back in ""diet,"" denise?",103
even if your mother does get out of there...,-1
it looks like you're all ready for my mom's visit...,-1
"the problem is, harry, it doesn't look legit. my mother used to say a good kitchen is a good-looking kitchen.",283
mom wasn't kidding about the quarantine cookies.,-1
"”jeez, sharon. how was i supposed to know it was the kid’s birthday cake?",18
"when mom says ""stay out of my kitchen,"" she really means it!",283
i give her credit. our interior decorator did say she had a way to end midnight snacks.,89
"the mantra of stretch goals is central to the 'world of weighloss' ceo's summer re-launch, apparently...",2
"wow, i guess she was really serious about us not scratching the handles...",-1
i really didn’t think she’d get this angry about me eating the last of her quinoa.,9
"yeah, mom's lap band surgery didn't take.",-1
martha is a great maid but is a trifle strict about her kitchen.,24
"other than that, she's a dream roommate.",56
perhaps we should get your mother make one of  her favorite dishes?,-1
tell me again how many ants your mom saw.,70
mom’s really taking this hunter-gatherer diet seriously.,72
mom did watch that movie conspiracy theory a million times.,107
"i learned this from my mom, she did the same thing after my freshman year at college",-1
"the ""summer diet"" wiki-trail took you... where?",2
it's important that she knows we trust her while we're away for the weekend.,-1
'mom's gone vegan.',69
you think she left us a key?,192
the doctor told mom she needed more iron.,72
i think she's serious about her diet this time.,103
mom must be on strike again.,-1
she says now it’s gonna work.,-1
do you think mom wants us to wait 'til she gets home?,-1
how about just sending the kids to sleep over summer camp?,146
should we let mom know it was grampa dagwood?,130
you did say your mom’s peach cobbler was to die for.,122
i told you she was a weirdo...,-1
that should protect mom from the carbs while we're out,72
my mother is on her way!,-1
do you think your mom's diet has maybe gotten out of hand?,72
she's on this new jungle to table diet,103
your mom is very cautious.,267
i guess she noticed i ate her leftovers.,9
"so, you think mom doesn’t want us eating all the leftovers?",89
i guess mom is pretty serious about the diet this time.,72
do you think mom will get it?,-1
this should teach your mother to knock.,-1
good luck with “your” diet. i’ll be at my sisters place.,72
i wish she would give up escapology and just make dinner like other moms.,89
"so ... how long does your grandmother have to stay in the fridge?""
""until she apologizes.",-1
"looks like mom adult child proofed the kitchen.""",283
i see melania found a new use for her s&m props.,5
"if rachel thinks she will be able to get her applesauce, she can think again.",305
she said she was taking this diet seriously.,103
mom wasn't kidding when she said she was going on a di-et.,-1
your mom doesn't seem to like my cooking.,232
your new wife is definitely a high maintenance.,0
mom finally got the kitchen clean.,-1
"ann always said she had trouble with desserts, but....",-1
"i mean, she’s only 17 months old honey",-1
maybe grandma didn't go out of town.,14
harry requests we cut back on her roughage.,-1
"she’s only here until the zoo reopens. phase four, probably.",-1
"you have to look us in the eye again sometime, susan.",17
she pops up for the nature documentaries.,-1
i thought the new tenant said she  worked for zoom and often brought her work home.,56
maybe she'll eat shoots and leave.,9
"well, we have to feed her but the alternative was worse.",9
she identifies as a coffee table.,110
do you think she ate the coffee table?,110
"so you can go out and buy expensive art 'representing the struggle of our inner child during a time of pandemic', which i'm pretty sure are just the fevered crayon markings of a under-stimulated 5-year old, but i can't spend money to get rid of this damn load-bearing giraffe? has watching endless hgtv taught you nothing? damnit linda, i want a divorce... you can have the condo.",276
she usually leaves when animal planet is over.,-1
the architect really stuck her neck out with this new building design,-1
no mask but at least she knows to social distance.,97
she pays the rent for the apartment downstairs too,56
she's a rescue,-1
she asked me this morning why there is a fox news and no giraffe news.,276
that whole mess for two scrabbles on the wall! and she even didn't sign them!,114
it’s only ‘til we find her real parents.,-1
"well, she agreed on splitting the netflix suscription and there will be no holes in our room.",194
those poor guys on the first floor! all we have to do is feed her.,9
"that reminds me....your mother called.""",73
i wish she wouldn’t ignore us.,-1
when did she get a say in what we watch?,-1
"honestly janet, i thought neckdoor neighbour was just a typo on the lease!!",56
she does this every time wild kingdom airs.,-1
and i really can't explain how that hole follows her around.,-1
i remember when she was just a teething toy.,-1
"she just bought the building, act normal.",49
it’s when she’s not there is when the hole is a problem,-1
"yeah, but up here we only need to feed her.",9
"karen, i told you, the elephant was out of stock",6
"on the bright side, we just have to feed her.",9
"what am i supposed to do about it, sarah? she’s on the board of the co-op!",120
"no dear, i explicitly recall speaking with the woman from 
“welcome wagon,” not “circus wagon!”",-1
"in retrospect, it was a big mistake letting her in to watch tv with us when she was just a calf.",26
"if we place a few shrubs near the couch, she can feed herself while we're at work.",9
she just wants to watch the episode about her family on national geographic.,-1
martha from downstairs called. you were right - it’s lactose intolerant.,205
she's looking for the elephant in the room.,240
at least she won't bark when the doorbell rings.,-1
i’m a little worried that the condo association will find out now that she’s grown up.,56
i miss eva hesse.,113
i thought she said the hole would let a draft in.,272
"when the decorator suggested adding an animal print, i assumed she meant a rug or tapestry",180
i said we would watch her while they were away.,-1
it’s your turn to walk her.,339
i wish she'd just just get her own netflix account,194
"soon as rachel maddox is over, back down she goes.",-1
nah the landlord said we can’t move her—she’s load bearing.,56
"that reminds me, is your mother coming next week?",63
she adds a heightened sensibility to the space.,154
"ok, ok... i agree it's a lot of work to feed and water her, but just thing of the job our downstairs neighbors have to contend with.",9
"look on the bright side, we just have to feed her.",9
see? now she’s a ‘small pet.’,10
she identifies herself as a chihuahua so i guess it's fine,10
why does she always do this right when we sit down to watch tv?,182
i told you the realtor lied when she said these were 10ft ceilings,56
i' really wish we had read that letter before letting her mail it to santa.,-1
"out of africa"" is her favorite movie",-1
"i'm glad she has more neck room,but buying that unit downstairs is gonna kill us.",33
"you were right, she does tie the room together.",-1
i got the best part of the deal. my neighbor below cleans up after her.,244
"cheryl, where's our copy of the lease agreement?",56
i guess sheila in 9a got her therapy animal approved,10
"is she ours, or theirs?",-1
"i thought she wanted us to keep an eye on her roommate, not her ruminant.",56
i guess she broke through the grass ceiling,101
she instantly pops up every time savanna is mentioned on tv,182
"on the plus side, she does have beautiful eyelashes.",-1
i told you she was uneasy about staying alone in the car,-1
fred should have taken her back to the zoo before the virus lock down...,137
well at least all we have to do is feed her.,9
she is sitting down,256
she was tiny when this lockdown began.,85
it’s a saturday night. what do you say we feed her some beans?,-1
"omg karen, yes giraffe lives matter too, that isn’t the issue!",276
she said she would pop in sometime today.,-1
i say this is the better half susan.,17
how do you think eileen downstairs is doing getting the stains out of her carpet?,-1
the downstairs neighbor said she was expecting a tall order.,-1
"well, i must say i prefer her to the elephant we usually have in the room.",240
"either we move to the den, or we do like last night -- you push her head down  and i move the sofa. which is it?""",80
i had a hole in my life and she filled it.,-1
"i always tell you that the details are important, brenda",160
she was supposed to just stop by for coffee and now we’re quarantined,41
they want us switch her back to the dry food.,9
i heard her tell the super that it's illegal to ask what her disability is,-1
she’s really shattered the giraffe ceiling.,276
"well, she's quiet and the easement helps with the rent.",56
‘tall lives matter’ but she can’t even wear a mask? geez!,97
"look honey, your mother came over again.",-1
omg!  i haven't seen her since we were in the far side together.,-1
"yeah, but she's quiet and uses the other bathroom.",230
she really does go so well with our design aesthetic.,-1
"she's the president of our hoa, she doesn't have cable, and she can do what she wants.",-1
maybe we just give her our netflix password?,194
i'm more worried that she will find someone.,-1
i’m glad we’re not in the apartment below. all we have to do is feed her.,9
the landlord says it’s a support animal for the lady downstairs.,56
after we feed her we need to warn the folks down below.,9
she can't miss her soaps.,104
i thought she was more of a cat lady,22
"they say i rescued her, but really, she rescued me.  now i can't even see the news.",-1
"it's ""ruminant of champions"" week on jeopardy and she doesn't have cable.",182
... but does she have to sit right between us and the tv?,182
"sure, we've got to feed her, but downstairs has to clean up the messes",9
how will we know when she is house trained?,-1
it's your turn to go down and clean her box.,22
"they told me she was a pygmy giraffe, bred for city living. turns out there's no such thing.",276
i walked her this morning.  it’s your turn.,339
this might work better if she didn't insist on watching fox.,182
"i feel like it’s never about me, carol. everything centers around the stupid giraffe in the floor.",276
she said her name was alexa,304
she's clearly in the wrong neck of the woods,33
it’s nice to see female giraffes finally breaking the glass ceiling.,276
do you think she’s here to see the dermatologist as well?,-1
the neighbors pull her tail when we get too loud.,-1
looks like another female just broke through the glass ceiling.,101
she has our nose.,246
we got the good end of the deal.  all we have to do is feed her.,9
she’s obviously out of her neck of the woods,33
you tell her we want to change the channel.,182
i think her exact wording was ‘in the heart of an urban jungle.’,-1
she said cityscape views were a non-negotiable,-1
could she at least find a spot that didn't block the tv?,182
i think the ‘necks door neighbor’ joke has run its course barbara,234
"yes theres a giraffe in our living room....but my question, margaret, is why is there a hole in our floor?",276
"we do have to feed her, but at least we're not on the first floor",9
"okay, she’s nearly 18. the stuffy collection has got to go.",-1
you have to admit she does a good job watching the place.,-1
she's practicing for the glass ceiling,101
we've been to dozens of couple counselling sessions and she still won't address the giraffe in the room.,276
getting her here was a tall order.,-1
she has squatter’s rights over both units.,-1
she loves watching animal planet with us,-1
no potty training required. she's the perfect apartment pet.,-1
"they said ‘you’ll never domesticate a giraffe,’ but look how much she enjoys the british baking shows!",276
it's better than the downstairs unit. we just have to feed her.,9
i wish she would get her own netflix account.,194
she's obsessed with our dalmatian.,10
should we get her a mask?,97
"well, yes, it is hotter up here in the summer months, but honestly, i’m thankful to be on this end of it.",2
we should have let dr. and mrs. doolittle have the top floor.,64
she's trying to self-isolate from the herd of wildebeeste downstairs,-1
think about it. we're the lucky ones. all we have to do is feed her.,9
it was so nice of her to make us those paintings.,168
she was such a cute baby.,111
the neighbors owe us big time for guarding their giraffe this summer!,276
"that reminds me, do we have any peanuts? dave and julia elephant will be coming down for drinks a bit later.",-1
i told you that guys with the name of barnum and bailey renting the apartment below us made me nervous.,164
the neighbors say she's pooping fine.,-1
"we're on a 12-month lease, should we name her?",56
"janet, i love you. but your apartment’s turning into a real zoo.",56
i’m just saying it isn’t neighborly when she goes around calling us a pain in the neck.,33
i see bob and susan got a new pet.,17
