Occupation,Contests_Normal,Contests_Uncanny,Contests_Question,Contests_Total,Num_Normal,Num_Uncanny,Num_Question,Num_Total,Normal_Text,Uncanny_Text,Question_Text,Location
shot dropper,[],[],[],[],0,0,0,0,,,,
shot examiner,[],[],[],[],0,0,0,0,,,,
shot fireman,[],[],[],[],0,0,0,0,,,,
shot firer,[],[],[],[],0,0,0,0,,,,
shot grinder operator,[],[],[],[],0,0,0,0,,,,
shot hole driller,[],[],[],[],0,0,0,0,,,,
shot hole shooter,[],[],[],[],0,0,0,0,,,,
shot lighter,[],[],[],[],0,0,0,0,,,,
shot man,[],[],[],[],0,0,0,0,,,,
shot peening operator,[],[],[],[],0,0,0,0,,,,
shot polisher,[],[],[],[],0,0,0,0,,,,
shotblast operator,[],[],[],[],0,0,0,0,,,,
shotblaster,[],[],[],[],0,0,0,0,,,,
shotgun shell loading machine operator,[],[],[],[],0,0,0,0,,,,
shotweld operator,[],[],[],[],0,0,0,0,,,,
shoulder joiner,[],[],[],[],0,0,0,0,,,,
shove up,[],[],[],[],0,0,0,0,,,,
shovel man,[],[],[],[],0,0,0,0,,,,
shovel oiler,[],[],[],[],0,0,0,0,,,,
shovel operator,[],[],[],[],0,0,0,0,,,,
shoveler,[],[],[],[],0,0,0,0,,,,
shover,[],[],[],[],0,0,0,0,,,,
show card letterer,[],[],[],[],0,0,0,0,,,,
show card writer,[],[],[],[],0,0,0,0,,,,
show director party plan sale,[],[],[],[],0,0,0,0,,,,
show dog trainer,[],[],[],[],0,0,0,0,,,,
show girl,[],[],[],[],0,0,0,0,,,,
show horse driver,[],[],[],[],0,0,0,0,,,,
show host or hostes,[],[],[],[],0,0,0,0,,,,
showcase maker,[],[],[],[],0,0,0,0,,,,
showcase trimmer,[],[],[],[],0,0,0,0,,,,
shower attendant,[],[],[],[],0,0,0,0,,,,
shower maid,[],[],[],[],0,0,0,0,,,,
showman,[],[],[],[],0,0,0,0,,,,
shredded filler hopper feeder,[],[],[],[],0,0,0,0,,,,
shredder,[136],[136],[],[136],1,1,0,1,,,,
shredder tender,[],[],[],[],0,0,0,0,,,,
shredding floor equipment operator,[],[],[],[],0,0,0,0,,,,
shrimp cleaner,[],[],[],[],0,0,0,0,,,,
shrimp header,[],[],[],[],0,0,0,0,,,,
shrimp packer,[],[],[],[],0,0,0,0,,,,
shrimp peeler,[],[],[],[],0,0,0,0,,,,
shrimp peeling machine operator,[],[],[],[],0,0,0,0,,,,
shrimp picker,[],[],[],[],0,0,0,0,,,,
shrimp pond laborer,[],[],[],[],0,0,0,0,,,,
shrimp trawler,[],[],[],[],0,0,0,0,,,,
shrimper,[],[],[],[],0,0,0,0,,,,
shrinker,[],[],[],[],0,0,0,0,,,,
shrinking machine operator,[],[],[],[],0,0,0,0,,,,
shroud maker,[],[],[],[],0,0,0,0,,,,
shrouder,[],[],[],[],0,0,0,0,,,,
shroudman,[],[],[],[],0,0,0,0,,,,
shrub planter,[],[],[],[],0,0,0,0,,,,
shuffle board operator,[],[],[],[],0,0,0,0,,,,
shut off man,[],[],[],[],0,0,0,0,,,,
shuttle buggy operator,[],[],[],[],0,0,0,0,,,,
shuttle car operator,[],[],[],[],0,0,0,0,,,,
shuttle driver driving person,[],[],[],[],0,0,0,0,,,,
shuttle filler,[],[],[],[],0,0,0,0,,,,
shuttle fixer,[],[],[],[],0,0,0,0,,,,
shuttle hand,[],[],[],[],0,0,0,0,,,,
shuttle maker,[],[],[],[],0,0,0,0,,,,
shuttle operator,[],[],[],[],0,0,0,0,,,,
shuttle spotter,[],[],[],[],0,0,0,0,,,,
shuttler,[],[],[],[],0,0,0,0,,,,
side door man,[],[],[],[],0,0,0,0,,,,
side laster,[],[],[],[],0,0,0,0,,,,
side sawyer,[],[],[],[],0,0,0,0,,,,
side seam machine operator,[],[],[],[],0,0,0,0,,,,
side stitching machine operator,[],[],[],[],0,0,0,0,,,,
sider,[],[],[],[],0,0,0,0,,,,
siderographer,[],[],[],[],0,0,0,0,,,,
siderographist,[],[],[],[],0,0,0,0,,,,
siding applicator,[],[],[],[],0,0,0,0,,,,
siene maker,[],[],[],[],0,0,0,0,,,,
sieve grader tender,[],[],[],[],0,0,0,0,,,,
sifter,[],[],[],[],0,0,0,0,,,,
sifting operator,[],[],[],[],0,0,0,0,,,,
sight effects specialist,[],[],[],[],0,0,0,0,,,,
sight mounter,[],[],[],[],0,0,0,0,,,,
sign artist,[],[],[],[],0,0,0,0,,,,
sign board erector,[],[],[],[],0,0,0,0,,,,
sign builder,[],[],[],[],0,0,0,0,,,,
sign carpenter,[],[],[],[],0,0,0,0,,,,
sign designer,[],[],[],[],0,0,0,0,,,,
sign erector,[],[],[],[],0,0,0,0,,,,
sign hanger,[],[],[],[],0,0,0,0,,,,
sign holder,[],[],[],[],0,0,0,0,,,,
sign installer,[],[],[],[],0,0,0,0,,,,
sign letterer,[],[],[],[],0,0,0,0,,,,
sign machine operator printing,[],[],[],[],0,0,0,0,,,,
sign maintenance,[],[],[],[],0,0,0,0,,,,
sign out clerk,[],[],[],[],0,0,0,0,,,,
sign painter,[],[],[],[],0,0,0,0,,,,
sign poster exc posting,[],[],[],[],0,0,0,0,,,,
sign poster posting,[],[],[],[],0,0,0,0,,,,
sign spinner,[],[],[],[],0,0,0,0,,,,
sign twirler,[],[],[],[],0,0,0,0,,,,
sign wirer,[],[],[],[],0,0,0,0,,,,
sign writer hand,[],[],[],[],0,0,0,0,,,,
sign writer letterer or painter,[],[],[],[],0,0,0,0,,,,
sign writer machine,[],[],[],[],0,0,0,0,,,,
signal constructor,[],[],[],[],0,0,0,0,,,,
signal fitter,[],[],[],[],0,0,0,0,,,,
signal maintainer,[],[],[],[],0,0,0,0,,,,
signal operator,[],[],[],[],0,0,0,0,,,,
signal tester,[],[],[],[],0,0,0,0,,,,
signal timer,[],[],[],[],0,0,0,0,,,,
signal tower director,[],[],[],[],0,0,0,0,,,,
signal tower operator,[],[],[],[],0,0,0,0,,,,
signal wirer,[],[],[],[],0,0,0,0,,,,
signaler,[],[],[],[],0,0,0,0,,,,
silica filter operator,[],[],[],[],0,0,0,0,,,,
silica spray mixer,[],[],[],[],0,0,0,0,,,,
silicator,[],[],[],[],0,0,0,0,,,,
silk blocker,[],[],[],[],0,0,0,0,,,,
silk conditioner,[],[],[],[],0,0,0,0,,,,
silk finisher,[],[],[],[],0,0,0,0,,,,
silk hanger,[],[],[],[],0,0,0,0,,,,
silk opener,[],[],[],[],0,0,0,0,,,,
silk presser,[],[],[],[],0,0,0,0,,,,
silk printer,[],[],[],[],0,0,0,0,,,,
silk screen cutter,[],[],[],[],0,0,0,0,,,,
silk screen etcher,[],[],[],[],0,0,0,0,,,,
silk screen operator,[],[],[],[],0,0,0,0,,,,
silk screen printer,[],[],[],[],0,0,0,0,,,,
silk screen processor,[],[],[],[],0,0,0,0,,,,
silk screener,[],[],[],[],0,0,0,0,,,,
silk snapper,[],[],[],[],0,0,0,0,,,,
silk soaker,[],[],[],[],0,0,0,0,,,,
silk spooler,[],[],[],[],0,0,0,0,,,,
silk spotter,[],[],[],[],0,0,0,0,,,,
silk spreader,[],[],[],[],0,0,0,0,,,,
silk trimmer,[],[],[],[],0,0,0,0,,,,
silk washing machine operator,[],[],[],[],0,0,0,0,,,,
silk weaver,[],[],[],[],0,0,0,0,,,,
silk winding machine operator,[],[],[],[],0,0,0,0,,,,
silk worker,[],[],[],[],0,0,0,0,,,,
silker,[],[],[],[],0,0,0,0,,,,
sill worker,[],[],[],[],0,0,0,0,,,,
silo erector,[],[],[],[],0,0,0,0,,,,
silo filler,[],[],[],[],0,0,0,0,,,,
silo man,[],[],[],[],0,0,0,0,,,,
silo operator,[],[],[],[],0,0,0,0,,,,
silo painter,[],[],[],[],0,0,0,0,,,,
silo tender,[],[],[],[],0,0,0,0,,,,
silver brazer,[],[],[],[],0,0,0,0,,,,
silver buffer,[],[],[],[],0,0,0,0,,,,
silver chaser,[],[],[],[],0,0,0,0,,,,
silver cleaner,[],[],[],[],0,0,0,0,,,,
silver designer,[],[],[],[],0,0,0,0,,,,
silver lap machine tender,[],[],[],[],0,0,0,0,,,,
silver miner blasting,[],[],[],[],0,0,0,0,,,,
silver miner exc blasting,[],[],[],[],0,0,0,0,,,,
silver plater,[],[],[],[],0,0,0,0,,,,
silver solderer,[],[],[],[],0,0,0,0,,,,
silver solution mixer,[],[],[],[],0,0,0,0,,,,
silver spray worker,[],[],[],[],0,0,0,0,,,,
silver steward,[],[],[],[],0,0,0,0,,,,
silver stripper machine,[],[],[],[],0,0,0,0,,,,
silver wrapper,[],[],[],[],0,0,0,0,,,,
silverer,[],[],[],[],0,0,0,0,,,,
silvering applicator,[],[],[],[],0,0,0,0,,,,
silverware buffer,[],[],[],[],0,0,0,0,,,,
silverware cleaner,[],[],[],[],0,0,0,0,,,,
silviculturist,[],[],[],[],0,0,0,0,,,,
simonizer,[],[],[],[],0,0,0,0,,,,
simplex operator,[],[],[],[],0,0,0,0,,,,
simplex printer installer,[],[],[],[],0,0,0,0,,,,
singe machine operator,[],[],[],[],0,0,0,0,,,,
singer hand,[],[],[],[],0,0,0,0,,,,
singing messenger,[],[],[],[],0,0,0,0,,,,
singing waiter or waitres,[],[],[],[],0,0,0,0,,,,
single needle operator,[],[],[],[],0,0,0,0,,,,
single spindle drill press set up operator,[],[],[],[],0,0,0,0,,,,
single stayer operator,[],[],[],[],0,0,0,0,,,,
sink maker,[],[],[],[],0,0,0,0,,,,
sinker winder,[],[],[],[],0,0,0,0,,,,
sinter feeder,[],[],[],[],0,0,0,0,,,,
sinter machine operator,[],[],[],[],0,0,0,0,,,,
sinter press operator,[],[],[],[],0,0,0,0,,,,
siphon operator,[],[],[],[],0,0,0,0,,,,
sister superior,[],[],[],[],0,0,0,0,,,,
site leasing agent,[],[],[],[],0,0,0,0,,,,
site planner,[],[],[],[],0,0,0,0,,,,
site promotion agent,[],[],[],[],0,0,0,0,,,,
sitter certified nurse aide,[],[],[],[],0,0,0,0,,,,
sitter child care,[],[],[],[],0,0,0,0,,,,
sitter dog or animal,[],[],[],[],0,0,0,0,,,,
sitter exc animal or child care or patient or hha or cna,[],[],[],[],0,0,0,0,,,,
sitter home health aide,[],[],[],[],0,0,0,0,,,,
sitter patient,[],[],[],[],0,0,0,0,,,,
size changer,[],[],[],[],0,0,0,0,,,,
size maker,[],[],[],[],0,0,0,0,,,,
size marker,[],[],[],[],0,0,0,0,,,,
size mixer,[],[],[],[],0,0,0,0,,,,
size painter,[],[],[],[],0,0,0,0,,,,
size roller operator,[],[],[],[],0,0,0,0,,,,
size stamper,[],[],[],[],0,0,0,0,,,,
size worker,[],[],[],[],0,0,0,0,,,,
sizer hand,[],[],[],[],0,0,0,0,,,,
sizer,[],[],[],[],0,0,0,0,,,,
sizing machine operator,[],[],[],[],0,0,0,0,,,,
skate hop,[],[],[],[],0,0,0,0,,,,
skate maker,[],[],[],[],0,0,0,0,,,,
skate shop attendant,[],[],[],[],0,0,0,0,,,,
skateboarder,[],[],[],[],0,0,0,0,,,,
skater,[],[],[],[],0,0,0,0,,,,
skatesman,[],[],[],[],0,0,0,0,,,,
skeet operator,[],[],[],[],0,0,0,0,,,,
skein bander,[],[],[],[],0,0,0,0,,,,
skein bleacher,[],[],[],[],0,0,0,0,,,,
skein drier,[],[],[],[],0,0,0,0,,,,
skein dyer,[],[],[],[],0,0,0,0,,,,
skein spooler,[],[],[],[],0,0,0,0,,,,
skein straightener,[],[],[],[],0,0,0,0,,,,
skein tier,[],[],[],[],0,0,0,0,,,,
skein washer,[],[],[],[],0,0,0,0,,,,
skein winder,[],[],[],[],0,0,0,0,,,,
skein yard drier,[],[],[],[],0,0,0,0,,,,
skein yarn dyer,[],[],[],[],0,0,0,0,,,,
skeiner,[],[],[],[],0,0,0,0,,,,
sketch artist,[],[],[],[],0,0,0,0,,,,
sketch maker,[],[],[],[],0,0,0,0,,,,
sketcher,[],[],[],[],0,0,0,0,,,,
skewer up,[],[],[],[],0,0,0,0,,,,
ski base trimmer,[],[],[],[],0,0,0,0,,,,
ski lift attendant,[],[],[],[],0,0,0,0,,,,
ski maker exc wood,[],[],[],[],0,0,0,0,,,,
ski maker wood,[],[],[],[],0,0,0,0,,,,
ski patrol,[],[],[],[],0,0,0,0,,,,
ski resort manager,[],[],[],[],0,0,0,0,,,,
ski topper,[],[],[],[],0,0,0,0,,,,
ski tow operator,[],[],[],[],0,0,0,0,,,,
skiagrapher,[],[],[],[],0,0,0,0,,,,
skid adzer,[],[],[],[],0,0,0,0,,,,
skid man,[],[],[],[],0,0,0,0,,,,
skid road man,[],[],[],[],0,0,0,0,,,,
skid strapper,[],[],[],[],0,0,0,0,,,,
skid wrapper,[],[],[],[],0,0,0,0,,,,
skidder,[],[],[],[],0,0,0,0,,,,
skidder driver,[],[],[],[],0,0,0,0,,,,
skidder lever operator,[],[],[],[],0,0,0,0,,,,
skidder loader,[],[],[],[],0,0,0,0,,,,
skidder operator,[],[],[],[],0,0,0,0,,,,
skidder runner,[],[],[],[],0,0,0,0,,,,
skidway man,[],[],[],[],0,0,0,0,,,,
skier,[],[],[],[],0,0,0,0,,,,
skiff operator,[],[],[],[],0,0,0,0,,,,
skilled laborer,[],[],[],[],0,0,0,0,,,,
skimmer,[],[],[],[],0,0,0,0,,,,
skin care technician,[],[],[],[],0,0,0,0,,,,
skin colerer,[],[],[],[],0,0,0,0,,,,
skin diver,[],[],[],[],0,0,0,0,,,,
skin drier,[],[],[],[],0,0,0,0,,,,
skin fitter,[],[],[],[],0,0,0,0,,,,
skin former,[],[],[],[],0,0,0,0,,,,
skin grader,[],[],[],[],0,0,0,0,,,,
skin installer,[],[],[],[],0,0,0,0,,,,
skin pass operator,[],[],[],[],0,0,0,0,,,,
skin piler,[],[],[],[],0,0,0,0,,,,
skin specialist,[],[],[],[],0,0,0,0,,,,
skin tanner,[],[],[],[],0,0,0,0,,,,
skin toggler,[],[],[],[],0,0,0,0,,,,
skin washer,[],[],[],[],0,0,0,0,,,,
skinner pelt,[],[],[],[],0,0,0,0,,,,
skinner,[],[],[],[],0,0,0,0,,,,
skinning machine feeder,[],[],[],[],0,0,0,0,,,,
skip hoist operator,[],[],[],[],0,0,0,0,,,,
skip load driver,[],[],[],[],0,0,0,0,,,,
skip loader,[],[],[],[],0,0,0,0,,,,
skip locator,[],[],[],[],0,0,0,0,,,,
skip miner blasting,[],[],[],[],0,0,0,0,,,,
skip miner exc blasting,[],[],[],[],0,0,0,0,,,,
skip operator,[],[],[],[],0,0,0,0,,,,
skip pitman,[],[],[],[],0,0,0,0,,,,
skip tender,[],[],[],[],0,0,0,0,,,,
skip tracer,[],[],[],[],0,0,0,0,,,,
skirt maker,[],[],[],[],0,0,0,0,,,,
skirt trimmer,[],[],[],[],0,0,0,0,,,,
skiver,[],[],[],[],0,0,0,0,,,,
skiving machine operator,[],[],[],[],0,0,0,0,,,,
skoog machine operator,[],[],[],[],0,0,0,0,,,,
skoog operator,[],[],[],[],0,0,0,0,,,,
skoog patching machine operator,[],[],[],[],0,0,0,0,,,,
skull chopper,[],[],[],[],0,0,0,0,,,,
skull grinder,[],[],[],[],0,0,0,0,,,,
skull splitter,[],[],[],[],0,0,0,0,,,,
skycap,[],[],[],[],0,0,0,0,,,,
slab depiler operator,[],[],[],[],0,0,0,0,,,,
slab grinder,[],[],[],[],0,0,0,0,,,,
slab puller,[],[],[],[],0,0,0,0,,,,
slab stripper,[],[],[],[],0,0,0,0,,,,
slab tripper,[],[],[],[],0,0,0,0,,,,
slab worker,[],[],[],[],0,0,0,0,,,,
slabber,[],[],[],[],0,0,0,0,,,,
slack cooper,[],[],[],[],0,0,0,0,,,,
slacker,[],[],[],[],0,0,0,0,,,,
slackline operator,[],[],[],[],0,0,0,0,,,,
slackman,[],[],[],[],0,0,0,0,,,,
slag dumper,[],[],[],[],0,0,0,0,,,,
slag motor operator,[],[],[],[],0,0,0,0,,,,
slag skimmer,[],[],[],[],0,0,0,0,,,,
slag wheeler,[],[],[],[],0,0,0,0,,,,
slag worker,[],[],[],[],0,0,0,0,,,,
slagger,[],[],[],[],0,0,0,0,,,,
slaker,[],[],[],[],0,0,0,0,,,,
slash trimmer,[],[],[],[],0,0,0,0,,,,
slasher,[],[],[],[],0,0,0,0,,,,
slasher hand,[],[],[],[],0,0,0,0,,,,
slasher machine operator,[],[],[],[],0,0,0,0,,,,
slasher operator,[],[],[],[],0,0,0,0,,,,
slasher runner,[],[],[],[],0,0,0,0,,,,
slasher tender,[],[],[],[],0,0,0,0,,,,
slat basket maker,[],[],[],[],0,0,0,0,,,,
slat twister,[],[],[],[],0,0,0,0,,,,
slate cutter,[],[],[],[],0,0,0,0,,,,
slate handler,[],[],[],[],0,0,0,0,,,,
slate picker,[],[],[],[],0,0,0,0,,,,
slate roofer,[],[],[],[],0,0,0,0,,,,
slate roofer helper,[],[],[],[],0,0,0,0,,,,
slate splitter,[],[],[],[],0,0,0,0,,,,
slate trimmer,[],[],[],[],0,0,0,0,,,,
slate worker,[],[],[],[],0,0,0,0,,,,
slater,[],[],[],[],0,0,0,0,,,,
sled maker,[],[],[],[],0,0,0,0,,,,
sledger,[],[],[],[],0,0,0,0,,,,
sleeping car conductor,[],[],[],[],0,0,0,0,,,,
sleeping car porter,[],[],[],[],0,0,0,0,,,,
sleeping car service attendant,[],[],[],[],0,0,0,0,,,,
sleeve fixer,[],[],[],[],0,0,0,0,,,,
sleeve ironer,[],[],[],[],0,0,0,0,,,,
sleeve maker,[],[],[],[],0,0,0,0,,,,
sleeve presser operator,[],[],[],[],0,0,0,0,,,,
sleeve setter,[],[],[],[],0,0,0,0,,,,
sleeve sewer,[],[],[],[],0,0,0,0,,,,
sleeve worker,[],[],[],[],0,0,0,0,,,,
sleever,[],[],[],[],0,0,0,0,,,,
slicer,[],[],[],[],0,0,0,0,,,,
slicing machine operator,[],[],[],[],0,0,0,0,,,,
slicker,[],[],[],[],0,0,0,0,,,,
slide machine tender,[],[],[],[],0,0,0,0,,,,
slide maker,[],[],[],[],0,0,0,0,,,,
slime plant operator,[],[],[],[],0,0,0,0,,,,
sling operator,[],[],[],[],0,0,0,0,,,,
slinger,[],[],[],[],0,0,0,0,,,,
slip box changer,[],[],[],[],0,0,0,0,,,,
slip cover cutter,[],[],[],[],0,0,0,0,,,,
slip cover maker,[],[],[],[],0,0,0,0,,,,
slip cover operator,[],[],[],[],0,0,0,0,,,,
slip cover seamstres,[],[],[],[],0,0,0,0,,,,
slip cover sewer,[],[],[],[],0,0,0,0,,,,
slip dumper,[],[],[],[],0,0,0,0,,,,
slip feeder,[],[],[],[],0,0,0,0,,,,
slip filler,[],[],[],[],0,0,0,0,,,,
slip maker,[],[],[],[],0,0,0,0,,,,
slip mixer,[],[],[],[],0,0,0,0,,,,
slip presser,[],[],[],[],0,0,0,0,,,,
slip sheeter,[],[],[],[],0,0,0,0,,,,
slip tender,[],[],[],[],0,0,0,0,,,,
slipman,[],[],[],[],0,0,0,0,,,,
slipper,[206],[],[206],[206],1,0,1,1,,,,
slipper maker,[],[],[],[],0,0,0,0,,,,
slitter cut off operator,[],[],[],[],0,0,0,0,,,,
slitter hand,[],[],[],[],0,0,0,0,,,,
slitter scorer,[],[],[],[],0,0,0,0,,,,
slitter service,[],[],[],[],0,0,0,0,,,,
slitter setter,[],[],[],[],0,0,0,0,,,,
slitter,[],[],[],[],0,0,0,0,,,,
slitting machine operator,[],[],[],[],0,0,0,0,,,,
sliver cutter,[],[],[],[],0,0,0,0,,,,
sliver lap tender,[],[],[],[],0,0,0,0,,,,
sliver lapper,[],[],[],[],0,0,0,0,,,,
sloop captain,[],[],[],[],0,0,0,0,,,,
slope runner,[],[],[],[],0,0,0,0,,,,
slope tender,[],[],[],[],0,0,0,0,,,,
sloper,[],[],[],[],0,0,0,0,,,,
slot attendant,[],[],[],[],0,0,0,0,,,,
slot editor,[],[],[],[],0,0,0,0,,,,
slot floor person,[],[],[],[],0,0,0,0,,,,
slot floor supervisor,[],[],[],[],0,0,0,0,,,,
slot host,[],[],[],[],0,0,0,0,,,,
slot key person,[],[],[],[],0,0,0,0,,,,
slot machine floor person,[],[],[],[],0,0,0,0,,,,
slot machine key person,[],[],[],[],0,0,0,0,,,,
slot operations director,[],[],[],[],0,0,0,0,,,,
slot router,[],[],[],[],0,0,0,0,,,,
slot shift manager,[],[],[],[],0,0,0,0,,,,
slot tag inserter,[],[],[],[],0,0,0,0,,,,
slots operations director,[],[],[],[],0,0,0,0,,,,
slotter operator,[],[],[],[],0,0,0,0,,,,
slubber,[],[],[],[],0,0,0,0,,,,
slubber hand,[],[],[],[],0,0,0,0,,,,
slubber machine operator,[],[],[],[],0,0,0,0,,,,
slubber operator,[],[],[],[],0,0,0,0,,,,
slubber runner,[],[],[],[],0,0,0,0,,,,
slubber tender,[],[],[],[],0,0,0,0,,,,
sludge mill operator,[],[],[],[],0,0,0,0,,,,
slug press operator,[],[],[],[],0,0,0,0,,,,
slugger,[],[],[],[],0,0,0,0,,,,
sluice tender,[],[],[],[],0,0,0,0,,,,
slumber room attendant,[],[],[],[],0,0,0,0,,,,
slunk skin curer,[],[],[],[],0,0,0,0,,,,
slurry blender,[],[],[],[],0,0,0,0,,,,
slurry control tender,[],[],[],[],0,0,0,0,,,,
slurry man,[],[],[],[],0,0,0,0,,,,
slurry mixer,[],[],[],[],0,0,0,0,,,,
slurry tank operator,[],[],[],[],0,0,0,0,,,,
slurry tank tender,[],[],[],[],0,0,0,0,,,,
small animal veterinarian,[],[],[],[],0,0,0,0,,,,
small engine specialist,[],[],[],[],0,0,0,0,,,,
small gang crew chief,[],[],[],[],0,0,0,0,,,,
small order cutter,[],[],[],[],0,0,0,0,,,,
smash fixer,[],[],[],[],0,0,0,0,,,,
smash hand,[],[],[],[],0,0,0,0,,,,
smash piecer,[],[],[],[],0,0,0,0,,,,
smasher hand,[],[],[],[],0,0,0,0,,,,
smelter,[],[],[],[],0,0,0,0,,,,
smelter charger,[],[],[],[],0,0,0,0,,,,
smelter liner,[],[],[],[],0,0,0,0,,,,
smelter operator,[],[],[],[],0,0,0,0,,,,
smocker,[],[],[],[],0,0,0,0,,,,
smoke chaser,[],[],[],[],0,0,0,0,,,,
smoke eater,[],[],[],[],0,0,0,0,,,,
smoke jumper,[],[],[],[],0,0,0,0,,,,
smoke room operator,[],[],[],[],0,0,0,0,,,,
smoke tester,[],[],[],[],0,0,0,0,,,,
smoked meat preparer,[],[],[],[],0,0,0,0,,,,
smokehouse worker,[],[],[],[],0,0,0,0,,,,
smoking pipe liner,[],[],[],[],0,0,0,0,,,,
smoking pipe maker,[],[],[],[],0,0,0,0,,,,
smoother,[],[],[],[],0,0,0,0,,,,
smudge pot operator,[],[],[],[],0,0,0,0,,,,
smudger,[],[],[],[],0,0,0,0,,,,
smutter,[],[],[],[],0,0,0,0,,,,
snack bar attendant,[],[],[],[],0,0,0,0,,,,
snack bar cashier,[],[],[],[],0,0,0,0,,,,
snack bar cook,[],[],[],[],0,0,0,0,,,,
snag grinder,[],[],[],[],0,0,0,0,,,,
snagger,[],[],[],[],0,0,0,0,,,,
snailer,[],[],[],[],0,0,0,0,,,,
snake charmer,[],[],[],[],0,0,0,0,,,,
snaker driving horse,[],[],[],[],0,0,0,0,,,,
snaker tractor driver,[],[],[],[],0,0,0,0,,,,
snap machine operator,[],[],[],[],0,0,0,0,,,,
snap shearer,[],[],[],[],0,0,0,0,,,,
snapper,[],[],[],[],0,0,0,0,,,,
sneller,[],[],[],[],0,0,0,0,,,,
sniper,[],[],[],[],0,0,0,0,,,,
snout puller,[],[],[],[],0,0,0,0,,,,
snow blower,[],[],[],[],0,0,0,0,,,,
snow fence erector,[],[],[],[],0,0,0,0,,,,
snow maker,[],[],[],[],0,0,0,0,,,,
snow plow operator,[],[],[],[],0,0,0,0,,,,
snow shoveler,[],[],[],[],0,0,0,0,,,,
snubber,[],[],[],[],0,0,0,0,,,,
snuff grinder,[],[],[],[],0,0,0,0,,,,
snuff maker,[],[],[],[],0,0,0,0,,,,
soaker,[],[],[],[],0,0,0,0,,,,
soaking pit operator,[],[],[],[],0,0,0,0,,,,
soaking room operator,[],[],[],[],0,0,0,0,,,,
soaking tank worker,[],[],[],[],0,0,0,0,,,,
soap boiler,[],[],[],[],0,0,0,0,,,,
soap drier tender,[],[],[],[],0,0,0,0,,,,
soap grinder,[],[],[],[],0,0,0,0,,,,
soap mixer,[],[],[],[],0,0,0,0,,,,
soap tender,[],[],[],[],0,0,0,0,,,,
soaper,[],[],[],[],0,0,0,0,,,,
soapstoner,[],[],[],[],0,0,0,0,,,,
social contact worker,[],[],[],[],0,0,0,0,,,,
social director,[],[],[],[],0,0,0,0,,,,
social economist,[],[],[],[],0,0,0,0,,,,
social engineer,[],[],[],[],0,0,0,0,,,,
social insurance administrator,[],[],[],[],0,0,0,0,,,,
social insurance adviser,[],[],[],[],0,0,0,0,,,,
social insurance analyst,[],[],[],[],0,0,0,0,,,,
social insurance specialist,[],[],[],[],0,0,0,0,,,,
social media specialist,[],[],[],[],0,0,0,0,,,,
social psychologist,[],[],[],[],0,0,0,0,,,,
social science manager,[],[],[],[],0,0,0,0,,,,
social science,[],[],[],[],0,0,0,0,,,,
social scientist,[],[],[],[],0,0,0,0,,,,
social secretary,[],[],[],[],0,0,0,0,,,,
social security specialist,[],[],[],[],0,0,0,0,,,,
social service director,[],[],[],[],0,0,0,0,,,,
social service worker,[],[],[],[],0,0,0,0,,,,
social work administrator,[],[],[],[],0,0,0,0,,,,
society editor,[],[],[],[],0,0,0,0,,,,
society reporter,[],[],[],[],0,0,0,0,,,,
sock boarder,[],[],[],[],0,0,0,0,,,,
sock liner,[],[],[],[],0,0,0,0,,,,
sock mender,[],[],[],[],0,0,0,0,,,,
sock turner,[],[],[],[],0,0,0,0,,,,
sod contractor,[],[],[],[],0,0,0,0,,,,
sod cutter,[],[],[],[],0,0,0,0,,,,
sod layer,[],[],[],[],0,0,0,0,,,,
sod stripper,[],[],[],[],0,0,0,0,,,,
soda clerk,[],[],[],[],0,0,0,0,,,,
soda column operator,[],[],[],[],0,0,0,0,,,,
soda dialyzer,[],[],[],[],0,0,0,0,,,,
soda dispenser,[],[],[],[],0,0,0,0,,,,
soda fountain clerk,[],[],[],[],0,0,0,0,,,,
soda fountain operator,[],[],[],[],0,0,0,0,,,,
soda jerker,[],[],[],[],0,0,0,0,,,,
soda maker,[],[],[],[],0,0,0,0,,,,
soda room operator,[],[],[],[],0,0,0,0,,,,
soda tester,[],[],[],[],0,0,0,0,,,,
sodder,[],[],[],[],0,0,0,0,,,,
soft boarder,[],[],[],[],0,0,0,0,,,,
soft crab shedder,[],[],[],[],0,0,0,0,,,,
soft shoe dancer,[],[],[],[],0,0,0,0,,,,
soft tile setter,[],[],[],[],0,0,0,0,,,,
softener,[],[],[],[],0,0,0,0,,,,
software applications architect,[],[],[],[],0,0,0,0,,,,
software applications developer,[],[],[],[],0,0,0,0,,,,
software applications specialist,[],[],[],[],0,0,0,0,,,,
software consultant,[],[],[],[],0,0,0,0,,,,
software consultant data communication,[],[],[],[],0,0,0,0,,,,
software consultant database,[],[],[],[],0,0,0,0,,,,
software consultant network,[],[],[],[],0,0,0,0,,,,
software designer,[],[],[],[],0,0,0,0,,,,
software development specialist,[],[],[],[],0,0,0,0,,,,
software installer,[],[],[],[],0,0,0,0,,,,
software qa tester,[],[],[],[],0,0,0,0,,,,
software quality assurance technician,[],[],[],[],0,0,0,0,,,,
software quality control specialist,[],[],[],[],0,0,0,0,,,,
software quality engineer,[],[],[],[],0,0,0,0,,,,
software specialist system,[],[],[],[],0,0,0,0,,,,
software test engineer,[],[],[],[],0,0,0,0,,,,
