contest_id,occupations,num_occupations
274,"['advertising', 'adviser', 'agent', 'ambulance', 'appraiser', 'apprentice', 'assistant', 'attorney', 'barker', 'barrister', 'boner', 'boomer', 'booster', 'bos', 'breaker', 'butler', 'cafeteria', 'camper', 'caregiver', 'ceo', 'cfo', 'chaser', 'chauffeur', 'chef', 'chief', 'cleaner', 'clipper', 'clown', 'commissioner', 'companion', 'comptroller', 'conservator', 'construction', 'consultant', 'coo', 'cook', 'cooper', 'cop', 'cracker', 'cruiser', 'cto', 'custodian', 'detective', 'digger', 'director', 'display', 'doctor', 'drawer', 'dvm', 'employee', 'equalizer', 'equipment', 'executive', 'filing', 'filler', 'film', 'fisher', 'folder', 'founder', 'groom', 'groomer', 'guard', 'heater', 'hunter', 'import', 'inspector', 'intern', 'interpreter', 'interviewer', 'investor', 'judge', 'justice', 'lawyer', 'leader', 'mailman', 'maintenance', 'manager', 'media', 'member', 'minister', 'notary', 'opener', 'oral', 'owner', 'payroll', 'postman', 'president', 'proctor', 'professor', 'prosecutor', 'psychic', 'representative', 'rider', 'robber', 'salesperson', 'scientist', 'scraper', 'scratcher', 'secretary', 'security', 'shag', 'slipper', 'smoother', 'spooner', 'sprinkler', 'starter', 'superior', 'supervisor', 'surrogate', 'sweeper', 'taster', 'tenant', 'thrower', 'tucker', 'ventriloquist', 'veterinarian', 'vp', 'washer', 'watchman', 'wrapper']",120
275,"['adapter', 'agent', 'anthropology', 'attendant', 'automotive', 'barker', 'bos', 'boxer', 'burner', 'cafeteria', 'cartoonist', 'changer', 'charger', 'chef', 'cleaner', 'clerk', 'conditioner', 'cook', 'counselor', 'cracker', 'custom', 'dc', 'director', 'display', 'doctor', 'dresser', 'education', 'equipment', 'executive', 'exterminator', 'farming', 'foreman', 'freak', 'gatherer', 'handler', 'heater', 'hunter', 'inventor', 'investor', 'judge', 'laundry', 'lawyer', 'leader', 'mailman', 'mason', 'media', 'member', 'model', 'organizer', 'packing', 'president', 'professor', 'recycling', 'roller', 'router', 'salesperson', 'scout', 'scraper', 'security', 'slicer', 'spinner', 'starter', 'stoner', 'superior', 'taxidermist', 'therapist', 'timer', 'transit']",68
276,"['alteration', 'apprentice', 'artisan', 'astronaut', 'atmospheric', 'barker', 'blaster', 'blazer', 'blocker', 'booster', 'bos', 'boxer', 'ceo', 'charger', 'chef', 'choru', 'cleaner', 'clerk', 'clown', 'colonel', 'comedian', 'connector', 'copper', 'cosmonaut', 'counselor', 'cowboy', 'designer', 'director', 'display', 'doctor', 'dresser', 'driver', 'employee', 'engineer', 'executive', 'filler', 'film', 'finer', 'fireman', 'floater', 'flyer', 'governor', 'groom', 'guard', 'investor', 'kindergartner', 'lawyer', 'layer', 'leader', 'mannequin', 'masker', 'media', 'miller', 'model', 'nurse', 'outfitter', 'packing', 'poet', 'policeman', 'politician', 'president', 'professor', 'programmer', 'register', 'rider', 'rounder', 'salesperson', 'scientist', 'seller', 'senator', 'servant', 'setter', 'shopper', 'skinner', 'solar', 'spreader', 'sprinkler', 'sticker', 'superior', 'tailor', 'teacher', 'thinner', 'tinker', 'tripper', 'trooper', 'tucker', 'weaver', 'wholesale', 'wiper']",89
277,"['actor', 'admiral', 'agent', 'blazer', 'bloomer', 'booster', 'bos', 'casing', 'chief', 'cleaner', 'clinical', 'clown', 'conditioner', 'contractor', 'cook', 'costumer', 'dean', 'dentist', 'director', 'display', 'doctor', 'drawer', 'driver', 'employee', 'entomologist', 'exterminator', 'filing', 'film', 'fisher', 'floater', 'florist', 'flyer', 'freak', 'fuller', 'hanger', 'housework', 'instructor', 'judge', 'laundry', 'lawyer', 'maintenance', 'mason', 'media', 'member', 'mentor', 'miller', 'naval', 'production', 'rafter', 'recycling', 'scientist', 'secretary', 'servant', 'shredder', 'slipper', 'solar', 'starter', 'stripper', 'superior', 'tinker', 'transporter', 'tucker']",62
278,"['accountant', 'adapter', 'advertising', 'agent', 'ambulance', 'amusement', 'attorney', 'automotive', 'banker', 'boomer', 'booster', 'bos', 'bumper', 'cargo', 'carney', 'ceo', 'charger', 'chaser', 'chief', 'chiropractor', 'cleaner', 'clown', 'comedian', 'congressman', 'converter', 'cop', 'cowboy', 'dc', 'dealer', 'doctor', 'driver', 'electrical', 'electrician', 'employee', 'executive', 'fisher', 'freak', 'judge', 'jumper', 'justice', 'lawyer', 'lineman', 'marker', 'mayor', 'model', 'operator', 'police', 'president', 'publisher', 'resident', 'rider', 'roller', 'runner', 'salesperson', 'seller', 'senator', 'shopper', 'solar', 'sticker', 'superior', 'sweeper', 'ta', 'teacher', 'teaser', 'timer', 'towing', 'trader', 'trooper', 'trucker']",69
279,"['advisor', 'agent', 'ambassador', 'architect', 'architectural', 'artist', 'attorney', 'barker', 'bishop', 'blocker', 'boarder', 'booster', 'bootlegger', 'bos', 'boxer', 'breeder', 'broker', 'builder', 'bumper', 'buyer', 'carpenter', 'cartoonist', 'catcher', 'chef', 'climber', 'clown', 'commissioner', 'companion', 'construction', 'constructor', 'contractor', 'cook', 'cooper', 'decker', 'designer', 'developer', 'dispenser', 'display', 'doctor', 'doorman', 'equipment', 'excavator', 'feller', 'filing', 'fixer', 'founder', 'freak', 'fuller', 'gopher', 'guard', 'hanger', 'host', 'housekeeper', 'hunter', 'inspector', 'investor', 'judge', 'jumper', 'landlord', 'laundry', 'lawyer', 'layout', 'leader', 'mailman', 'maintenance', 'mannequin', 'member', 'missionary', 'nester', 'outsider', 'owner', 'painter', 'palaeontologist', 'pediatrician', 'photographer', 'politician', 'postman', 'practitioner', 'president', 'printer', 'psychologist', 'reacher', 'realtor', 'remodeling', 'renter', 'representative', 'resident', 'ruler', 'salesperson', 'sander', 'scraper', 'scratcher', 'security', 'seller', 'servant', 'shag', 'shepherd', 'slipper', 'solar', 'solicitor', 'sponsor', 'spreader', 'springer', 'starter', 'sticker', 'superior', 'taker', 'tenant', 'thinner', 'veterinarian', 'vicar', 'visitor', 'volunteer', 'watcher']",114
280,"['accompanist', 'actor', 'agent', 'artist', 'attorney', 'breaker', 'camper', 'carpenter', 'cartoonist', 'cellist', 'choru', 'clown', 'comedian', 'composer', 'cook', 'critic', 'digger', 'doctor', 'drifter', 'drummer', 'executive', 'flyer', 'fuller', 'grader', 'grunt', 'guard', 'holder', 'hunter', 'jackman', 'justice', 'lawyer', 'librettist', 'lin', 'liner', 'maestro', 'manufacturer', 'media', 'member', 'mentor', 'military', 'miller', 'miner', 'monk', 'mover', 'musician', 'novelist', 'pianist', 'pilot', 'police', 'politician', 'president', 'producer', 'professor', 'publisher', 'register', 'reviewer', 'sailor', 'salesperson', 'security', 'shag', 'shaker', 'singer', 'skipper', 'ta', 'technician', 'transit', 'tuner', 'violinist', 'waitres', 'webber']",70
281,"['advertising', 'archer', 'assistant', 'bos', 'broker', 'cartoonist', 'cashier', 'catcher', 'chef', 'chief', 'chiropractor', 'clerk', 'clown', 'cook', 'copper', 'cracker', 'dc', 'delegate', 'display', 'doctor', 'farming', 'fisherman', 'fuller', 'gatherer', 'hunter', 'judge', 'leader', 'liner', 'member', 'merchant', 'military', 'miller', 'packing', 'photographer', 'physician', 'president', 'printer', 'production', 'recycling', 'register', 'resident', 'reviewer', 'salesperson', 'scientist', 'security', 'shopper', 'shredder', 'slacker', 'slicer', 'slipper', 'snapper', 'softener', 'starter', 'veterinarian', 'wholesale', 'wrapper']",56
282,"['accountant', 'actor', 'actuary', 'advocate', 'agent', 'ambulance', 'analyst', 'apprentice', 'arbitrator', 'attache', 'attendant', 'attorney', 'auditor', 'bagger', 'banker', 'barrister', 'baster', 'blaster', 'bodyguard', 'bookkeeper', 'booster', 'bos', 'broker', 'bumper', 'buyer', 'carpenter', 'ceo', 'cfo', 'chaser', 'chief', 'clown', 'commissioner', 'comptroller', 'congressman', 'consul', 'consultant', 'cooper', 'cop', 'councilman', 'counselor', 'cpa', 'dealer', 'decker', 'developer', 'diplomat', 'director', 'disintegrator', 'doctor', 'driller', 'driver', 'education', 'electrician', 'employee', 'escort', 'evangelist', 'executive', 'filing', 'film', 'fixer', 'flyer', 'freak', 'governor', 'guard', 'handyman', 'header', 'hunter', 'inspector', 'intern', 'interpreter', 'investor', 'judge', 'jumper', 'laundry', 'lawyer', 'layer', 'leader', 'lieutenant', 'litigator', 'lobbyist', 'maker', 'md', 'media', 'member', 'military', 'minister', 'missionary', 'notary', 'observer', 'officer', 'ot', 'owner', 'packing', 'paralegal', 'pilot', 'plumber', 'pointer', 'police', 'politician', 'president', 'principal', 'proctologist', 'proctor', 'producer', 'production', 'publicist', 'publisher', 'realtor', 'representative', 'resident', 'rider', 'salesperson', 'secretary', 'security', 'seller', 'senator', 'server', 'solar', 'specialist', 'spokesperson', 'starter', 'steward', 'stripper', 'superior', 'supervisor', 'surgeon', 'surrogate', 'taker', 'teacher', 'trader', 'transit', 'tucker', 'visitor', 'volunteer', 'washer', 'writer']",135
283,"['attorney', 'bitter', 'bos', 'caller', 'chef', 'chief', 'clown', 'companion', 'cook', 'cracker', 'critic', 'dc', 'dishwasher', 'display', 'doctor', 'escort', 'exterminator', 'filing', 'finer', 'freak', 'groom', 'headwaiter', 'horseman', 'impregnator', 'judge', 'justice', 'landlord', 'lawyer', 'maker', 'mater', 'member', 'military', 'officer', 'owner', 'priest', 'snapper', 'sommelier', 'starter', 'superior', 'surrogate', 'ta', 'tailor', 'tipper', 'turner', 'valet']",45
284,"['advertising', 'agent', 'apprentice', 'architectural', 'artist', 'athlete', 'baller', 'boomer', 'booster', 'bos', 'broker', 'bumper', 'caller', 'carney', 'cartoonist', 'catcher', 'checker', 'clinical', 'clown', 'construction', 'cook', 'cop', 'counselor', 'critic', 'crt', 'dancer', 'dean', 'decorator', 'designer', 'detective', 'director', 'display', 'dj', 'doctor', 'doorman', 'driver', 'drummer', 'electrical', 'employee', 'equipment', 'exterminator', 'fitnes', 'flapper', 'golfer', 'guard', 'holder', 'host', 'housekeeper', 'housekeeping', 'housework', 'hunter', 'judge', 'juggler', 'justice', 'landlord', 'laundry', 'lawyer', 'layout', 'lin', 'maintenance', 'miller', 'mixer', 'model', 'mover', 'ob', 'opener', 'organizer', 'owner', 'pitcher', 'polisher', 'pounder', 'president', 'printer', 'production', 'realtor', 'register', 'remodeling', 'renter', 'resident', 'roller', 'runner', 'salesperson', 'scientist', 'security', 'seller', 'setter', 'sewing', 'shag', 'shaker', 'stager', 'starter', 'stoner', 'stylist', 'tenant', 'turner', 'twister', 'vendor']",97
285,"['accountant', 'actor', 'advertising', 'alteration', 'analyst', 'archer', 'armorer', 'artisan', 'assistant', 'attorney', 'auditor', 'binder', 'bishop', 'blacksmith', 'booster', 'bos', 'breaker', 'caller', 'catcher', 'ceo', 'cfo', 'chief', 'cleaner', 'clerk', 'clown', 'comedian', 'competitor', 'conditioner', 'consultant', 'counsellor', 'counselor', 'cybersecurity', 'dentist', 'designer', 'director', 'doctor', 'doorman', 'drawer', 'editor', 'employee', 'equestrian', 'equipment', 'excavator', 'executive', 'filing', 'fletcher', 'folder', 'governor', 'groom', 'guard', 'hacker', 'intern', 'judge', 'justice', 'laundry', 'lawyer', 'maintenance', 'maker', 'manager', 'mayor', 'media', 'member', 'notary', 'opener', 'organizer', 'payroll', 'police', 'president', 'principal', 'printer', 'producer', 'production', 'pta', 'ranger', 'register', 'reporter', 'representative', 'reviewer', 'rider', 'rounder', 'salesperson', 'sander', 'secretary', 'security', 'senator', 'server', 'stapler', 'superior', 'supervisor', 'taker', 'technician', 'teleprompter', 'trustee', 'vaccinator', 'valet', 'vendor', 'volunteer', 'washer', 'watchman', 'welder', 'writer']",101
286,"['agent', 'attorney', 'automotive', 'bicyclist', 'bitter', 'boner', 'broker', 'bumper', 'carbonator', 'cartoonist', 'charger', 'clown', 'converter', 'cook', 'copilot', 'critic', 'dentist', 'director', 'dispenser', 'doctor', 'driver', 'electrical', 'employee', 'exterminator', 'fatter', 'header', 'heater', 'hoist', 'hunter', 'import', 'judge', 'jumper', 'maintenance', 'manufacturer', 'mechanic', 'media', 'member', 'military', 'model', 'narrator', 'opener', 'operator', 'owner', 'packer', 'packing', 'pastor', 'plumber', 'police', 'ranger', 'rater', 'roaster', 'salesperson', 'scavenger', 'scout', 'spanner', 'starter', 'sticker', 'supervisor', 'technician', 'telemarketer', 'tinker', 'towing', 'transit', 'visitor', 'watcher', 'wiper']",66
287,"['agent', 'analyst', 'bitter', 'blender', 'booster', 'bos', 'boxer', 'breaker', 'chaser', 'chef', 'cleaner', 'clerk', 'clinical', 'clown', 'companion', 'counselor', 'cracker', 'crt', 'detective', 'display', 'doctor', 'drawer', 'drier', 'driver', 'employee', 'exterminator', 'filler', 'film', 'finer', 'freak', 'groom', 'groomer', 'guard', 'jigger', 'judge', 'justice', 'landlord', 'laundry', 'lawyer', 'leader', 'mailman', 'media', 'member', 'mixer', 'opener', 'owner', 'poet', 'pointer', 'police', 'president', 'production', 'professor', 'reviewer', 'salesperson', 'scientist', 'scratcher', 'seller', 'servant', 'sewing', 'slipper', 'smoother', 'sommelier', 'sponsor', 'starter', 'steward', 'superior', 'taxidermist', 'teaser', 'trader', 'twister', 'veterinarian', 'webber', 'winemaker']",73
288,"['actor', 'advocate', 'agent', 'ambassador', 'athlete', 'bleacher', 'blocker', 'boomer', 'bos', 'boxer', 'brainer', 'burner', 'caddy', 'cartoonist', 'catcher', 'chemist', 'clairvoyant', 'clown', 'coach', 'commissioner', 'cooper', 'cowboy', 'cracker', 'critic', 'crt', 'designer', 'detective', 'director', 'display', 'diver', 'doctor', 'equipment', 'freak', 'fuller', 'governor', 'hauler', 'header', 'horseman', 'judge', 'justice', 'lather', 'laundry', 'lawyer', 'layer', 'leader', 'loading', 'lobbyist', 'magician', 'mannequin', 'mariner', 'mathematician', 'mechanic', 'media', 'meteorologist', 'owner', 'payroll', 'performer', 'pitcher', 'politician', 'prestidigitator', 'printer', 'producer', 'production', 'psychic', 'puppeteer', 'ringer', 'runner', 'salesperson', 'scientist', 'scorer', 'scout', 'skipper', 'slugger', 'splitter', 'sponsor', 'starter', 'stripper', 'swimmer', 'timer', 'topper', 'umpire', 'ventriloquist', 'visitor', 'vp', 'wrestler', 'writer']",86
289,"['accountant', 'actor', 'actuary', 'analyst', 'banker', 'bishop', 'bitter', 'booster', 'bos', 'breaker', 'broker', 'calculator', 'cardiologist', 'ceo', 'checker', 'chief', 'chipper', 'clown', 'director', 'doctor', 'driver', 'education', 'employee', 'film', 'fitnes', 'freak', 'gambler', 'horseman', 'judge', 'justice', 'laundry', 'lawyer', 'maintenance', 'maker', 'md', 'media', 'poet', 'politician', 'president', 'reacher', 'recycling', 'runner', 'senator', 'slacker', 'softener', 'superior', 'ta', 'timer', 'twister']",49
290,"['administrator', 'ambulance', 'astronaut', 'beamer', 'blocker', 'bos', 'bricklayer', 'builder', 'caller', 'ceo', 'clown', 'competitor', 'construction', 'contractor', 'cook', 'courier', 'crane', 'dean', 'director', 'doctor', 'doorman', 'driver', 'employee', 'feller', 'film', 'flyer', 'foreman', 'forker', 'freak', 'fuller', 'grinder', 'guard', 'holder', 'intern', 'ironworker', 'judge', 'layer', 'media', 'member', 'miller', 'mixer', 'model', 'operator', 'packing', 'photographer', 'plumber', 'police', 'preacher', 'provost', 'riveter', 'roller', 'sailor', 'salesperson', 'scraper', 'security', 'slicer', 'steamer', 'stoner', 'stripper', 'tenant', 'thinner', 'tipper', 'topper', 'welder']",64
291,"['advertising', 'amusement', 'athlete', 'automotive', 'babysitter', 'bicyclist', 'bloomer', 'blower', 'boomer', 'booster', 'bos', 'brainer', 'breaker', 'bumper', 'burner', 'buyer', 'caddie', 'caddy', 'cargo', 'cartoonist', 'catcher', 'ceo', 'charger', 'chief', 'chiropractor', 'clipper', 'clown', 'coach', 'compensator', 'construction', 'contortionist', 'converter', 'cooper', 'cop', 'cpm', 'cracker', 'cruiser', 'designer', 'dispenser', 'display', 'doctor', 'drawer', 'driver', 'elder', 'electrical', 'employee', 'engineer', 'equipment', 'executive', 'film', 'fisher', 'fitnes', 'flyer', 'founder', 'fuller', 'gofer', 'golfer', 'gopher', 'grader', 'guard', 'heater', 'holder', 'host', 'hunter', 'identifier', 'import', 'investor', 'kindergartner', 'laundry', 'leader', 'maintenance', 'maker', 'manufacturer', 'mechanic', 'member', 'military', 'minister', 'model', 'opener', 'operator', 'owner', 'performer', 'pitcher', 'planter', 'police', 'politician', 'prefect', 'president', 'printer', 'production', 'pusher', 'recycling', 'register', 'rider', 'ringer', 'runner', 'salesperson', 'secretary', 'seller', 'shooter', 'skateboarder', 'solar', 'spokesperson', 'starter', 'sticker', 'stuffer', 'stylist', 'superior', 'supervisor', 'ta', 'tanner', 'towing', 'trader', 'trainer', 'transformer', 'turner', 'wheeler', 'wiper', 'wrapper']",119
292,"['agent', 'ambulance', 'blazer', 'bos', 'chaperone', 'chiropractor', 'clown', 'companion', 'cook', 'counselor', 'cracker', 'decker', 'doctor', 'drummer', 'employee', 'executive', 'farmer', 'filing', 'film', 'fitnes', 'flyer', 'freak', 'housework', 'hunter', 'hypnotist', 'interviewer', 'investor', 'judge', 'justice', 'laundry', 'layer', 'leader', 'mailman', 'maintenance', 'media', 'miller', 'musician', 'nester', 'opener', 'oral', 'owner', 'performer', 'photographer', 'piper', 'police', 'president', 'producer', 'production', 'ringmaster', 'robber', 'roller', 'sampler', 'security', 'senator', 'spokesperson', 'starter', 'superior', 'ta', 'technician', 'teller', 'tier', 'trainer', 'transformer', 'transporter', 'twister', 'veterinarian', 'volunteer']",67
293,"['actor', 'actres', 'agent', 'attorney', 'booster', 'bos', 'breaker', 'broker', 'carpenter', 'cartoonist', 'chief', 'climber', 'clinical', 'clown', 'companion', 'competitor', 'construction', 'cook', 'counselor', 'crane', 'custom', 'dentist', 'dermatologist', 'display', 'doctor', 'exterminator', 'filler', 'film', 'fireman', 'fitnes', 'fuller', 'grinder', 'grunt', 'guard', 'hanger', 'housekeeper', 'housework', 'judge', 'justice', 'landlord', 'lawyer', 'layout', 'lobbyist', 'lookout', 'magician', 'mailman', 'maintenance', 'mason', 'media', 'member', 'military', 'model', 'monk', 'nester', 'operator', 'owner', 'payroll', 'pediatrician', 'photographer', 'plunger', 'police', 'pounder', 'president', 'priest', 'proctologist', 'psychologist', 'rabbi', 'rafter', 'realtor', 'remodeling', 'rocker', 'secretary', 'security', 'shrinker', 'smoother', 'solar', 'starter', 'surgeon', 'taxidermist', 'teacher', 'tenant', 'therapist', 'tucker', 'veterinarian', 'visitor', 'wicker', 'zookeeper']",87
294,"['actor', 'agent', 'ambassador', 'archer', 'architectural', 'bishop', 'boarder', 'bodyguard', 'booster', 'bos', 'bronzer', 'builder', 'buyer', 'cartoonist', 'checker', 'clown', 'construction', 'cop', 'copper', 'cracker', 'crt', 'dentist', 'dermatologist', 'director', 'doctor', 'driver', 'employee', 'film', 'finer', 'fisherman', 'fixer', 'framer', 'freak', 'grader', 'guard', 'intern', 'judge', 'laundry', 'lifeguard', 'lookout', 'magician', 'maintenance', 'maker', 'manufacturer', 'mayor', 'military', 'miner', 'novelist', 'novice', 'opener', 'outsider', 'owner', 'police', 'polisher', 'president', 'realtor', 'register', 'rider', 'ruler', 'security', 'starter', 'superior', 'supervisor', 'swimmer', 'taker', 'teacher', 'thrower', 'trooper', 'visitor', 'watchman', 'wrapper']",71
295,"['advertising', 'amusement', 'arborist', 'archer', 'architectural', 'artisan', 'assistant', 'athlete', 'backer', 'biologist', 'blower', 'booster', 'bos', 'breaker', 'bumper', 'cafeteria', 'carpenter', 'cartoonist', 'checker', 'chef', 'cleaner', 'clinical', 'clipper', 'clown', 'colonel', 'congressman', 'construction', 'consultant', 'designer', 'director', 'display', 'doctor', 'duster', 'education', 'electrical', 'employee', 'entrepreneur', 'farmer', 'farming', 'feller', 'filing', 'film', 'fitnes', 'freak', 'guard', 'harvester', 'holder', 'hooker', 'horticulturist', 'hunter', 'intern', 'investor', 'judge', 'landscaping', 'lawyer', 'layout', 'lobbyist', 'maker', 'manager', 'mayor', 'media', 'member', 'military', 'model', 'operative', 'owner', 'piper', 'podiatrist', 'pointer', 'politician', 'president', 'printer', 'professor', 'register', 'researcher', 'reviewer', 'runner', 'salesperson', 'scientist', 'security', 'skinner', 'sprinkler', 'starter', 'superior', 'technician', 'tester', 'timer', 'trimmer', 'tucker', 'volunteer', 'watcher', 'writer']",92
296,"['adapter', 'agent', 'beamer', 'boarder', 'boomer', 'bos', 'breaker', 'bumper', 'burner', 'camper', 'cargo', 'cartoonist', 'chef', 'clincher', 'clown', 'competitor', 'construction', 'cook', 'cooper', 'cop', 'cowboy', 'cracker', 'cruiser', 'custom', 'dipper', 'director', 'display', 'doctor', 'driver', 'farmer', 'film', 'flyer', 'freak', 'holder', 'housework', 'hunter', 'import', 'judge', 'jumper', 'lawyer', 'leader', 'lookout', 'maintenance', 'mechanic', 'miller', 'model', 'nester', 'officer', 'owner', 'packing', 'pilot', 'police', 'president', 'production', 'recycling', 'resident', 'scavenger', 'seller', 'shag', 'shepherd', 'shifter', 'slicker', 'solar', 'sticker', 'teacher', 'tier', 'timer', 'tripper', 'trucker', 'valet', 'wheeler']",71
297,"['adapter', 'advertising', 'agent', 'architectural', 'babysitter', 'banker', 'blender', 'blower', 'boarder', 'boatman', 'boomer', 'bos', 'brainer', 'breaker', 'broker', 'buyer', 'camper', 'caregiver', 'cargo', 'carman', 'cartoonist', 'chef', 'chiropractor', 'cleaner', 'climatologist', 'climber', 'clipper', 'clown', 'construction', 'contractor', 'controller', 'cop', 'designer', 'doctor', 'drawer', 'dresser', 'economist', 'electrical', 'film', 'fixer', 'fletcher', 'flyer', 'freak', 'fuller', 'hanger', 'housekeeping', 'housework', 'hunter', 'justice', 'landlord', 'landscaping', 'laundry', 'lawyer', 'lifter', 'lookout', 'maker', 'marker', 'md', 'member', 'mover', 'nester', 'opener', 'owner', 'packer', 'packing', 'picker', 'picket', 'postman', 'pounder', 'president', 'professor', 'publisher', 'realtor', 'renter', 'robber', 'router', 'salesperson', 'security', 'seller', 'shaker', 'slacker', 'slipper', 'solar', 'starter', 'superior', 'ta', 'tenant', 'thinner', 'trooper', 'twister', 'valet', 'waitres']",92
298,"['agent', 'assistant', 'bellman', 'bodyguard', 'boomer', 'booster', 'bos', 'broker', 'cafeteria', 'cargo', 'cartoonist', 'ceo', 'chief', 'chiropodist', 'clown', 'companion', 'cop', 'cracker', 'deacon', 'decorator', 'dentist', 'designer', 'director', 'dispenser', 'doctor', 'drummer', 'employee', 'equipment', 'escort', 'executive', 'exterminator', 'floorwalker', 'florist', 'flyer', 'fuller', 'groom', 'hanger', 'herder', 'housekeeper', 'housekeeping', 'hunter', 'inspector', 'intern', 'judge', 'justice', 'landlord', 'laundry', 'lawyer', 'leader', 'lin', 'loader', 'lookout', 'magician', 'maintenance', 'media', 'member', 'miller', 'musician', 'opener', 'operator', 'owner', 'packing', 'police', 'politician', 'president', 'psychiatrist', 'psychologist', 'raiser', 'ranger', 'rattler', 'realtor', 'resident', 'rider', 'rolfer', 'salesperson', 'scribe', 'scriber', 'security', 'slipper', 'smoother', 'sponsor', 'starter', 'steward', 'sticker', 'technician', 'tenant', 'thinner', 'trumpeter', 'turner', 'urologist', 'ventriloquist', 'veterinarian', 'visitor', 'vp', 'washer', 'watcher', 'zookeeper']",97
299,"['agent', 'banker', 'biologist', 'blender', 'bluer', 'bos', 'bumper', 'camper', 'captain', 'cargo', 'cartoonist', 'clown', 'doctor', 'driver', 'fisherman', 'fitnes', 'flipper', 'freak', 'governor', 'guard', 'host', 'identifier', 'investigator', 'jackman', 'lather', 'lawyer', 'layer', 'leader', 'legger', 'lifeguard', 'masseuse', 'mayor', 'media', 'member', 'model', 'naturalist', 'owner', 'packing', 'photographer', 'sailor', 'scientist', 'shepherd', 'solar', 'sponsor', 'starter', 'sticker', 'superior', 'swimmer', 'tagger', 'tanker', 'taxidermist', 'teacher', 'trader', 'turner', 'volunteer', 'waitres', 'watcher']",57
300,"['actuary', 'ambulance', 'amusement', 'analyst', 'barker', 'bicyclist', 'bos', 'boxer', 'catcher', 'ceo', 'chaser', 'choker', 'cleaner', 'clown', 'companion', 'cop', 'cracker', 'critic', 'dentist', 'digger', 'doctor', 'drummer', 'employee', 'executive', 'farming', 'fuller', 'hunter', 'judge', 'leader', 'liner', 'mailman', 'member', 'model', 'oral', 'owner', 'pointer', 'postman', 'preacher', 'president', 'priest', 'psychiatrist', 'psychoanalyst', 'psychologist', 'psychotherapist', 'salesperson', 'servant', 'shepherd', 'skinner', 'skipper', 'slipper', 'starter', 'superior', 'sweeper', 'ta', 'therapist', 'trader', 'veterinarian']",57
301,"['admiral', 'amusement', 'attorney', 'babysitter', 'booster', 'bos', 'bumper', 'charger', 'chauffeur', 'cleaner', 'clown', 'colonel', 'conditioner', 'cook', 'cooper', 'counselor', 'cowboy', 'dentist', 'display', 'doctor', 'equestrian', 'fuller', 'greeter', 'guard', 'hunter', 'laundry', 'layer', 'leader', 'lieutenant', 'loading', 'media', 'military', 'model', 'pediatrician', 'police', 'president', 'psychologist', 'quartermaster', 'ranger', 'rider', 'roller', 'salesperson', 'scout', 'security', 'senator', 'shooter', 'shopper', 'superior', 'trader', 'tucker', 'tutor', 'washer']",52
302,"['agent', 'ambulance', 'assistant', 'attorney', 'auditor', 'automotive', 'blocker', 'bos', 'broker', 'burner', 'caller', 'carrier', 'charger', 'chief', 'clown', 'colonel', 'congressman', 'cooper', 'copper', 'cutter', 'cybersecurity', 'director', 'doctor', 'draper', 'drawer', 'driver', 'equipment', 'flyer', 'fuller', 'hacker', 'hunter', 'impersonator', 'installer', 'inventor', 'jogger', 'judge', 'lawyer', 'lineman', 'maintenance', 'maker', 'manager', 'mater', 'md', 'media', 'member', 'opener', 'operator', 'president', 'publisher', 'receiver', 'representative', 'reverend', 'router', 'salesperson', 'security', 'senator', 'shepherd', 'solar', 'sponsor', 'stringer', 'telemarketer']",61
303,"['actor', 'agent', 'bitter', 'booster', 'bos', 'bumper', 'cardiologist', 'chef', 'clown', 'companion', 'cook', 'cowboy', 'cracker', 'critic', 'developer', 'doctor', 'editor', 'engineer', 'farmer', 'farming', 'feeder', 'flyer', 'freak', 'fuller', 'gardener', 'gopher', 'grocer', 'hairdresser', 'imam', 'impersonator', 'import', 'inventor', 'judge', 'juicer', 'justice', 'lawyer', 'layer', 'leader', 'loading', 'lobbyist', 'maestro', 'media', 'member', 'miller', 'model', 'owner', 'peeler', 'pimp', 'police', 'priest', 'producer', 'production', 'rabbi', 'recycling', 'resident', 'salesperson', 'scientist', 'sommelier', 'starter', 'sticker', 'superior', 'tester', 'tipper', 'volunteer', 'waitres']",65
304,"['actor', 'actres', 'administrator', 'advertising', 'analyst', 'apprentice', 'architectural', 'artist', 'banker', 'biographer', 'blocker', 'blower', 'booster', 'bos', 'bricklayer', 'builder', 'burner', 'carpenter', 'chiropractor', 'clinical', 'clown', 'comedian', 'composer', 'congressman', 'construction', 'counselor', 'decorator', 'dentist', 'doctor', 'education', 'filler', 'fixer', 'founder', 'freak', 'guard', 'headman', 'homemaker', 'inspector', 'intern', 'judge', 'justice', 'layer', 'limber', 'maintenance', 'mason', 'media', 'member', 'milliner', 'mixer', 'neurosurgeon', 'philosopher', 'picket', 'pitcher', 'politician', 'president', 'printer', 'production', 'professor', 'psychoanalyst', 'register', 'renovator', 'salesperson', 'scout', 'security', 'seller', 'shopper', 'shrinker', 'starter', 'stoner', 'stylist', 'teacher', 'teller', 'therapist', 'tier', 'tucker', 'waitres', 'writer']",77
